"datetime","date","level-i-900-m-qualified","epoch"
"2018-11-28 06:30:00","2018-11-28",0.122,1543386600000
"2018-11-28 06:45:00","2018-11-28",0.123,1543387500000
"2018-11-28 07:00:00","2018-11-28",0.127,1543388400000
"2018-11-28 07:15:00","2018-11-28",0.126,1543389300000
"2018-11-28 07:30:00","2018-11-28",0.127,1543390200000
"2018-11-28 07:45:00","2018-11-28",0.128,1543391100000
"2018-11-28 08:00:00","2018-11-28",0.129,1543392000000
"2018-11-28 08:15:00","2018-11-28",0.131,1543392900000
"2018-11-28 08:30:00","2018-11-28",0.133,1543393800000
"2018-11-28 08:45:00","2018-11-28",0.132,1543394700000
"2018-11-28 09:00:00","2018-11-28",0.132,1543395600000
"2018-11-28 09:15:00","2018-11-28",0.136,1543396500000
"2018-11-28 09:30:00","2018-11-28",0.138,1543397400000
"2018-11-28 09:45:00","2018-11-28",0.127,1543398300000
"2018-11-28 10:00:00","2018-11-28",0.127,1543399200000
"2018-11-28 10:15:00","2018-11-28",0.122,1543400100000
"2018-11-28 10:30:00","2018-11-28",0.117,1543401000000
"2018-11-28 10:45:00","2018-11-28",0.117,1543401900000
"2018-11-28 11:00:00","2018-11-28",0.111,1543402800000
"2018-11-28 11:15:00","2018-11-28",0.112,1543403700000
"2018-11-28 11:30:00","2018-11-28",0.112,1543404600000
"2018-11-28 11:45:00","2018-11-28",0.11,1543405500000
"2018-11-28 12:00:00","2018-11-28",0.119,1543406400000
"2018-11-28 12:15:00","2018-11-28",0.125,1543407300000
"2018-11-28 12:30:00","2018-11-28",0.128,1543408200000
"2018-11-28 12:45:00","2018-11-28",0.136,1543409100000
"2018-11-28 13:00:00","2018-11-28",0.136,1543410000000
"2018-11-28 13:15:00","2018-11-28",0.147,1543410900000
"2018-11-28 13:30:00","2018-11-28",0.138,1543411800000
"2018-11-28 13:45:00","2018-11-28",0.144,1543412700000
"2018-11-28 14:00:00","2018-11-28",0.146,1543413600000
"2018-11-28 14:15:00","2018-11-28",0.145,1543414500000
"2018-11-28 14:30:00","2018-11-28",0.151,1543415400000
"2018-11-28 14:45:00","2018-11-28",0.148,1543416300000
"2018-11-28 15:00:00","2018-11-28",0.149,1543417200000
"2018-11-28 15:15:00","2018-11-28",0.145,1543418100000
"2018-11-28 15:30:00","2018-11-28",0.147,1543419000000
"2018-11-28 15:45:00","2018-11-28",0.147,1543419900000
"2018-11-28 16:00:00","2018-11-28",0.144,1543420800000
"2018-11-28 16:15:00","2018-11-28",0.143,1543421700000
"2018-11-28 16:30:00","2018-11-28",0.141,1543422600000
"2018-11-28 16:45:00","2018-11-28",0.148,1543423500000
"2018-11-28 17:00:00","2018-11-28",0.141,1543424400000
"2018-11-28 17:15:00","2018-11-28","",1543425300000
"2018-11-28 17:30:00","2018-11-28",0.141,1543426200000
"2018-11-28 17:45:00","2018-11-28",0.14,1543427100000
"2018-11-28 18:00:00","2018-11-28",0.139,1543428000000
"2018-11-28 18:15:00","2018-11-28",0.14,1543428900000
"2018-11-28 18:30:00","2018-11-28",0.139,1543429800000
"2018-11-28 18:45:00","2018-11-28",0.139,1543430700000
"2018-11-28 19:00:00","2018-11-28",0.138,1543431600000
"2018-11-28 19:15:00","2018-11-28",0.136,1543432500000
"2018-11-28 19:30:00","2018-11-28",0.138,1543433400000
"2018-11-28 19:45:00","2018-11-28",0.14,1543434300000
"2018-11-28 20:00:00","2018-11-28",0.137,1543435200000
"2018-11-28 20:15:00","2018-11-28",0.135,1543436100000
"2018-11-28 20:30:00","2018-11-28",0.137,1543437000000
"2018-11-28 20:45:00","2018-11-28",0.135,1543437900000
"2018-11-28 21:00:00","2018-11-28",0.137,1543438800000
"2018-11-28 21:15:00","2018-11-28",0.136,1543439700000
"2018-11-28 21:30:00","2018-11-28",0.139,1543440600000
"2018-11-28 21:45:00","2018-11-28",0.136,1543441500000
"2018-11-28 22:00:00","2018-11-28",0.136,1543442400000
"2018-11-28 22:15:00","2018-11-28",0.137,1543443300000
