"datetime","date","cphyll-i-subdaily-ugpL","epoch"
"2019-03-15 02:00:26","2019-03-15",3.29,1552615226000
"2019-03-15 03:00:26","2019-03-15",3.44,1552618826000
"2019-03-15 04:00:26","2019-03-15",3.29,1552622426000
"2019-03-15 05:00:26","2019-03-15",3.14,1552626026000
"2019-03-15 06:00:26","2019-03-15",3.19,1552629626000
"2019-03-15 07:00:26","2019-03-15",3.47,1552633226000
"2019-03-15 08:00:26","2019-03-15",3.22,1552636826000
"2019-03-15 09:00:26","2019-03-15",3.33,1552640426000
"2019-03-15 10:00:26","2019-03-15",3.2,1552644026000
"2019-03-15 11:00:26","2019-03-15",3.09,1552647626000
"2019-03-15 12:00:26","2019-03-15",3.24,1552651226000
"2019-03-15 13:00:26","2019-03-15",3.42,1552654826000
"2019-03-15 14:00:26","2019-03-15",3.1,1552658426000
"2019-03-15 15:00:26","2019-03-15",2.97,1552662026000
"2019-03-15 16:00:26","2019-03-15",2.88,1552665626000
"2019-03-15 17:00:26","2019-03-15",2.95,1552669226000
"2019-03-15 18:00:26","2019-03-15",3.13,1552672826000
"2019-03-15 19:00:26","2019-03-15",2.83,1552676426000
"2019-03-15 20:00:26","2019-03-15",2.96,1552680026000
"2019-03-15 21:00:26","2019-03-15",2.91,1552683626000
"2019-03-15 22:00:26","2019-03-15",2.8,1552687226000
"2019-03-15 23:00:26","2019-03-15",2.81,1552690826000
"2019-03-16 00:00:26","2019-03-16",2.83,1552694426000
"2019-03-16 01:00:26","2019-03-16",2.8,1552698026000
"2019-03-16 02:00:26","2019-03-16",2.52,1552701626000
"2019-03-16 03:00:26","2019-03-16",2.62,1552705226000
"2019-03-16 04:00:26","2019-03-16",2.6,1552708826000
"2019-03-16 05:00:26","2019-03-16",2.47,1552712426000
"2019-03-16 06:00:26","2019-03-16",2.6,1552716026000
"2019-03-16 07:00:26","2019-03-16",2.59,1552719626000
"2019-03-16 08:00:26","2019-03-16",2.66,1552723226000
"2019-03-16 09:00:26","2019-03-16",2.73,1552726826000
"2019-03-16 10:00:26","2019-03-16",2.69,1552730426000
"2019-03-16 11:00:26","2019-03-16",2.86,1552734026000
"2019-03-16 12:00:26","2019-03-16",2.7,1552737626000
"2019-03-16 13:00:26","2019-03-16",2.93,1552741226000
"2019-03-16 14:00:26","2019-03-16",2.81,1552744826000
"2019-03-16 15:00:26","2019-03-16",2.93,1552748426000
"2019-03-16 16:00:26","2019-03-16",2.83,1552752026000
"2019-03-16 17:00:26","2019-03-16",2.65,1552755626000
"2019-03-16 18:00:26","2019-03-16",2.77,1552759226000
"2019-03-16 19:00:26","2019-03-16",2.7,1552762826000
"2019-03-16 20:00:26","2019-03-16",2.54,1552766426000
"2019-03-16 21:00:26","2019-03-16",2.5,1552770026000
"2019-03-16 22:00:26","2019-03-16",2.52,1552773626000
"2019-03-16 23:00:26","2019-03-16",2.53,1552777226000
"2019-03-17 00:00:51","2019-03-17",2.47,1552780851000
"2019-03-17 01:00:26","2019-03-17",2.35,1552784426000
"2019-03-17 02:00:26","2019-03-17",2.51,1552788026000
"2019-03-17 03:00:26","2019-03-17",2.24,1552791626000
"2019-03-17 04:00:26","2019-03-17",2.31,1552795226000
"2019-03-17 05:00:26","2019-03-17",2.34,1552798826000
"2019-03-17 06:00:26","2019-03-17",2.24,1552802426000
"2019-03-17 07:00:26","2019-03-17",2.5,1552806026000
"2019-03-17 08:00:26","2019-03-17",2.29,1552809626000
"2019-03-17 09:00:26","2019-03-17",2.45,1552813226000
"2019-03-17 10:00:26","2019-03-17",2.48,1552816826000
"2019-03-17 11:00:26","2019-03-17",2.41,1552820426000
"2019-03-17 12:00:26","2019-03-17",2.38,1552824026000
"2019-03-17 13:00:26","2019-03-17",2.55,1552827626000
"2019-03-17 14:00:26","2019-03-17",2.39,1552831226000
"2019-03-17 15:00:26","2019-03-17",2.31,1552834826000
"2019-03-17 16:00:26","2019-03-17",2.53,1552838426000
"2019-03-17 17:00:26","2019-03-17",2.3,1552842026000
"2019-03-17 18:00:26","2019-03-17",2.37,1552845626000
"2019-03-17 19:00:26","2019-03-17",2.3,1552849226000
"2019-03-17 20:00:26","2019-03-17",2.39,1552852826000
"2019-03-17 21:00:26","2019-03-17",2.2,1552856426000
"2019-03-17 22:00:26","2019-03-17",2.13,1552860026000
"2019-03-17 23:00:26","2019-03-17",2.33,1552863626000
"2019-03-18 00:00:50","2019-03-18",2.25,1552867250000
"2019-03-18 01:00:26","2019-03-18",2.14,1552870826000
"2019-03-18 02:00:26","2019-03-18",2.3,1552874426000
"2019-03-18 03:00:26","2019-03-18",2.31,1552878026000
"2019-03-18 04:00:26","2019-03-18",2.23,1552881626000
"2019-03-18 05:00:26","2019-03-18",2.3,1552885226000
"2019-03-18 06:00:26","2019-03-18",2.13,1552888826000
"2019-03-18 07:00:26","2019-03-18",2.27,1552892426000
"2019-03-18 08:00:26","2019-03-18",2.18,1552896026000
"2019-03-18 09:00:26","2019-03-18",2.3,1552899626000
"2019-03-18 10:00:26","2019-03-18",2.23,1552903226000
"2019-03-18 11:00:26","2019-03-18",2.35,1552906826000
"2019-03-18 12:00:26","2019-03-18",2.12,1552910426000
"2019-03-18 13:00:26","2019-03-18",2.2,1552914026000
"2019-03-18 14:00:26","2019-03-18",2.17,1552917626000
"2019-03-18 15:00:26","2019-03-18",2.21,1552921226000
"2019-03-18 16:00:26","2019-03-18",2.32,1552924826000
"2019-03-18 17:00:26","2019-03-18",2.06,1552928426000
"2019-03-18 18:00:26","2019-03-18",1.99,1552932026000
"2019-03-18 19:00:26","2019-03-18",1.87,1552935626000
"2019-03-18 20:00:26","2019-03-18",1.97,1552939226000
"2019-03-18 21:00:26","2019-03-18",1.94,1552942826000
"2019-03-18 22:00:26","2019-03-18",1.97,1552946426000
"2019-03-18 23:00:26","2019-03-18",2.08,1552950026000
"2019-03-19 00:00:26","2019-03-19",1.96,1552953626000
"2019-03-19 01:00:26","2019-03-19",1.98,1552957226000
"2019-03-19 02:00:26","2019-03-19",1.95,1552960826000
"2019-03-19 03:00:26","2019-03-19",1.93,1552964426000
"2019-03-19 04:00:26","2019-03-19",1.93,1552968026000
"2019-03-19 05:00:26","2019-03-19",1.93,1552971626000
"2019-03-19 06:00:26","2019-03-19",2.16,1552975226000
"2019-03-19 07:00:26","2019-03-19",2.08,1552978826000
"2019-03-19 08:00:26","2019-03-19",2.17,1552982426000
"2019-03-19 09:00:26","2019-03-19",2.15,1552986026000
"2019-03-19 10:00:26","2019-03-19",2.17,1552989626000
"2019-03-19 11:00:26","2019-03-19",2.3,1552993226000
"2019-03-19 12:00:26","2019-03-19",2.27,1552996826000
"2019-03-19 13:00:26","2019-03-19",2.28,1553000426000
"2019-03-19 14:00:26","2019-03-19",2.3,1553004026000
"2019-03-19 15:00:26","2019-03-19",2.15,1553007626000
"2019-03-19 16:00:26","2019-03-19",2.16,1553011226000
"2019-03-19 17:00:26","2019-03-19",2.29,1553014826000
"2019-03-19 18:00:26","2019-03-19",2.18,1553018426000
"2019-03-19 19:00:26","2019-03-19",1.98,1553022026000
"2019-03-19 20:00:26","2019-03-19",2.01,1553025626000
"2019-03-19 21:00:26","2019-03-19",1.98,1553029226000
"2019-03-19 22:00:26","2019-03-19",1.98,1553032826000
"2019-03-19 23:00:26","2019-03-19",2.04,1553036426000
"2019-03-20 00:00:26","2019-03-20",1.88,1553040026000
"2019-03-20 01:00:26","2019-03-20",1.99,1553043626000
"2019-03-20 02:00:26","2019-03-20",1.98,1553047226000
"2019-03-20 03:00:26","2019-03-20",1.95,1553050826000
"2019-03-20 04:00:26","2019-03-20",1.97,1553054426000
"2019-03-20 05:00:26","2019-03-20",1.9,1553058026000
"2019-03-20 06:00:26","2019-03-20",2.06,1553061626000
"2019-03-20 07:00:26","2019-03-20",2.1,1553065226000
"2019-03-20 08:00:26","2019-03-20",2.17,1553068826000
"2019-03-20 09:00:26","2019-03-20",2.04,1553072426000
"2019-03-20 10:00:26","2019-03-20",2.03,1553076026000
"2019-03-20 11:00:26","2019-03-20",2.21,1553079626000
"2019-03-20 12:00:26","2019-03-20",2.16,1553083226000
"2019-03-20 13:00:26","2019-03-20",2.04,1553086826000
"2019-03-20 14:00:26","2019-03-20",2.15,1553090426000
"2019-03-20 15:00:26","2019-03-20",1.93,1553094026000
"2019-03-20 16:00:26","2019-03-20",2.05,1553097626000
"2019-03-20 17:00:26","2019-03-20",1.97,1553101226000
"2019-03-20 18:00:26","2019-03-20",1.94,1553104826000
"2019-03-20 19:00:26","2019-03-20",1.77,1553108426000
"2019-03-20 20:00:26","2019-03-20",1.93,1553112026000
"2019-03-20 21:00:26","2019-03-20",1.79,1553115626000
"2019-03-20 22:00:26","2019-03-20",1.8,1553119226000
"2019-03-20 23:00:26","2019-03-20",1.82,1553122826000
"2019-03-21 00:00:26","2019-03-21",1.72,1553126426000
"2019-03-21 01:00:26","2019-03-21",1.78,1553130026000
"2019-03-21 02:00:26","2019-03-21",1.7,1553133626000
"2019-03-21 03:00:26","2019-03-21",1.63,1553137226000
"2019-03-21 04:00:26","2019-03-21",1.72,1553140826000
"2019-03-21 05:00:26","2019-03-21",1.66,1553144426000
"2019-03-21 06:00:26","2019-03-21",1.6,1553148026000
"2019-03-21 07:00:26","2019-03-21",1.67,1553151626000
"2019-03-21 08:00:26","2019-03-21",1.69,1553155226000
"2019-03-21 09:00:26","2019-03-21",1.81,1553158826000
"2019-03-21 10:00:26","2019-03-21",1.72,1553162426000
"2019-03-21 11:00:26","2019-03-21",1.59,1553166026000
"2019-03-21 12:00:26","2019-03-21",1.62,1553169626000
"2019-03-21 13:00:26","2019-03-21",1.64,1553173226000
"2019-03-21 14:00:26","2019-03-21",1.59,1553176826000
"2019-03-21 15:00:26","2019-03-21",1.5,1553180426000
"2019-03-21 16:00:26","2019-03-21",1.47,1553184026000
"2019-03-21 17:00:26","2019-03-21",1.45,1553187626000
"2019-03-21 18:00:26","2019-03-21",1.44,1553191226000
"2019-03-21 19:00:26","2019-03-21",1.47,1553194826000
"2019-03-21 20:00:26","2019-03-21",1.59,1553198426000
"2019-03-21 21:00:26","2019-03-21",1.65,1553202026000
"2019-03-21 22:00:26","2019-03-21",1.55,1553205626000
"2019-03-21 23:00:26","2019-03-21",1.52,1553209226000
"2019-03-22 00:00:26","2019-03-22",1.45,1553212826000
"2019-03-22 01:00:26","2019-03-22",1.45,1553216426000
"2019-03-22 02:00:26","2019-03-22",1.44,1553220026000
"2019-03-22 03:00:26","2019-03-22",1.54,1553223626000
"2019-03-22 04:00:26","2019-03-22",1.68,1553227226000
"2019-03-22 05:00:26","2019-03-22",1.46,1553230826000
"2019-03-22 06:00:26","2019-03-22",1.51,1553234426000
"2019-03-22 07:00:26","2019-03-22",1.47,1553238026000
"2019-03-22 08:00:26","2019-03-22",1.43,1553241626000
"2019-03-22 09:00:26","2019-03-22",1.48,1553245226000
"2019-03-22 10:00:26","2019-03-22",1.45,1553248826000
"2019-03-22 11:00:26","2019-03-22",1.53,1553252426000
"2019-03-22 12:00:26","2019-03-22",1.49,1553256026000
"2019-03-22 13:00:26","2019-03-22",1.38,1553259626000
"2019-03-22 14:00:26","2019-03-22",1.53,1553263226000
"2019-03-22 15:00:26","2019-03-22",1.51,1553266826000
"2019-03-22 16:00:26","2019-03-22",1.39,1553270426000
"2019-03-22 17:00:26","2019-03-22",1.29,1553274026000
"2019-03-22 18:00:26","2019-03-22",1.39,1553277626000
"2019-03-22 19:00:26","2019-03-22",1.53,1553281226000
"2019-03-22 20:00:26","2019-03-22",1.41,1553284826000
"2019-03-22 21:00:26","2019-03-22",1.58,1553288426000
"2019-03-22 22:00:26","2019-03-22",1.41,1553292026000
"2019-03-22 23:00:26","2019-03-22",1.66,1553295626000
"2019-03-23 00:00:26","2019-03-23",1.55,1553299226000
"2019-03-23 01:00:26","2019-03-23",1.43,1553302826000
"2019-03-23 02:00:26","2019-03-23",1.51,1553306426000
"2019-03-23 03:00:26","2019-03-23",1.59,1553310026000
"2019-03-23 04:00:26","2019-03-23",1.51,1553313626000
"2019-03-23 05:00:26","2019-03-23",1.52,1553317226000
"2019-03-23 06:00:26","2019-03-23",1.64,1553320826000
"2019-03-23 07:00:26","2019-03-23",1.57,1553324426000
"2019-03-23 08:00:26","2019-03-23",1.38,1553328026000
"2019-03-23 09:00:26","2019-03-23",1.22,1553331626000
"2019-03-23 10:00:26","2019-03-23",1.29,1553335226000
"2019-03-23 11:00:26","2019-03-23",1.3,1553338826000
"2019-03-23 12:00:26","2019-03-23",1.37,1553342426000
"2019-03-23 13:00:26","2019-03-23",1.22,1553346026000
"2019-03-23 14:00:26","2019-03-23",1.34,1553349626000
"2019-03-23 15:00:26","2019-03-23",1.21,1553353226000
"2019-03-23 16:00:26","2019-03-23",1.28,1553356826000
"2019-03-23 17:00:26","2019-03-23",1.15,1553360426000
"2019-03-23 18:00:26","2019-03-23",1.32,1553364026000
"2019-03-23 19:00:26","2019-03-23",1.2,1553367626000
"2019-03-23 20:00:26","2019-03-23",1.33,1553371226000
"2019-03-23 21:00:26","2019-03-23",1.17,1553374826000
"2019-03-23 22:00:26","2019-03-23",1.27,1553378426000
"2019-03-23 23:00:26","2019-03-23",1.23,1553382026000
"2019-03-24 00:00:26","2019-03-24",1.21,1553385626000
"2019-03-24 01:00:26","2019-03-24",1.14,1553389226000
"2019-03-24 02:00:26","2019-03-24",1.25,1553392826000
"2019-03-24 03:00:26","2019-03-24",1.16,1553396426000
"2019-03-24 04:00:26","2019-03-24",1.25,1553400026000
"2019-03-24 05:00:26","2019-03-24",1.44,1553403626000
"2019-03-24 06:00:26","2019-03-24",1.27,1553407226000
"2019-03-24 07:00:26","2019-03-24",1.19,1553410826000
"2019-03-24 08:00:26","2019-03-24",1.24,1553414426000
"2019-03-24 09:00:26","2019-03-24",1.19,1553418026000
"2019-03-24 10:00:26","2019-03-24",1.21,1553421626000
"2019-03-24 11:00:26","2019-03-24",1.12,1553425226000
"2019-03-24 12:00:26","2019-03-24",1.28,1553428826000
"2019-03-24 13:00:26","2019-03-24",1.16,1553432426000
"2019-03-24 14:00:26","2019-03-24",1.2,1553436026000
"2019-03-24 15:00:26","2019-03-24",1.0,1553439626000
"2019-03-24 16:00:26","2019-03-24",1.1,1553443226000
"2019-03-24 17:00:26","2019-03-24",1.1,1553446826000
"2019-03-24 18:00:26","2019-03-24",0.99,1553450426000
"2019-03-24 19:00:26","2019-03-24",1.06,1553454026000
"2019-03-24 20:00:26","2019-03-24",1.12,1553457626000
"2019-03-24 21:00:26","2019-03-24",1.16,1553461226000
"2019-03-24 22:00:26","2019-03-24",1.01,1553464826000
"2019-03-24 23:00:26","2019-03-24",1.22,1553468426000
"2019-03-25 00:00:26","2019-03-25",1.11,1553472026000
"2019-03-25 01:00:26","2019-03-25",1.12,1553475626000
"2019-03-25 02:00:26","2019-03-25",1.01,1553479226000
"2019-03-25 03:00:26","2019-03-25",1.03,1553482826000
"2019-03-25 04:00:26","2019-03-25",1.1,1553486426000
"2019-03-25 05:00:26","2019-03-25",1.13,1553490026000
"2019-03-25 06:00:26","2019-03-25",1.13,1553493626000
"2019-03-25 07:00:26","2019-03-25",1.02,1553497226000
"2019-03-25 08:00:26","2019-03-25",1.1,1553500826000
"2019-03-25 09:00:26","2019-03-25",1.08,1553504426000
"2019-03-25 10:00:26","2019-03-25",0.97,1553508026000
"2019-03-25 11:00:26","2019-03-25",1.0,1553511626000
"2019-03-25 12:00:26","2019-03-25",0.94,1553515226000
"2019-03-25 13:00:26","2019-03-25",1.0,1553518826000
"2019-03-25 14:00:26","2019-03-25",0.9,1553522426000
"2019-03-25 15:00:26","2019-03-25",0.94,1553526026000
"2019-03-25 16:00:26","2019-03-25",1.18,1553529626000
"2019-03-25 17:00:26","2019-03-25",1.2,1553533226000
"2019-03-25 18:00:26","2019-03-25",1.13,1553536826000
"2019-03-25 19:00:26","2019-03-25",1.13,1553540426000
"2019-03-25 20:00:26","2019-03-25",0.99,1553544026000
"2019-03-25 21:00:26","2019-03-25",1.04,1553547626000
"2019-03-25 22:00:26","2019-03-25",1.01,1553551226000
"2019-03-25 23:00:26","2019-03-25",0.91,1553554826000
"2019-03-26 00:00:26","2019-03-26",1.31,1553558426000
"2019-03-26 01:00:26","2019-03-26",0.93,1553562026000
"2019-03-26 02:00:26","2019-03-26",1.03,1553565626000
"2019-03-26 03:00:26","2019-03-26",0.87,1553569226000
"2019-03-26 04:00:26","2019-03-26",0.99,1553572826000
"2019-03-26 05:00:26","2019-03-26",0.95,1553576426000
"2019-03-26 06:00:26","2019-03-26",0.99,1553580026000
"2019-03-26 07:00:26","2019-03-26",1.02,1553583626000
"2019-03-26 08:00:26","2019-03-26",1.0,1553587226000
"2019-03-26 09:00:26","2019-03-26",0.99,1553590826000
"2019-03-26 10:00:26","2019-03-26",0.89,1553594426000
"2019-03-26 11:00:26","2019-03-26",1.09,1553598026000
"2019-03-26 12:00:26","2019-03-26",1.08,1553601626000
"2019-03-26 13:00:26","2019-03-26",1.0,1553605226000
"2019-03-26 14:00:26","2019-03-26",0.94,1553608826000
"2019-03-26 15:00:26","2019-03-26",0.98,1553612426000
"2019-03-26 16:00:26","2019-03-26",0.87,1553616026000
"2019-03-26 17:00:26","2019-03-26",1.02,1553619626000
"2019-03-26 18:00:26","2019-03-26",0.91,1553623226000
"2019-03-26 19:00:26","2019-03-26",0.88,1553626826000
"2019-03-26 20:00:26","2019-03-26",1.0,1553630426000
"2019-03-26 21:00:26","2019-03-26",1.09,1553634026000
"2019-03-26 22:00:26","2019-03-26",1.1,1553637626000
"2019-03-26 23:00:26","2019-03-26",1.02,1553641226000
"2019-03-27 00:00:26","2019-03-27",1.08,1553644826000
"2019-03-27 01:00:26","2019-03-27",1.21,1553648426000
"2019-03-27 02:00:26","2019-03-27",1.03,1553652026000
"2019-03-27 03:00:26","2019-03-27",1.12,1553655626000
"2019-03-27 04:00:26","2019-03-27",0.99,1553659226000
"2019-03-27 05:00:26","2019-03-27",0.99,1553662826000
"2019-03-27 06:00:26","2019-03-27",1.16,1553666426000
"2019-03-27 07:00:26","2019-03-27",1.07,1553670026000
"2019-03-27 08:00:26","2019-03-27",1.22,1553673626000
"2019-03-27 09:00:26","2019-03-27",1.2,1553677226000
"2019-03-27 10:00:26","2019-03-27",1.24,1553680826000
"2019-03-27 11:00:26","2019-03-27",1.19,1553684426000
"2019-03-27 12:00:26","2019-03-27",1.25,1553688026000
"2019-03-27 13:00:26","2019-03-27",1.33,1553691626000
"2019-03-27 14:00:26","2019-03-27",1.41,1553695226000
"2019-03-27 15:00:26","2019-03-27",1.29,1553698826000
"2019-03-27 16:00:26","2019-03-27",1.22,1553702426000
"2019-03-27 17:00:26","2019-03-27",1.19,1553706026000
"2019-03-27 18:00:26","2019-03-27",1.19,1553709626000
"2019-03-27 19:00:26","2019-03-27",1.2,1553713226000
"2019-03-27 20:00:26","2019-03-27",1.09,1553716826000
"2019-03-27 21:00:26","2019-03-27",1.3,1553720426000
"2019-03-27 22:00:26","2019-03-27",1.42,1553724026000
"2019-03-27 23:00:26","2019-03-27",1.18,1553727626000
"2019-03-28 00:00:26","2019-03-28",1.37,1553731226000
"2019-03-28 01:00:26","2019-03-28",1.18,1553734826000
"2019-03-28 02:00:26","2019-03-28",1.18,1553738426000
"2019-03-28 03:00:26","2019-03-28",1.23,1553742026000
"2019-03-28 04:00:26","2019-03-28",1.12,1553745626000
"2019-03-28 05:00:26","2019-03-28",1.07,1553749226000
"2019-03-28 06:00:26","2019-03-28",1.38,1553752826000
"2019-03-28 07:00:26","2019-03-28",1.27,1553756426000
"2019-03-28 08:00:26","2019-03-28",1.22,1553760026000
"2019-03-28 09:00:26","2019-03-28",1.25,1553763626000
"2019-03-28 10:00:26","2019-03-28",1.46,1553767226000
"2019-03-28 11:00:26","2019-03-28",1.19,1553770826000
"2019-03-28 12:00:26","2019-03-28",1.15,1553774426000
"2019-03-28 13:00:26","2019-03-28",1.25,1553778026000
"2019-03-28 14:00:26","2019-03-28",1.13,1553781626000
"2019-03-28 15:00:26","2019-03-28",1.19,1553785226000
"2019-03-28 16:00:26","2019-03-28",1.05,1553788826000
"2019-03-28 17:00:26","2019-03-28",1.04,1553792426000
"2019-03-28 18:00:26","2019-03-28",0.97,1553796026000
"2019-03-28 19:00:26","2019-03-28",1.11,1553799626000
"2019-03-28 20:00:26","2019-03-28",1.33,1553803226000
"2019-03-28 21:00:26","2019-03-28",1.05,1553806826000
"2019-03-28 22:00:26","2019-03-28",1.19,1553810426000
"2019-03-28 23:00:26","2019-03-28",1.42,1553814026000
"2019-03-29 00:00:26","2019-03-29",1.45,1553817626000
"2019-03-29 01:00:26","2019-03-29",1.29,1553821226000
"2019-03-29 02:00:26","2019-03-29",1.19,1553824826000
"2019-03-29 03:00:26","2019-03-29",1.26,1553828426000
"2019-03-29 04:00:26","2019-03-29",1.2,1553832026000
"2019-03-29 05:00:26","2019-03-29",1.23,1553835626000
"2019-03-29 06:00:26","2019-03-29",1.19,1553839226000
"2019-03-29 07:00:26","2019-03-29",1.23,1553842826000
"2019-03-29 08:00:26","2019-03-29",1.28,1553846426000
"2019-03-29 09:00:26","2019-03-29",1.12,1553850026000
"2019-03-29 10:00:26","2019-03-29",1.31,1553853626000
"2019-03-29 11:00:26","2019-03-29",1.3,1553857226000
"2019-03-29 12:00:26","2019-03-29",1.2,1553860826000
"2019-03-29 13:00:26","2019-03-29",1.14,1553864426000
"2019-03-29 14:00:26","2019-03-29",1.28,1553868026000
"2019-03-29 15:00:26","2019-03-29",1.11,1553871626000
"2019-03-29 16:00:26","2019-03-29",1.1,1553875226000
"2019-03-29 17:00:26","2019-03-29",1.06,1553878826000
"2019-03-29 18:00:26","2019-03-29",1.14,1553882426000
"2019-03-29 19:00:26","2019-03-29",1.15,1553886026000
"2019-03-29 20:00:26","2019-03-29",1.06,1553889626000
"2019-03-29 21:00:26","2019-03-29",1.17,1553893226000
"2019-03-29 22:00:26","2019-03-29",1.07,1553896826000
"2019-03-29 23:00:26","2019-03-29",1.28,1553900426000
"2019-03-30 00:00:26","2019-03-30",1.03,1553904026000
"2019-03-30 01:00:26","2019-03-30",1.18,1553907626000
"2019-03-30 02:00:26","2019-03-30",0.96,1553911226000
"2019-03-30 03:00:26","2019-03-30",1.06,1553914826000
"2019-03-30 04:00:26","2019-03-30",1.14,1553918426000
"2019-03-30 05:00:26","2019-03-30",0.98,1553922026000
"2019-03-30 06:00:26","2019-03-30",1.25,1553925626000
"2019-03-30 07:00:26","2019-03-30",1.22,1553929226000
"2019-03-30 08:00:26","2019-03-30",1.26,1553932826000
"2019-03-30 09:00:26","2019-03-30",1.27,1553936426000
"2019-03-30 10:00:26","2019-03-30",1.09,1553940026000
"2019-03-30 11:00:26","2019-03-30",1.18,1553943626000
"2019-03-30 12:00:26","2019-03-30",1.06,1553947226000
"2019-03-30 13:00:26","2019-03-30",1.14,1553950826000
"2019-03-30 14:00:26","2019-03-30",1.12,1553954426000
"2019-03-30 15:00:26","2019-03-30",1.03,1553958026000
"2019-03-30 16:00:26","2019-03-30",0.93,1553961626000
"2019-03-30 17:00:26","2019-03-30",0.99,1553965226000
"2019-03-30 18:00:26","2019-03-30",1.01,1553968826000
"2019-03-30 19:00:26","2019-03-30",1.06,1553972426000
"2019-03-30 20:00:26","2019-03-30",1.06,1553976026000
"2019-03-30 21:00:26","2019-03-30",1.14,1553979626000
"2019-03-30 22:00:26","2019-03-30",1.06,1553983226000
"2019-03-30 23:00:26","2019-03-30",1.39,1553986826000
"2019-03-31 00:00:26","2019-03-31",1.2,1553990426000
"2019-03-31 01:00:26","2019-03-31",1.22,1553994026000
"2019-03-31 02:00:26","2019-03-31",1.05,1553997626000
"2019-03-31 03:00:26","2019-03-31",1.16,1554001226000
"2019-03-31 04:00:26","2019-03-31",1.21,1554004826000
"2019-03-31 05:00:26","2019-03-31",1.25,1554008426000
"2019-03-31 06:00:26","2019-03-31",1.26,1554012026000
"2019-03-31 07:00:26","2019-03-31",1.46,1554015626000
"2019-03-31 08:00:26","2019-03-31",1.27,1554019226000
"2019-03-31 09:00:26","2019-03-31",1.29,1554022826000
"2019-03-31 10:00:26","2019-03-31",1.26,1554026426000
"2019-03-31 11:00:26","2019-03-31",1.14,1554030026000
"2019-03-31 12:00:26","2019-03-31",1.13,1554033626000
"2019-03-31 13:00:26","2019-03-31",1.26,1554037226000
"2019-03-31 14:00:26","2019-03-31",1.18,1554040826000
"2019-03-31 15:00:26","2019-03-31",1.34,1554044426000
"2019-03-31 16:00:26","2019-03-31",1.28,1554048026000
"2019-03-31 17:00:26","2019-03-31",1.23,1554051626000
"2019-03-31 18:00:26","2019-03-31",1.16,1554055226000
"2019-03-31 19:00:26","2019-03-31",1.11,1554058826000
"2019-03-31 20:00:26","2019-03-31",1.17,1554062426000
"2019-03-31 21:00:26","2019-03-31",1.3,1554066026000
"2019-03-31 22:00:26","2019-03-31",1.39,1554069626000
"2019-03-31 23:00:26","2019-03-31",1.35,1554073226000
"2019-04-01 00:00:51","2019-04-01",1.43,1554076851000
"2019-04-01 01:00:26","2019-04-01",1.35,1554080426000
"2019-04-01 02:00:26","2019-04-01",1.16,1554084026000
"2019-04-01 03:00:26","2019-04-01",1.37,1554087626000
"2019-04-01 04:00:26","2019-04-01",1.28,1554091226000
"2019-04-01 05:00:26","2019-04-01",1.25,1554094826000
"2019-04-01 06:00:26","2019-04-01",1.21,1554098426000
"2019-04-01 07:00:26","2019-04-01",1.36,1554102026000
"2019-04-01 08:00:26","2019-04-01",1.56,1554105626000
"2019-04-01 09:00:26","2019-04-01",1.35,1554109226000
"2019-04-01 10:00:26","2019-04-01",1.32,1554112826000
"2019-04-01 11:00:26","2019-04-01",1.34,1554116426000
"2019-04-01 12:00:26","2019-04-01",1.34,1554120026000
"2019-04-01 13:00:26","2019-04-01",1.27,1554123626000
"2019-04-01 14:00:26","2019-04-01",1.38,1554127226000
"2019-04-01 15:00:26","2019-04-01",1.31,1554130826000
"2019-04-01 16:00:26","2019-04-01",1.47,1554134426000
"2019-04-01 17:00:26","2019-04-01",1.42,1554138026000
"2019-04-01 18:00:26","2019-04-01",1.32,1554141626000
"2019-04-01 19:00:26","2019-04-01",1.63,1554145226000
"2019-04-01 20:00:26","2019-04-01",1.62,1554148826000
"2019-04-01 21:00:26","2019-04-01",1.87,1554152426000
"2019-04-01 22:00:26","2019-04-01",1.68,1554156026000
"2019-04-01 23:00:26","2019-04-01",1.78,1554159626000
"2019-04-02 00:00:26","2019-04-02",1.81,1554163226000
"2019-04-02 01:00:26","2019-04-02",2.07,1554166826000
"2019-04-02 02:00:26","2019-04-02",2.02,1554170426000
"2019-04-02 03:00:26","2019-04-02",1.73,1554174026000
"2019-04-02 04:00:26","2019-04-02",1.87,1554177626000
"2019-04-02 05:00:26","2019-04-02",1.65,1554181226000
"2019-04-02 06:00:26","2019-04-02",1.89,1554184826000
"2019-04-02 07:00:26","2019-04-02",1.63,1554188426000
"2019-04-02 08:00:26","2019-04-02",1.78,1554192026000
"2019-04-02 09:00:26","2019-04-02",1.7,1554195626000
"2019-04-02 10:00:26","2019-04-02",1.73,1554199226000
"2019-04-02 11:00:26","2019-04-02",1.91,1554202826000
"2019-04-02 12:00:26","2019-04-02",1.75,1554206426000
"2019-04-02 13:00:26","2019-04-02",1.56,1554210026000
"2019-04-02 14:00:26","2019-04-02",1.7,1554213626000
"2019-04-02 15:00:26","2019-04-02",1.59,1554217226000
"2019-04-02 16:00:26","2019-04-02",1.51,1554220826000
"2019-04-02 17:00:26","2019-04-02",1.78,1554224426000
"2019-04-02 18:00:26","2019-04-02",1.68,1554228026000
"2019-04-02 19:00:26","2019-04-02",1.82,1554231626000
