"datetime","date","flow-i-900-m3s-qualified","epoch"
"2022-01-02 00:00:00","2022-01-02",95.5,1641081600000
"2022-01-02 00:15:00","2022-01-02",113.0,1641082500000
"2022-01-02 00:30:00","2022-01-02",103.0,1641083400000
"2022-01-02 00:45:00","2022-01-02",88.2,1641084300000
"2022-01-02 01:00:00","2022-01-02",99.5,1641085200000
"2022-01-02 01:15:00","2022-01-02",94.9,1641086100000
"2022-01-02 01:30:00","2022-01-02",87.8,1641087000000
"2022-01-02 01:45:00","2022-01-02",101.0,1641087900000
"2022-01-02 02:00:00","2022-01-02",104.0,1641088800000
"2022-01-02 02:15:00","2022-01-02",86.4,1641089700000
"2022-01-02 02:30:00","2022-01-02",80.6,1641090600000
"2022-01-02 02:45:00","2022-01-02",96.4,1641091500000
"2022-01-02 03:00:00","2022-01-02",86.4,1641092400000
"2022-01-02 03:15:00","2022-01-02",78.9,1641093300000
"2022-01-02 03:30:00","2022-01-02",87.1,1641094200000
"2022-01-02 03:45:00","2022-01-02",88.6,1641095100000
"2022-01-02 04:00:00","2022-01-02",83.6,1641096000000
"2022-01-02 04:15:00","2022-01-02",98.8,1641096900000
"2022-01-02 04:30:00","2022-01-02",94.2,1641097800000
"2022-01-02 04:45:00","2022-01-02",97.4,1641098700000
"2022-01-02 05:00:00","2022-01-02",93.7,1641099600000
"2022-01-02 05:15:00","2022-01-02",79.9,1641100500000
"2022-01-02 05:30:00","2022-01-02",105.0,1641101400000
"2022-01-02 05:45:00","2022-01-02",105.0,1641102300000
"2022-01-02 06:00:00","2022-01-02",90.3,1641103200000
"2022-01-02 06:15:00","2022-01-02",88.4,1641104100000
"2022-01-02 06:30:00","2022-01-02",99.5,1641105000000
"2022-01-02 06:45:00","2022-01-02",88.0,1641105900000
"2022-01-02 07:00:00","2022-01-02",86.2,1641106800000
"2022-01-02 07:15:00","2022-01-02",82.3,1641107700000
"2022-01-02 07:30:00","2022-01-02",96.3,1641108600000
"2022-01-02 07:45:00","2022-01-02",97.9,1641109500000
"2022-01-02 08:00:00","2022-01-02",101.0,1641110400000
"2022-01-02 08:15:00","2022-01-02",107.0,1641111300000
"2022-01-02 08:30:00","2022-01-02",79.5,1641112200000
"2022-01-02 08:45:00","2022-01-02",93.4,1641113100000
"2022-01-02 09:00:00","2022-01-02",100.0,1641114000000
"2022-01-02 09:15:00","2022-01-02",87.2,1641114900000
"2022-01-02 09:30:00","2022-01-02",95.8,1641115800000
"2022-01-02 09:45:00","2022-01-02",110.0,1641116700000
"2022-01-02 10:00:00","2022-01-02",83.0,1641117600000
"2022-01-02 10:15:00","2022-01-02",104.0,1641118500000
"2022-01-02 10:30:00","2022-01-02",95.1,1641119400000
"2022-01-02 10:45:00","2022-01-02",92.6,1641120300000
"2022-01-02 11:00:00","2022-01-02",80.4,1641121200000
"2022-01-02 11:15:00","2022-01-02",78.8,1641122100000
"2022-01-02 11:30:00","2022-01-02",83.4,1641123000000
"2022-01-02 11:45:00","2022-01-02",77.5,1641123900000
"2022-01-02 12:00:00","2022-01-02",100.0,1641124800000
"2022-01-02 12:15:00","2022-01-02",80.5,1641125700000
"2022-01-02 12:30:00","2022-01-02",97.2,1641126600000
"2022-01-02 12:45:00","2022-01-02",81.7,1641127500000
"2022-01-02 13:00:00","2022-01-02",81.7,1641128400000
"2022-01-02 13:15:00","2022-01-02",85.4,1641129300000
"2022-01-02 13:30:00","2022-01-02",95.1,1641130200000
"2022-01-02 13:45:00","2022-01-02",87.5,1641131100000
"2022-01-02 14:00:00","2022-01-02",97.4,1641132000000
"2022-01-02 14:15:00","2022-01-02",95.3,1641132900000
"2022-01-02 14:30:00","2022-01-02",94.7,1641133800000
"2022-01-02 14:45:00","2022-01-02",108.0,1641134700000
"2022-01-02 15:00:00","2022-01-02",90.5,1641135600000
"2022-01-02 15:15:00","2022-01-02",99.0,1641136500000
"2022-01-02 15:30:00","2022-01-02",83.1,1641137400000
"2022-01-02 15:45:00","2022-01-02",98.6,1641138300000
"2022-01-02 16:00:00","2022-01-02",98.4,1641139200000
"2022-01-02 16:15:00","2022-01-02",94.5,1641140100000
"2022-01-02 16:30:00","2022-01-02",90.9,1641141000000
"2022-01-02 16:45:00","2022-01-02",83.4,1641141900000
"2022-01-02 17:00:00","2022-01-02",98.0,1641142800000
"2022-01-02 17:15:00","2022-01-02",89.8,1641143700000
"2022-01-02 17:30:00","2022-01-02",97.6,1641144600000
"2022-01-02 17:45:00","2022-01-02",83.7,1641145500000
"2022-01-02 18:00:00","2022-01-02",75.5,1641146400000
"2022-01-02 18:15:00","2022-01-02",82.3,1641147300000
"2022-01-02 18:30:00","2022-01-02",90.5,1641148200000
"2022-01-02 18:45:00","2022-01-02",96.2,1641149100000
"2022-01-02 19:00:00","2022-01-02",82.5,1641150000000
"2022-01-02 19:15:00","2022-01-02",103.0,1641150900000
"2022-01-02 19:30:00","2022-01-02",96.2,1641151800000
"2022-01-02 19:45:00","2022-01-02",91.1,1641152700000
"2022-01-02 20:00:00","2022-01-02",99.8,1641153600000
"2022-01-02 20:15:00","2022-01-02",92.9,1641154500000
"2022-01-02 20:30:00","2022-01-02",99.2,1641155400000
"2022-01-02 20:45:00","2022-01-02",96.2,1641156300000
"2022-01-02 21:00:00","2022-01-02",93.5,1641157200000
"2022-01-02 21:15:00","2022-01-02",99.8,1641158100000
"2022-01-02 21:30:00","2022-01-02",83.8,1641159000000
"2022-01-02 21:45:00","2022-01-02",89.1,1641159900000
"2022-01-02 22:00:00","2022-01-02",98.8,1641160800000
"2022-01-02 22:15:00","2022-01-02",91.6,1641161700000
"2022-01-02 22:30:00","2022-01-02",83.5,1641162600000
"2022-01-02 22:45:00","2022-01-02",86.8,1641163500000
"2022-01-02 23:00:00","2022-01-02",97.5,1641164400000
"2022-01-02 23:15:00","2022-01-02",103.0,1641165300000
"2022-01-02 23:30:00","2022-01-02",98.0,1641166200000
"2022-01-02 23:45:00","2022-01-02",104.0,1641167100000
"2022-01-03 00:00:00","2022-01-03",79.7,1641168000000
"2022-01-03 00:15:00","2022-01-03",108.0,1641168900000
"2022-01-03 00:30:00","2022-01-03",74.5,1641169800000
"2022-01-03 00:45:00","2022-01-03",88.0,1641170700000
"2022-01-03 01:00:00","2022-01-03",104.0,1641171600000
"2022-01-03 01:15:00","2022-01-03",86.6,1641172500000
"2022-01-03 01:30:00","2022-01-03",95.9,1641173400000
"2022-01-03 01:45:00","2022-01-03",98.9,1641174300000
"2022-01-03 02:00:00","2022-01-03",103.0,1641175200000
"2022-01-03 02:15:00","2022-01-03",85.8,1641176100000
"2022-01-03 02:30:00","2022-01-03",96.1,1641177000000
"2022-01-03 02:45:00","2022-01-03",95.1,1641177900000
"2022-01-03 03:00:00","2022-01-03",95.7,1641178800000
"2022-01-03 03:15:00","2022-01-03",91.4,1641179700000
"2022-01-03 03:30:00","2022-01-03",95.6,1641180600000
"2022-01-03 03:45:00","2022-01-03",87.0,1641181500000
"2022-01-03 04:00:00","2022-01-03",87.8,1641182400000
"2022-01-03 04:15:00","2022-01-03",98.0,1641183300000
"2022-01-03 04:30:00","2022-01-03",92.5,1641184200000
"2022-01-03 04:45:00","2022-01-03",89.4,1641185100000
"2022-01-03 05:00:00","2022-01-03",85.2,1641186000000
"2022-01-03 05:15:00","2022-01-03",91.2,1641186900000
"2022-01-03 05:30:00","2022-01-03",96.8,1641187800000
"2022-01-03 05:45:00","2022-01-03",93.2,1641188700000
"2022-01-03 06:00:00","2022-01-03",92.6,1641189600000
"2022-01-03 06:15:00","2022-01-03",97.7,1641190500000
"2022-01-03 06:30:00","2022-01-03",80.5,1641191400000
"2022-01-03 06:45:00","2022-01-03",79.1,1641192300000
"2022-01-03 07:00:00","2022-01-03",88.3,1641193200000
"2022-01-03 07:15:00","2022-01-03",80.0,1641194100000
"2022-01-03 07:30:00","2022-01-03",102.0,1641195000000
"2022-01-03 07:45:00","2022-01-03",74.3,1641195900000
"2022-01-03 08:00:00","2022-01-03",81.5,1641196800000
"2022-01-03 08:15:00","2022-01-03",87.3,1641197700000
"2022-01-03 08:30:00","2022-01-03",101.0,1641198600000
"2022-01-03 08:45:00","2022-01-03",86.9,1641199500000
"2022-01-03 09:00:00","2022-01-03",89.6,1641200400000
"2022-01-03 09:15:00","2022-01-03",92.1,1641201300000
"2022-01-03 09:30:00","2022-01-03",98.0,1641202200000
"2022-01-03 09:45:00","2022-01-03",71.1,1641203100000
"2022-01-03 10:00:00","2022-01-03",103.0,1641204000000
"2022-01-03 10:15:00","2022-01-03",105.0,1641204900000
"2022-01-03 10:30:00","2022-01-03",91.5,1641205800000
"2022-01-03 10:45:00","2022-01-03",94.0,1641206700000
"2022-01-03 11:00:00","2022-01-03",94.3,1641207600000
"2022-01-03 11:15:00","2022-01-03",90.4,1641208500000
"2022-01-03 11:30:00","2022-01-03",105.0,1641209400000
"2022-01-03 11:45:00","2022-01-03",95.2,1641210300000
"2022-01-03 12:00:00","2022-01-03",96.6,1641211200000
"2022-01-03 12:15:00","2022-01-03",88.9,1641212100000
"2022-01-03 12:30:00","2022-01-03",89.4,1641213000000
"2022-01-03 12:45:00","2022-01-03",98.4,1641213900000
"2022-01-03 13:00:00","2022-01-03",93.9,1641214800000
"2022-01-03 13:15:00","2022-01-03",98.6,1641215700000
"2022-01-03 13:30:00","2022-01-03",88.1,1641216600000
"2022-01-03 13:45:00","2022-01-03",88.2,1641217500000
"2022-01-03 14:00:00","2022-01-03",97.9,1641218400000
"2022-01-03 14:15:00","2022-01-03",74.3,1641219300000
"2022-01-03 14:30:00","2022-01-03",77.4,1641220200000
"2022-01-03 14:45:00","2022-01-03",92.2,1641221100000
"2022-01-03 15:00:00","2022-01-03",97.4,1641222000000
"2022-01-03 15:15:00","2022-01-03",90.0,1641222900000
"2022-01-03 15:30:00","2022-01-03",91.0,1641223800000
