"datetime","date","turb-i-subdaily-ntu","epoch"
"2019-02-06 13:54:18","2019-02-06",25.56,1549461258000
"2019-02-06 13:55:26","2019-02-06",25.79,1549461326000
"2019-02-06 14:00:26","2019-02-06",22.76,1549461626000
"2019-02-06 14:05:26","2019-02-06",31.0,1549461926000
"2019-02-06 14:10:26","2019-02-06",24.52,1549462226000
"2019-02-06 15:00:26","2019-02-06",64.13,1549465226000
"2019-02-06 16:00:26","2019-02-06",24.87,1549468826000
"2019-02-06 17:00:26","2019-02-06",25.92,1549472426000
"2019-02-06 18:00:26","2019-02-06",33.99,1549476026000
"2019-02-06 19:00:26","2019-02-06",28.89,1549479626000
"2019-02-06 20:00:26","2019-02-06",29.89,1549483226000
"2019-02-06 21:00:26","2019-02-06",61.69,1549486826000
"2019-02-06 22:00:26","2019-02-06",30.08,1549490426000
"2019-02-06 23:00:26","2019-02-06",38.39,1549494026000
"2019-02-07 00:00:26","2019-02-07",31.87,1549497626000
"2019-02-07 01:00:26","2019-02-07",33.58,1549501226000
"2019-02-07 02:00:26","2019-02-07",35.53,1549504826000
"2019-02-07 03:00:26","2019-02-07",35.2,1549508426000
"2019-02-07 04:00:26","2019-02-07",40.41,1549512026000
"2019-02-07 05:00:26","2019-02-07",34.07,1549515626000
"2019-02-07 06:00:26","2019-02-07",45.17,1549519226000
"2019-02-07 07:00:26","2019-02-07",34.48,1549522826000
"2019-02-07 08:00:26","2019-02-07",33.77,1549526426000
"2019-02-07 09:00:26","2019-02-07",33.87,1549530026000
"2019-02-07 10:00:26","2019-02-07",41.37,1549533626000
"2019-02-07 11:00:26","2019-02-07",38.66,1549537226000
"2019-02-07 12:00:26","2019-02-07",44.66,1549540826000
"2019-02-07 13:00:26","2019-02-07",44.89,1549544426000
"2019-02-07 14:00:26","2019-02-07",37.59,1549548026000
"2019-02-07 15:00:26","2019-02-07",36.13,1549551626000
"2019-02-07 16:00:26","2019-02-07",34.83,1549555226000
"2019-02-07 17:00:26","2019-02-07",34.58,1549558826000
"2019-02-07 18:00:26","2019-02-07",34.91,1549562426000
"2019-02-07 19:00:26","2019-02-07",35.82,1549566026000
"2019-02-07 20:00:26","2019-02-07",41.95,1549569626000
"2019-02-07 21:00:26","2019-02-07",32.78,1549573226000
"2019-02-07 22:00:26","2019-02-07",35.95,1549576826000
"2019-02-07 23:00:26","2019-02-07",32.97,1549580426000
"2019-02-08 00:00:26","2019-02-08",51.79,1549584026000
"2019-02-08 01:00:26","2019-02-08",33.21,1549587626000
"2019-02-08 02:00:26","2019-02-08",36.94,1549591226000
"2019-02-08 03:00:26","2019-02-08",37.35,1549594826000
"2019-02-08 04:00:26","2019-02-08",32.79,1549598426000
"2019-02-08 05:00:26","2019-02-08",32.38,1549602026000
"2019-02-08 06:00:26","2019-02-08",31.54,1549605626000
"2019-02-08 07:00:26","2019-02-08",45.44,1549609226000
"2019-02-08 08:00:26","2019-02-08",33.43,1549612826000
"2019-02-08 09:00:26","2019-02-08",34.31,1549616426000
"2019-02-08 10:00:26","2019-02-08",33.21,1549620026000
"2019-02-08 11:00:26","2019-02-08",32.71,1549623626000
"2019-02-08 12:00:26","2019-02-08",31.85,1549627226000
"2019-02-08 13:00:26","2019-02-08",34.67,1549630826000
"2019-02-08 14:00:26","2019-02-08",35.14,1549634426000
"2019-02-08 15:00:26","2019-02-08",31.56,1549638026000
"2019-02-08 16:00:26","2019-02-08",32.64,1549641626000
"2019-02-08 17:00:26","2019-02-08",32.06,1549645226000
"2019-02-08 18:00:26","2019-02-08",31.92,1549648826000
"2019-02-08 19:00:26","2019-02-08",34.74,1549652426000
"2019-02-08 20:00:26","2019-02-08",32.0,1549656026000
"2019-02-08 21:00:26","2019-02-08",34.01,1549659626000
"2019-02-08 22:00:26","2019-02-08",34.81,1549663226000
"2019-02-08 23:00:26","2019-02-08",36.32,1549666826000
"2019-02-09 00:00:26","2019-02-09",36.36,1549670426000
"2019-02-09 01:00:26","2019-02-09",33.69,1549674026000
"2019-02-09 02:00:26","2019-02-09",31.81,1549677626000
"2019-02-09 03:00:26","2019-02-09",38.18,1549681226000
"2019-02-09 04:00:26","2019-02-09",34.83,1549684826000
"2019-02-09 05:00:26","2019-02-09",34.19,1549688426000
"2019-02-09 06:00:26","2019-02-09",36.6,1549692026000
"2019-02-09 07:00:26","2019-02-09",37.26,1549695626000
"2019-02-09 08:00:26","2019-02-09",34.6,1549699226000
"2019-02-09 09:00:26","2019-02-09",36.1,1549702826000
"2019-02-09 10:00:26","2019-02-09",35.02,1549706426000
"2019-02-09 11:00:26","2019-02-09",35.98,1549710026000
"2019-02-09 12:00:26","2019-02-09",34.65,1549713626000
"2019-02-09 13:00:26","2019-02-09",35.48,1549717226000
"2019-02-09 14:00:26","2019-02-09",38.01,1549720826000
"2019-02-09 15:00:26","2019-02-09",39.32,1549724426000
"2019-02-09 16:00:26","2019-02-09",43.97,1549728026000
"2019-02-09 17:00:26","2019-02-09",40.09,1549731626000
"2019-02-09 18:00:26","2019-02-09",56.87,1549735226000
"2019-02-09 19:00:26","2019-02-09",50.73,1549738826000
"2019-02-09 20:00:26","2019-02-09",42.14,1549742426000
"2019-02-09 21:00:26","2019-02-09",44.48,1549746026000
"2019-02-09 22:00:26","2019-02-09",46.79,1549749626000
"2019-02-09 23:00:26","2019-02-09",49.17,1549753226000
"2019-02-10 00:00:26","2019-02-10",45.53,1549756826000
"2019-02-10 01:00:26","2019-02-10",50.32,1549760426000
"2019-02-10 02:00:26","2019-02-10",49.75,1549764026000
