"datetime","date","turb-i-subdaily-ntu","epoch"
"2021-01-02 00:01:58","2021-01-02",313.5,1609545718000
"2021-01-02 00:16:58","2021-01-02",458.7,1609546618000
"2021-01-02 00:31:58","2021-01-02",339.7,1609547518000
"2021-01-02 00:46:58","2021-01-02",239.9,1609548418000
"2021-01-02 01:01:58","2021-01-02",227.8,1609549318000
"2021-01-02 01:16:58","2021-01-02",130.8,1609550218000
"2021-01-02 01:31:58","2021-01-02",156.3,1609551118000
"2021-01-02 01:46:58","2021-01-02",141.0,1609552018000
"2021-01-02 02:01:59","2021-01-02",91.3,1609552919000
"2021-01-02 02:16:58","2021-01-02",40.4,1609553818000
"2021-01-02 02:31:59","2021-01-02",41.3,1609554719000
"2021-01-02 02:46:59","2021-01-02",45.7,1609555619000
"2021-01-02 03:01:58","2021-01-02",93.3,1609556518000
"2021-01-02 03:16:58","2021-01-02",42.6,1609557418000
"2021-01-02 03:31:58","2021-01-02",39.3,1609558318000
"2021-01-02 03:46:57","2021-01-02",111.7,1609559217000
"2021-01-02 04:01:58","2021-01-02",122.5,1609560118000
"2021-01-02 04:16:58","2021-01-02",222.2,1609561018000
"2021-01-02 04:31:58","2021-01-02",279.0,1609561918000
"2021-01-02 04:46:58","2021-01-02",362.1,1609562818000
"2021-01-02 05:01:58","2021-01-02",340.0,1609563718000
"2021-01-02 05:16:58","2021-01-02",289.1,1609564618000
"2021-01-02 05:31:58","2021-01-02",113.5,1609565518000
"2021-01-02 05:46:57","2021-01-02",139.7,1609566417000
"2021-01-02 06:01:58","2021-01-02",137.9,1609567318000
"2021-01-02 06:16:58","2021-01-02",146.9,1609568218000
"2021-01-02 06:31:58","2021-01-02",113.6,1609569118000
"2021-01-02 06:46:58","2021-01-02",112.9,1609570018000
"2021-01-02 07:01:58","2021-01-02",112.4,1609570918000
"2021-01-02 07:16:58","2021-01-02",112.0,1609571818000
"2021-01-02 07:31:58","2021-01-02",114.7,1609572718000
"2021-01-02 07:46:59","2021-01-02",107.5,1609573619000
"2021-01-02 08:01:58","2021-01-02",104.9,1609574518000
"2021-01-02 08:16:59","2021-01-02",100.2,1609575419000
"2021-01-02 08:31:59","2021-01-02",108.8,1609576319000
"2021-01-02 08:46:59","2021-01-02",105.4,1609577219000
"2021-01-02 09:01:58","2021-01-02",90.0,1609578118000
"2021-01-02 09:16:58","2021-01-02",73.7,1609579018000
"2021-01-02 09:31:58","2021-01-02",63.5,1609579918000
"2021-01-02 09:46:58","2021-01-02",53.7,1609580818000
"2021-01-02 10:01:58","2021-01-02",55.2,1609581718000
"2021-01-02 10:16:58","2021-01-02",54.6,1609582618000
"2021-01-02 10:31:59","2021-01-02",51.0,1609583519000
"2021-01-02 10:46:59","2021-01-02",83.3,1609584419000
"2021-01-02 11:01:59","2021-01-02",126.1,1609585319000
"2021-01-02 11:16:59","2021-01-02",112.8,1609586219000
"2021-01-02 11:31:58","2021-01-02",130.0,1609587118000
"2021-01-02 11:46:58","2021-01-02",201.3,1609588018000
"2021-01-02 12:01:57","2021-01-02",247.8,1609588917000
"2021-01-02 12:16:58","2021-01-02",242.5,1609589818000
"2021-01-02 12:31:58","2021-01-02",269.8,1609590718000
"2021-01-02 12:46:58","2021-01-02",430.4,1609591618000
"2021-01-02 13:01:59","2021-01-02",421.2,1609592519000
"2021-01-02 13:16:58","2021-01-02",298.9,1609593418000
"2021-01-02 13:31:58","2021-01-02",261.1,1609594318000
"2021-01-02 13:46:58","2021-01-02",258.5,1609595218000
"2021-01-02 14:01:58","2021-01-02",203.9,1609596118000
"2021-01-02 14:16:57","2021-01-02",197.8,1609597017000
"2021-01-02 14:31:57","2021-01-02",118.5,1609597917000
"2021-01-02 14:46:57","2021-01-02",140.3,1609598817000
"2021-01-02 15:01:57","2021-01-02",79.0,1609599717000
"2021-01-02 15:16:58","2021-01-02",81.9,1609600618000
"2021-01-02 15:31:58","2021-01-02",137.0,1609601518000
"2021-01-02 15:46:59","2021-01-02",51.1,1609602419000
"2021-01-02 16:01:58","2021-01-02",59.8,1609603318000
"2021-01-02 16:16:57","2021-01-02",92.5,1609604217000
"2021-01-02 16:31:58","2021-01-02",143.4,1609605118000
"2021-01-02 16:46:57","2021-01-02",195.5,1609606017000
"2021-01-02 17:01:57","2021-01-02",319.8,1609606917000
"2021-01-02 17:16:58","2021-01-02",310.3,1609607818000
"2021-01-02 17:31:58","2021-01-02",303.4,1609608718000
"2021-01-02 17:46:57","2021-01-02",150.7,1609609617000
"2021-01-02 18:01:57","2021-01-02",107.2,1609610517000
"2021-01-02 18:16:58","2021-01-02",110.0,1609611418000
"2021-01-02 18:31:58","2021-01-02",110.2,1609612318000
"2021-01-02 18:46:58","2021-01-02",97.3,1609613218000
"2021-01-02 19:01:58","2021-01-02",96.6,1609614118000
"2021-01-02 19:16:58","2021-01-02",93.2,1609615018000
"2021-01-02 19:31:58","2021-01-02",94.8,1609615918000
"2021-01-02 19:46:58","2021-01-02",97.8,1609616818000
"2021-01-02 20:01:58","2021-01-02",98.2,1609617718000
"2021-01-02 20:16:59","2021-01-02",91.9,1609618619000
"2021-01-02 20:31:58","2021-01-02",90.9,1609619518000
"2021-01-02 20:46:58","2021-01-02",88.7,1609620418000
"2021-01-02 21:01:58","2021-01-02",77.7,1609621318000
"2021-01-02 21:16:58","2021-01-02",71.2,1609622218000
"2021-01-02 21:31:59","2021-01-02",66.7,1609623119000
"2021-01-02 21:46:58","2021-01-02",59.4,1609624018000
"2021-01-02 22:01:58","2021-01-02",44.4,1609624918000
"2021-01-02 22:16:58","2021-01-02",42.6,1609625818000
"2021-01-02 22:31:58","2021-01-02",47.2,1609626718000
"2021-01-02 22:46:58","2021-01-02",66.4,1609627618000
"2021-01-02 23:01:58","2021-01-02",130.8,1609628518000
"2021-01-02 23:16:58","2021-01-02",116.4,1609629418000
"2021-01-02 23:31:58","2021-01-02",113.4,1609630318000
"2021-01-02 23:46:58","2021-01-02",183.5,1609631218000
"2021-01-03 00:01:58","2021-01-03",202.6,1609632118000
"2021-01-03 00:16:58","2021-01-03",255.7,1609633018000
"2021-01-03 00:31:57","2021-01-03",303.6,1609633917000
"2021-01-03 00:46:58","2021-01-03",376.6,1609634818000
"2021-01-03 01:01:58","2021-01-03",406.3,1609635718000
"2021-01-03 01:16:57","2021-01-03",387.6,1609636617000
"2021-01-03 01:31:58","2021-01-03",271.4,1609637518000
"2021-01-03 01:46:58","2021-01-03",213.2,1609638418000
"2021-01-03 02:01:58","2021-01-03",177.3,1609639318000
"2021-01-03 02:16:58","2021-01-03",92.7,1609640218000
"2021-01-03 02:31:58","2021-01-03",117.9,1609641118000
"2021-01-03 02:46:58","2021-01-03",48.2,1609642018000
"2021-01-03 03:01:58","2021-01-03",60.3,1609642918000
"2021-01-03 03:16:59","2021-01-03",36.0,1609643819000
"2021-01-03 03:31:59","2021-01-03",40.0,1609644719000
"2021-01-03 03:46:58","2021-01-03",65.1,1609645618000
"2021-01-03 04:01:58","2021-01-03",28.6,1609646518000
"2021-01-03 04:16:59","2021-01-03",32.2,1609647419000
"2021-01-03 04:31:58","2021-01-03",115.1,1609648318000
"2021-01-03 04:46:58","2021-01-03",141.8,1609649218000
"2021-01-03 05:01:58","2021-01-03",206.7,1609650118000
"2021-01-03 05:16:59","2021-01-03",340.0,1609651019000
"2021-01-03 05:31:58","2021-01-03",379.0,1609651918000
"2021-01-03 05:46:58","2021-01-03",350.9,1609652818000
"2021-01-03 06:01:58","2021-01-03",337.0,1609653718000
