"datetime","date","turb-i-subdaily-ntu","epoch"
"2019-01-02 00:01:51","2019-01-02",176.8,1546387311000
"2019-01-02 00:16:51","2019-01-02",274.0,1546388211000
"2019-01-02 00:31:51","2019-01-02",278.2,1546389111000
"2019-01-02 00:46:51","2019-01-02",265.2,1546390011000
"2019-01-02 01:01:19","2019-01-02",253.2,1546390879000
"2019-01-02 01:16:51","2019-01-02",212.3,1546391811000
"2019-01-02 01:31:51","2019-01-02",165.2,1546392711000
"2019-01-02 01:46:52","2019-01-02",153.2,1546393612000
"2019-01-02 02:01:52","2019-01-02",142.4,1546394512000
"2019-01-02 02:16:52","2019-01-02",138.4,1546395412000
"2019-01-02 02:31:51","2019-01-02",120.5,1546396311000
"2019-01-02 02:46:51","2019-01-02",111.8,1546397211000
"2019-01-02 03:01:52","2019-01-02",106.3,1546398112000
"2019-01-02 03:16:51","2019-01-02",93.2,1546399011000
"2019-01-02 03:31:51","2019-01-02",88.2,1546399911000
"2019-01-02 03:46:51","2019-01-02",75.7,1546400811000
"2019-01-02 04:01:51","2019-01-02",68.6,1546401711000
"2019-01-02 04:16:52","2019-01-02",45.2,1546402612000
"2019-01-02 04:31:52","2019-01-02",66.3,1546403512000
"2019-01-02 04:46:52","2019-01-02",30.0,1546404412000
"2019-01-02 05:01:52","2019-01-02",39.8,1546405312000
"2019-01-02 05:16:52","2019-01-02",79.2,1546406212000
"2019-01-02 05:31:52","2019-01-02",120.1,1546407112000
"2019-01-02 05:46:53","2019-01-02",161.5,1546408013000
"2019-01-02 06:01:52","2019-01-02",176.7,1546408912000
"2019-01-02 06:16:51","2019-01-02",195.6,1546409811000
"2019-01-02 06:31:52","2019-01-02",156.5,1546410712000
"2019-01-02 06:46:52","2019-01-02",133.4,1546411612000
"2019-01-02 07:01:23","2019-01-02",111.7,1546412483000
"2019-01-02 07:16:51","2019-01-02",127.8,1546413411000
"2019-01-02 07:31:52","2019-01-02",169.5,1546414312000
"2019-01-02 07:46:52","2019-01-02",225.4,1546415212000
"2019-01-02 08:01:52","2019-01-02",168.3,1546416112000
"2019-01-02 08:16:52","2019-01-02",185.2,1546417012000
"2019-01-02 08:31:52","2019-01-02",94.5,1546417912000
"2019-01-02 08:46:51","2019-01-02",72.2,1546418811000
"2019-01-02 09:01:52","2019-01-02",71.1,1546419712000
"2019-01-02 09:16:52","2019-01-02",54.2,1546420612000
"2019-01-02 09:31:52","2019-01-02",49.8,1546421512000
"2019-01-02 09:46:52","2019-01-02",53.7,1546422412000
"2019-01-02 10:01:52","2019-01-02",43.5,1546423312000
"2019-01-02 10:16:52","2019-01-02",26.5,1546424212000
"2019-01-02 10:31:52","2019-01-02",24.9,1546425112000
"2019-01-02 10:46:52","2019-01-02",30.3,1546426012000
"2019-01-02 11:01:51","2019-01-02",24.5,1546426911000
"2019-01-02 11:16:52","2019-01-02",29.6,1546427812000
"2019-01-02 11:31:51","2019-01-02",43.6,1546428711000
"2019-01-02 11:46:52","2019-01-02",45.5,1546429612000
"2019-01-02 12:01:51","2019-01-02",130.6,1546430511000
"2019-01-02 12:16:52","2019-01-02",185.7,1546431412000
"2019-01-02 12:31:52","2019-01-02",251.1,1546432312000
"2019-01-02 12:46:52","2019-01-02",270.9,1546433212000
"2019-01-02 13:01:52","2019-01-02",301.3,1546434112000
"2019-01-02 13:16:52","2019-01-02",345.7,1546435012000
"2019-01-02 13:31:51","2019-01-02",342.9,1546435911000
"2019-01-02 13:46:52","2019-01-02",259.8,1546436812000
"2019-01-02 14:01:51","2019-01-02",212.4,1546437711000
"2019-01-02 14:16:52","2019-01-02",209.1,1546438612000
"2019-01-02 14:31:52","2019-01-02",179.6,1546439512000
"2019-01-02 14:46:52","2019-01-02",140.8,1546440412000
"2019-01-02 15:01:52","2019-01-02",123.3,1546441312000
"2019-01-02 15:16:52","2019-01-02",125.7,1546442212000
"2019-01-02 15:31:52","2019-01-02",121.0,1546443112000
"2019-01-02 15:46:53","2019-01-02",118.6,1546444013000
"2019-01-02 16:01:52","2019-01-02",125.0,1546444912000
"2019-01-02 16:16:52","2019-01-02",188.9,1546445812000
"2019-01-02 16:31:52","2019-01-02",98.2,1546446712000
"2019-01-02 16:46:51","2019-01-02",60.0,1546447611000
"2019-01-02 17:01:19","2019-01-02",53.2,1546448479000
"2019-01-02 17:16:52","2019-01-02",71.9,1546449412000
"2019-01-02 17:31:52","2019-01-02",54.2,1546450312000
"2019-01-02 17:46:52","2019-01-02",67.8,1546451212000
"2019-01-02 18:01:52","2019-01-02",141.9,1546452112000
"2019-01-02 18:16:51","2019-01-02",252.6,1546453011000
"2019-01-02 18:31:52","2019-01-02",266.0,1546453912000
"2019-01-02 18:46:52","2019-01-02",284.4,1546454812000
"2019-01-02 19:01:52","2019-01-02",261.4,1546455712000
"2019-01-02 19:16:52","2019-01-02",179.9,1546456612000
"2019-01-02 19:31:52","2019-01-02",196.7,1546457512000
"2019-01-02 19:46:52","2019-01-02",170.2,1546458412000
"2019-01-02 20:01:52","2019-01-02",165.4,1546459312000
"2019-01-02 20:16:52","2019-01-02",290.2,1546460212000
"2019-01-02 20:31:51","2019-01-02",299.8,1546461111000
"2019-01-02 20:46:52","2019-01-02",213.8,1546462012000
"2019-01-02 21:01:22","2019-01-02",168.8,1546462882000
"2019-01-02 21:16:52","2019-01-02",158.5,1546463812000
"2019-01-02 21:31:51","2019-01-02",132.4,1546464711000
"2019-01-02 21:46:52","2019-01-02",133.2,1546465612000
"2019-01-02 22:01:51","2019-01-02",143.8,1546466511000
"2019-01-02 22:16:52","2019-01-02",136.7,1546467412000
"2019-01-02 22:31:52","2019-01-02",99.1,1546468312000
"2019-01-02 22:46:52","2019-01-02",119.0,1546469212000
"2019-01-02 23:01:52","2019-01-02",100.9,1546470112000
"2019-01-02 23:16:52","2019-01-02",62.2,1546471012000
"2019-01-02 23:31:52","2019-01-02",73.6,1546471912000
"2019-01-02 23:46:52","2019-01-02",67.8,1546472812000
"2019-01-03 00:01:52","2019-01-03",73.3,1546473712000
"2019-01-03 00:16:52","2019-01-03",108.1,1546474612000
"2019-01-03 00:31:51","2019-01-03",154.1,1546475511000
"2019-01-03 00:46:52","2019-01-03",188.7,1546476412000
"2019-01-03 01:01:51","2019-01-03",339.8,1546477311000
"2019-01-03 01:16:52","2019-01-03",361.0,1546478212000
"2019-01-03 01:31:52","2019-01-03",320.1,1546479112000
"2019-01-03 01:46:52","2019-01-03",199.6,1546480012000
"2019-01-03 02:01:52","2019-01-03",137.4,1546480912000
"2019-01-03 02:16:52","2019-01-03",143.5,1546481812000
"2019-01-03 02:31:52","2019-01-03",136.9,1546482712000
"2019-01-03 02:46:52","2019-01-03",122.5,1546483612000
"2019-01-03 03:01:21","2019-01-03",98.6,1546484481000
"2019-01-03 03:16:52","2019-01-03",94.5,1546485412000
"2019-01-03 03:31:52","2019-01-03",86.6,1546486312000
"2019-01-03 03:46:52","2019-01-03",95.7,1546487212000
"2019-01-03 04:01:52","2019-01-03",95.1,1546488112000
"2019-01-03 04:16:52","2019-01-03",103.0,1546489012000
"2019-01-03 04:31:52","2019-01-03",90.3,1546489912000
"2019-01-03 04:46:52","2019-01-03",83.2,1546490812000
