"datetime","date","turb-i-subdaily-ntu","epoch"
"2020-01-02 00:01:59","2020-01-02",42.9,1577923319000
"2020-01-02 00:17:00","2020-01-02",65.9,1577924220000
"2020-01-02 00:32:00","2020-01-02",88.5,1577925120000
"2020-01-02 00:46:59","2020-01-02",80.2,1577926019000
"2020-01-02 01:01:59","2020-01-02",88.7,1577926919000
"2020-01-02 01:16:59","2020-01-02",126.7,1577927819000
"2020-01-02 01:31:59","2020-01-02",149.3,1577928719000
"2020-01-02 01:46:59","2020-01-02",107.4,1577929619000
"2020-01-02 02:01:59","2020-01-02",95.2,1577930519000
"2020-01-02 02:17:00","2020-01-02",103.8,1577931420000
"2020-01-02 02:31:59","2020-01-02",151.0,1577932319000
"2020-01-02 02:46:59","2020-01-02",209.3,1577933219000
"2020-01-02 03:01:59","2020-01-02",263.0,1577934119000
"2020-01-02 03:17:00","2020-01-02",205.9,1577935020000
"2020-01-02 03:31:59","2020-01-02",143.7,1577935919000
"2020-01-02 03:46:59","2020-01-02",94.3,1577936819000
"2020-01-02 04:01:59","2020-01-02",68.6,1577937719000
"2020-01-02 04:16:59","2020-01-02",103.8,1577938619000
"2020-01-02 04:31:59","2020-01-02",46.0,1577939519000
"2020-01-02 04:46:59","2020-01-02",44.8,1577940419000
"2020-01-02 05:01:59","2020-01-02",43.9,1577941319000
"2020-01-02 05:17:00","2020-01-02",40.3,1577942220000
"2020-01-02 05:31:59","2020-01-02",42.7,1577943119000
"2020-01-02 05:46:59","2020-01-02",34.8,1577944019000
"2020-01-02 06:01:59","2020-01-02",44.6,1577944919000
"2020-01-02 06:16:59","2020-01-02",60.5,1577945819000
"2020-01-02 06:32:00","2020-01-02",125.3,1577946720000
"2020-01-02 06:46:59","2020-01-02",194.6,1577947619000
"2020-01-02 07:01:59","2020-01-02",285.5,1577948519000
"2020-01-02 07:16:59","2020-01-02",272.4,1577949419000
"2020-01-02 07:31:59","2020-01-02",281.1,1577950319000
"2020-01-02 07:46:59","2020-01-02",204.2,1577951219000
"2020-01-02 08:01:59","2020-01-02",244.7,1577952119000
"2020-01-02 08:16:59","2020-01-02",212.1,1577953019000
"2020-01-02 08:31:59","2020-01-02",139.5,1577953919000
"2020-01-02 08:46:59","2020-01-02",109.7,1577954819000
"2020-01-02 09:01:59","2020-01-02",106.3,1577955719000
"2020-01-02 09:16:58","2020-01-02",87.6,1577956618000
"2020-01-02 09:31:58","2020-01-02",75.7,1577957518000
"2020-01-02 09:46:58","2020-01-02",93.0,1577958418000
"2020-01-02 10:01:59","2020-01-02",102.4,1577959319000
"2020-01-02 10:16:58","2020-01-02",88.3,1577960218000
"2020-01-02 10:31:59","2020-01-02",77.6,1577961119000
"2020-01-02 10:46:58","2020-01-02",73.1,1577962018000
"2020-01-02 11:01:58","2020-01-02",65.7,1577962918000
"2020-01-02 11:16:58","2020-01-02",50.4,1577963818000
"2020-01-02 11:31:59","2020-01-02",54.9,1577964719000
"2020-01-02 11:46:58","2020-01-02",45.3,1577965618000
"2020-01-02 12:01:59","2020-01-02",36.3,1577966519000
"2020-01-02 12:16:59","2020-01-02",46.5,1577967419000
"2020-01-02 12:31:59","2020-01-02",46.2,1577968319000
"2020-01-02 12:46:59","2020-01-02",58.1,1577969219000
"2020-01-02 13:01:59","2020-01-02",83.3,1577970119000
"2020-01-02 13:16:59","2020-01-02",68.9,1577971019000
"2020-01-02 13:31:59","2020-01-02",92.5,1577971919000
"2020-01-02 13:46:59","2020-01-02",92.6,1577972819000
"2020-01-02 14:01:59","2020-01-02",83.7,1577973719000
"2020-01-02 14:16:59","2020-01-02",76.1,1577974619000
"2020-01-02 14:31:59","2020-01-02",92.1,1577975519000
"2020-01-02 14:46:59","2020-01-02",94.6,1577976419000
"2020-01-02 15:01:59","2020-01-02",97.3,1577977319000
"2020-01-02 15:16:59","2020-01-02",119.6,1577978219000
"2020-01-02 15:31:59","2020-01-02",127.5,1577979119000
"2020-01-02 15:46:59","2020-01-02",137.3,1577980019000
"2020-01-02 16:01:59","2020-01-02",196.3,1577980919000
"2020-01-02 16:17:00","2020-01-02",207.7,1577981820000
"2020-01-02 16:31:59","2020-01-02",165.1,1577982719000
"2020-01-02 16:46:59","2020-01-02",181.6,1577983619000
"2020-01-02 17:01:59","2020-01-02",208.1,1577984519000
"2020-01-02 17:17:00","2020-01-02",178.9,1577985420000
"2020-01-02 17:31:59","2020-01-02",165.5,1577986319000
"2020-01-02 17:46:59","2020-01-02",141.2,1577987219000
"2020-01-02 18:01:59","2020-01-02",87.4,1577988119000
"2020-01-02 18:16:59","2020-01-02",85.2,1577989019000
"2020-01-02 18:31:59","2020-01-02",128.5,1577989919000
"2020-01-02 18:46:59","2020-01-02",169.5,1577990819000
"2020-01-02 19:01:59","2020-01-02",103.7,1577991719000
"2020-01-02 19:16:59","2020-01-02",107.8,1577992619000
"2020-01-02 19:31:59","2020-01-02",200.7,1577993519000
"2020-01-02 19:47:00","2020-01-02",288.8,1577994420000
