"datetime","date","level-i-900-m-qualified","epoch"
"2021-03-18 10:30:00","2021-03-18",0.146,1616063400000
"2021-03-18 10:45:00","2021-03-18",0.137,1616064300000
"2021-03-18 11:00:00","2021-03-18",0.139,1616065200000
"2021-03-18 11:15:00","2021-03-18",0.138,1616066100000
"2021-03-18 11:30:00","2021-03-18",0.138,1616067000000
"2021-03-18 11:45:00","2021-03-18",0.138,1616067900000
"2021-03-18 12:00:00","2021-03-18",0.132,1616068800000
"2021-03-18 12:15:00","2021-03-18",0.155,1616069700000
"2021-03-18 12:30:00","2021-03-18",0.155,1616070600000
"2021-03-18 12:45:00","2021-03-18",0.156,1616071500000
"2021-03-18 13:00:00","2021-03-18",0.155,1616072400000
"2021-03-18 13:15:00","2021-03-18",0.156,1616073300000
"2021-03-18 13:30:00","2021-03-18",0.153,1616074200000
"2021-03-18 13:45:00","2021-03-18",0.155,1616075100000
"2021-03-18 14:00:00","2021-03-18",0.153,1616076000000
"2021-03-18 14:15:00","2021-03-18",0.15,1616076900000
"2021-03-18 14:30:00","2021-03-18",0.152,1616077800000
"2021-03-18 14:45:00","2021-03-18",0.15,1616078700000
"2021-03-18 15:00:00","2021-03-18",0.148,1616079600000
"2021-03-18 15:15:00","2021-03-18",0.144,1616080500000
"2021-03-18 15:30:00","2021-03-18",0.144,1616081400000
"2021-03-18 15:45:00","2021-03-18",0.144,1616082300000
"2021-03-18 16:00:00","2021-03-18",0.143,1616083200000
"2021-03-18 16:15:00","2021-03-18",0.144,1616084100000
"2021-03-18 16:30:00","2021-03-18",0.141,1616085000000
"2021-03-18 16:45:00","2021-03-18",0.132,1616085900000
"2021-03-18 17:00:00","2021-03-18",0.127,1616086800000
"2021-03-18 17:15:00","2021-03-18",0.119,1616087700000
"2021-03-18 17:30:00","2021-03-18",0.128,1616088600000
"2021-03-18 17:45:00","2021-03-18",0.128,1616089500000
"2021-03-18 18:00:00","2021-03-18",0.132,1616090400000
"2021-03-18 18:15:00","2021-03-18",0.13,1616091300000
"2021-03-18 18:30:00","2021-03-18",0.133,1616092200000
"2021-03-18 18:45:00","2021-03-18",0.124,1616093100000
"2021-03-18 19:00:00","2021-03-18",0.12,1616094000000
"2021-03-18 19:15:00","2021-03-18",0.114,1616094900000
"2021-03-18 19:30:00","2021-03-18",0.114,1616095800000
"2021-03-18 19:45:00","2021-03-18",0.115,1616096700000
"2021-03-18 20:00:00","2021-03-18",0.119,1616097600000
"2021-03-18 20:15:00","2021-03-18",0.118,1616098500000
"2021-03-18 20:30:00","2021-03-18",0.122,1616099400000
"2021-03-18 20:45:00","2021-03-18",0.124,1616100300000
"2021-03-18 21:00:00","2021-03-18",0.121,1616101200000
"2021-03-18 21:15:00","2021-03-18",0.127,1616102100000
"2021-03-18 21:30:00","2021-03-18",0.124,1616103000000
"2021-03-18 21:45:00","2021-03-18",0.127,1616103900000
"2021-03-18 22:00:00","2021-03-18",0.124,1616104800000
"2021-03-18 22:15:00","2021-03-18",0.125,1616105700000
"2021-03-18 22:30:00","2021-03-18",0.127,1616106600000
"2021-03-18 22:45:00","2021-03-18",0.132,1616107500000
"2021-03-18 23:00:00","2021-03-18",0.134,1616108400000
"2021-03-18 23:15:00","2021-03-18",0.136,1616109300000
"2021-03-18 23:30:00","2021-03-18",0.138,1616110200000
"2021-03-18 23:45:00","2021-03-18",0.14,1616111100000
"2021-03-19 00:00:00","2021-03-19",0.144,1616112000000
"2021-03-19 00:15:00","2021-03-19",0.143,1616112900000
"2021-03-19 00:30:00","2021-03-19",0.146,1616113800000
"2021-03-19 00:45:00","2021-03-19",0.147,1616114700000
"2021-03-19 01:00:00","2021-03-19",0.149,1616115600000
"2021-03-19 01:15:00","2021-03-19",0.15,1616116500000
"2021-03-19 01:30:00","2021-03-19",0.152,1616117400000
"2021-03-19 01:45:00","2021-03-19",0.154,1616118300000
