"datetime","date","flow-i-900-m3s-qualified","epoch"
"2022-05-13 16:00:00","2022-05-13",25.5,1652457600000
"2022-05-13 16:15:00","2022-05-13",26.0,1652458500000
"2022-05-13 16:30:00","2022-05-13",26.4,1652459400000
"2022-05-13 16:45:00","2022-05-13",27.0,1652460300000
"2022-05-13 17:00:00","2022-05-13",25.9,1652461200000
"2022-05-13 17:15:00","2022-05-13",26.6,1652462100000
"2022-05-13 17:30:00","2022-05-13",24.2,1652463000000
"2022-05-13 17:45:00","2022-05-13",26.5,1652463900000
"2022-05-13 18:00:00","2022-05-13",24.7,1652464800000
"2022-05-13 18:15:00","2022-05-13",26.5,1652465700000
"2022-05-13 18:30:00","2022-05-13",26.3,1652466600000
"2022-05-13 18:45:00","2022-05-13",27.4,1652467500000
"2022-05-13 19:00:00","2022-05-13",25.5,1652468400000
"2022-05-13 19:15:00","2022-05-13",26.2,1652469300000
"2022-05-13 19:30:00","2022-05-13",26.1,1652470200000
"2022-05-13 19:45:00","2022-05-13",26.3,1652471100000
"2022-05-13 20:00:00","2022-05-13",25.2,1652472000000
"2022-05-13 20:15:00","2022-05-13",25.1,1652472900000
"2022-05-13 20:30:00","2022-05-13",25.1,1652473800000
"2022-05-13 20:45:00","2022-05-13",25.3,1652474700000
"2022-05-13 21:00:00","2022-05-13",25.7,1652475600000
"2022-05-13 21:15:00","2022-05-13",25.6,1652476500000
"2022-05-13 21:30:00","2022-05-13",26.3,1652477400000
"2022-05-13 21:45:00","2022-05-13",26.4,1652478300000
"2022-05-13 22:00:00","2022-05-13",27.5,1652479200000
"2022-05-13 22:15:00","2022-05-13",26.2,1652480100000
"2022-05-13 22:30:00","2022-05-13",26.5,1652481000000
"2022-05-13 22:45:00","2022-05-13",26.3,1652481900000
"2022-05-13 23:00:00","2022-05-13",26.0,1652482800000
"2022-05-13 23:15:00","2022-05-13",24.1,1652483700000
"2022-05-13 23:30:00","2022-05-13",24.6,1652484600000
"2022-05-13 23:45:00","2022-05-13",25.1,1652485500000
"2022-05-14 00:00:00","2022-05-14",25.5,1652486400000
"2022-05-14 00:15:00","2022-05-14",26.7,1652487300000
"2022-05-14 00:30:00","2022-05-14",26.7,1652488200000
"2022-05-14 00:45:00","2022-05-14",26.7,1652489100000
"2022-05-14 01:00:00","2022-05-14",26.7,1652490000000
"2022-05-14 01:15:00","2022-05-14",26.6,1652490900000
"2022-05-14 01:30:00","2022-05-14",26.1,1652491800000
"2022-05-14 01:45:00","2022-05-14",25.8,1652492700000
"2022-05-14 02:00:00","2022-05-14",26.2,1652493600000
"2022-05-14 02:15:00","2022-05-14",25.7,1652494500000
"2022-05-14 02:30:00","2022-05-14",25.8,1652495400000
"2022-05-14 02:45:00","2022-05-14",25.9,1652496300000
"2022-05-14 03:00:00","2022-05-14",25.6,1652497200000
"2022-05-14 03:15:00","2022-05-14",25.9,1652498100000
"2022-05-14 03:30:00","2022-05-14",25.9,1652499000000
"2022-05-14 03:45:00","2022-05-14",25.9,1652499900000
"2022-05-14 04:00:00","2022-05-14",25.7,1652500800000
"2022-05-14 04:15:00","2022-05-14",26.1,1652501700000
"2022-05-14 04:30:00","2022-05-14",26.0,1652502600000
"2022-05-14 04:45:00","2022-05-14",25.9,1652503500000
"2022-05-14 05:00:00","2022-05-14",26.2,1652504400000
"2022-05-14 05:15:00","2022-05-14",25.9,1652505300000
"2022-05-14 05:30:00","2022-05-14",26.0,1652506200000
"2022-05-14 05:45:00","2022-05-14",26.2,1652507100000
"2022-05-14 06:00:00","2022-05-14",25.9,1652508000000
"2022-05-14 06:15:00","2022-05-14",26.5,1652508900000
"2022-05-14 06:30:00","2022-05-14",26.6,1652509800000
"2022-05-14 06:45:00","2022-05-14",26.9,1652510700000
"2022-05-14 07:00:00","2022-05-14",27.2,1652511600000
"2022-05-14 07:15:00","2022-05-14",26.6,1652512500000
"2022-05-14 07:30:00","2022-05-14",26.3,1652513400000
"2022-05-14 07:45:00","2022-05-14",26.3,1652514300000
"2022-05-14 08:00:00","2022-05-14",23.6,1652515200000
"2022-05-14 08:15:00","2022-05-14",24.3,1652516100000
"2022-05-14 08:30:00","2022-05-14",26.7,1652517000000
"2022-05-14 08:45:00","2022-05-14",25.4,1652517900000
"2022-05-14 09:00:00","2022-05-14",26.8,1652518800000
"2022-05-14 09:15:00","2022-05-14",27.1,1652519700000
"2022-05-14 09:30:00","2022-05-14",27.3,1652520600000
"2022-05-14 09:45:00","2022-05-14",25.3,1652521500000
"2022-05-14 10:00:00","2022-05-14",26.9,1652522400000
"2022-05-14 10:15:00","2022-05-14",25.0,1652523300000
"2022-05-14 10:30:00","2022-05-14",24.8,1652524200000
"2022-05-14 10:45:00","2022-05-14",26.6,1652525100000
"2022-05-14 11:00:00","2022-05-14",25.5,1652526000000
"2022-05-14 11:15:00","2022-05-14",27.3,1652526900000
"2022-05-14 11:30:00","2022-05-14",25.7,1652527800000
"2022-05-14 11:45:00","2022-05-14",28.5,1652528700000
"2022-05-14 12:00:00","2022-05-14",25.4,1652529600000
"2022-05-14 12:15:00","2022-05-14",27.4,1652530500000
"2022-05-14 12:30:00","2022-05-14",25.6,1652531400000
"2022-05-14 12:45:00","2022-05-14",25.7,1652532300000
"2022-05-14 13:00:00","2022-05-14",25.2,1652533200000
"2022-05-14 13:15:00","2022-05-14",26.5,1652534100000
"2022-05-14 13:30:00","2022-05-14",26.5,1652535000000
"2022-05-14 13:45:00","2022-05-14",25.3,1652535900000
"2022-05-14 14:00:00","2022-05-14",27.5,1652536800000
"2022-05-14 14:15:00","2022-05-14",25.2,1652537700000
"2022-05-14 14:30:00","2022-05-14",26.9,1652538600000
"2022-05-14 14:45:00","2022-05-14",25.6,1652539500000
"2022-05-14 15:00:00","2022-05-14",25.1,1652540400000
"2022-05-14 15:15:00","2022-05-14",26.1,1652541300000
"2022-05-14 15:30:00","2022-05-14",26.8,1652542200000
"2022-05-14 15:45:00","2022-05-14",24.2,1652543100000
"2022-05-14 16:00:00","2022-05-14",26.7,1652544000000
"2022-05-14 16:15:00","2022-05-14",27.4,1652544900000
"2022-05-14 16:30:00","2022-05-14",24.6,1652545800000
"2022-05-14 16:45:00","2022-05-14",25.7,1652546700000
"2022-05-14 17:00:00","2022-05-14",24.5,1652547600000
"2022-05-14 17:15:00","2022-05-14",25.1,1652548500000
"2022-05-14 17:30:00","2022-05-14",25.3,1652549400000
"2022-05-14 17:45:00","2022-05-14",25.3,1652550300000
"2022-05-14 18:00:00","2022-05-14",27.0,1652551200000
"2022-05-14 18:15:00","2022-05-14",26.4,1652552100000
"2022-05-14 18:30:00","2022-05-14",25.7,1652553000000
"2022-05-14 18:45:00","2022-05-14",24.5,1652553900000
"2022-05-14 19:00:00","2022-05-14",25.1,1652554800000
"2022-05-14 19:15:00","2022-05-14",23.2,1652555700000
"2022-05-14 19:30:00","2022-05-14",25.7,1652556600000
"2022-05-14 19:45:00","2022-05-14",24.5,1652557500000
"2022-05-14 20:00:00","2022-05-14",25.8,1652558400000
"2022-05-14 20:15:00","2022-05-14",26.2,1652559300000
"2022-05-14 20:30:00","2022-05-14",26.2,1652560200000
"2022-05-14 20:45:00","2022-05-14",27.3,1652561100000
