"datetime","date","do-i-subdaily-mgL","epoch"
"2019-02-06 13:54:18","2019-02-06",13.26,1549461258000
"2019-02-06 13:55:26","2019-02-06",13.25,1549461326000
"2019-02-06 14:00:26","2019-02-06",13.26,1549461626000
"2019-02-06 14:05:26","2019-02-06",13.26,1549461926000
"2019-02-06 14:10:26","2019-02-06",13.26,1549462226000
"2019-02-06 15:00:26","2019-02-06",13.23,1549465226000
"2019-02-06 16:00:26","2019-02-06",13.2,1549468826000
"2019-02-06 17:00:26","2019-02-06",13.16,1549472426000
"2019-02-06 18:00:26","2019-02-06",13.13,1549476026000
"2019-02-06 19:00:26","2019-02-06",13.12,1549479626000
"2019-02-06 20:00:26","2019-02-06",13.1,1549483226000
"2019-02-06 21:00:26","2019-02-06",13.07,1549486826000
"2019-02-06 22:00:26","2019-02-06",13.05,1549490426000
"2019-02-06 23:00:26","2019-02-06",13.01,1549494026000
"2019-02-07 00:00:26","2019-02-07",12.98,1549497626000
"2019-02-07 01:00:26","2019-02-07",12.96,1549501226000
"2019-02-07 02:00:26","2019-02-07",12.96,1549504826000
"2019-02-07 03:00:26","2019-02-07",12.94,1549508426000
"2019-02-07 04:00:26","2019-02-07",12.92,1549512026000
"2019-02-07 05:00:26","2019-02-07",12.92,1549515626000
"2019-02-07 06:00:26","2019-02-07",12.91,1549519226000
"2019-02-07 07:00:26","2019-02-07",12.91,1549522826000
"2019-02-07 08:00:26","2019-02-07",12.89,1549526426000
"2019-02-07 09:00:26","2019-02-07",12.87,1549530026000
"2019-02-07 10:00:26","2019-02-07",12.84,1549533626000
"2019-02-07 11:00:26","2019-02-07",12.82,1549537226000
"2019-02-07 12:00:26","2019-02-07",12.81,1549540826000
"2019-02-07 13:00:26","2019-02-07",12.8,1549544426000
"2019-02-07 14:00:26","2019-02-07",12.79,1549548026000
"2019-02-07 15:00:26","2019-02-07",12.79,1549551626000
"2019-02-07 16:00:26","2019-02-07",12.8,1549555226000
"2019-02-07 17:00:26","2019-02-07",12.8,1549558826000
"2019-02-07 18:00:26","2019-02-07",12.8,1549562426000
"2019-02-07 19:00:26","2019-02-07",12.8,1549566026000
"2019-02-07 20:00:26","2019-02-07",12.8,1549569626000
"2019-02-07 21:00:26","2019-02-07",12.79,1549573226000
"2019-02-07 22:00:26","2019-02-07",12.77,1549576826000
"2019-02-07 23:00:26","2019-02-07",12.76,1549580426000
"2019-02-08 00:00:26","2019-02-08",12.75,1549584026000
"2019-02-08 01:00:26","2019-02-08",12.75,1549587626000
"2019-02-08 02:00:26","2019-02-08",12.75,1549591226000
"2019-02-08 03:00:26","2019-02-08",12.75,1549594826000
"2019-02-08 04:00:26","2019-02-08",12.73,1549598426000
"2019-02-08 05:00:26","2019-02-08",12.72,1549602026000
"2019-02-08 06:00:26","2019-02-08",12.72,1549605626000
"2019-02-08 07:00:26","2019-02-08",12.69,1549609226000
"2019-02-08 08:00:26","2019-02-08",12.68,1549612826000
"2019-02-08 09:00:26","2019-02-08",12.67,1549616426000
"2019-02-08 10:00:26","2019-02-08",12.65,1549620026000
"2019-02-08 11:00:26","2019-02-08",12.63,1549623626000
"2019-02-08 12:00:26","2019-02-08",12.61,1549627226000
