"datetime","date","do-i-subdaily-pct","epoch"
"2020-01-02 00:01:59","2020-01-02",83.0,1577923319000
"2020-01-02 00:17:00","2020-01-02",82.6,1577924220000
"2020-01-02 00:32:00","2020-01-02",81.8,1577925120000
"2020-01-02 00:46:59","2020-01-02",81.1,1577926019000
"2020-01-02 01:01:59","2020-01-02",80.9,1577926919000
"2020-01-02 01:16:59","2020-01-02",80.2,1577927819000
"2020-01-02 01:31:59","2020-01-02",79.3,1577928719000
"2020-01-02 01:46:59","2020-01-02",78.8,1577929619000
"2020-01-02 02:01:59","2020-01-02",78.4,1577930519000
"2020-01-02 02:17:00","2020-01-02",77.9,1577931420000
"2020-01-02 02:31:59","2020-01-02",76.5,1577932319000
"2020-01-02 02:46:59","2020-01-02",75.4,1577933219000
"2020-01-02 03:01:59","2020-01-02",75.4,1577934119000
"2020-01-02 03:17:00","2020-01-02",75.3,1577935020000
"2020-01-02 03:31:59","2020-01-02",74.9,1577935919000
"2020-01-02 03:46:59","2020-01-02",74.9,1577936819000
"2020-01-02 04:01:59","2020-01-02",74.6,1577937719000
"2020-01-02 04:16:59","2020-01-02",74.3,1577938619000
"2020-01-02 04:31:59","2020-01-02",74.4,1577939519000
"2020-01-02 04:46:59","2020-01-02",74.1,1577940419000
"2020-01-02 05:01:59","2020-01-02",74.0,1577941319000
"2020-01-02 05:17:00","2020-01-02",74.0,1577942220000
"2020-01-02 05:31:59","2020-01-02",74.0,1577943119000
"2020-01-02 05:46:59","2020-01-02",74.0,1577944019000
"2020-01-02 06:01:59","2020-01-02",73.8,1577944919000
"2020-01-02 06:16:59","2020-01-02",73.9,1577945819000
"2020-01-02 06:32:00","2020-01-02",74.1,1577946720000
"2020-01-02 06:46:59","2020-01-02",74.4,1577947619000
"2020-01-02 07:01:59","2020-01-02",74.8,1577948519000
"2020-01-02 07:16:59","2020-01-02",75.6,1577949419000
"2020-01-02 07:31:59","2020-01-02",75.8,1577950319000
"2020-01-02 07:46:59","2020-01-02",76.5,1577951219000
"2020-01-02 08:01:59","2020-01-02",76.9,1577952119000
"2020-01-02 08:16:59","2020-01-02",77.6,1577953019000
"2020-01-02 08:31:59","2020-01-02",78.6,1577953919000
"2020-01-02 08:46:59","2020-01-02",78.9,1577954819000
"2020-01-02 09:01:59","2020-01-02",79.1,1577955719000
"2020-01-02 09:16:58","2020-01-02",79.7,1577956618000
"2020-01-02 09:31:58","2020-01-02",80.5,1577957518000
"2020-01-02 09:46:58","2020-01-02",80.8,1577958418000
"2020-01-02 10:01:59","2020-01-02",81.3,1577959319000
"2020-01-02 10:16:58","2020-01-02",81.8,1577960218000
"2020-01-02 10:31:59","2020-01-02",82.5,1577961119000
"2020-01-02 10:46:58","2020-01-02",83.0,1577962018000
"2020-01-02 11:01:58","2020-01-02",83.2,1577962918000
"2020-01-02 11:16:58","2020-01-02",83.8,1577963818000
"2020-01-02 11:31:59","2020-01-02",84.1,1577964719000
"2020-01-02 11:46:58","2020-01-02",83.9,1577965618000
"2020-01-02 12:01:59","2020-01-02",83.5,1577966519000
"2020-01-02 12:16:59","2020-01-02",83.8,1577967419000
"2020-01-02 12:31:59","2020-01-02",84.1,1577968319000
"2020-01-02 12:46:59","2020-01-02",84.2,1577969219000
"2020-01-02 13:01:59","2020-01-02",84.0,1577970119000
"2020-01-02 13:16:59","2020-01-02",83.7,1577971019000
"2020-01-02 13:31:59","2020-01-02",83.3,1577971919000
"2020-01-02 13:46:59","2020-01-02",82.8,1577972819000
"2020-01-02 14:01:59","2020-01-02",83.1,1577973719000
"2020-01-02 14:16:59","2020-01-02",82.9,1577974619000
"2020-01-02 14:31:59","2020-01-02",81.9,1577975519000
"2020-01-02 14:46:59","2020-01-02",81.0,1577976419000
"2020-01-02 15:01:59","2020-01-02",80.5,1577977319000
"2020-01-02 15:16:59","2020-01-02",79.9,1577978219000
"2020-01-02 15:31:59","2020-01-02",79.5,1577979119000
"2020-01-02 15:46:59","2020-01-02",78.9,1577980019000
"2020-01-02 16:01:59","2020-01-02",78.0,1577980919000
"2020-01-02 16:17:00","2020-01-02",77.2,1577981820000
"2020-01-02 16:31:59","2020-01-02",76.8,1577982719000
"2020-01-02 16:46:59","2020-01-02",76.3,1577983619000
"2020-01-02 17:01:59","2020-01-02",76.1,1577984519000
"2020-01-02 17:17:00","2020-01-02",75.3,1577985420000
"2020-01-02 17:31:59","2020-01-02",75.1,1577986319000
"2020-01-02 17:46:59","2020-01-02",75.2,1577987219000
"2020-01-02 18:01:59","2020-01-02",75.2,1577988119000
"2020-01-02 18:16:59","2020-01-02",75.4,1577989019000
"2020-01-02 18:31:59","2020-01-02",77.3,1577989919000
"2020-01-02 18:46:59","2020-01-02",76.4,1577990819000
"2020-01-02 19:01:59","2020-01-02",76.0,1577991719000
"2020-01-02 19:16:59","2020-01-02",76.3,1577992619000
"2020-01-02 19:31:59","2020-01-02",76.7,1577993519000
"2020-01-02 19:47:00","2020-01-02",77.0,1577994420000
