"datetime","date","level-i-900-m-qualified","epoch"
"2020-02-20 20:45:00","2020-02-20",0.842,1582231500000
"2020-02-20 21:00:00","2020-02-20",0.837,1582232400000
"2020-02-20 21:15:00","2020-02-20",0.849,1582233300000
"2020-02-20 21:30:00","2020-02-20",0.84,1582234200000
"2020-02-20 21:45:00","2020-02-20",0.839,1582235100000
"2020-02-20 22:00:00","2020-02-20",0.841,1582236000000
"2020-02-20 22:15:00","2020-02-20",0.843,1582236900000
"2020-02-20 22:30:00","2020-02-20",0.835,1582237800000
"2020-02-20 22:45:00","2020-02-20",0.836,1582238700000
"2020-02-20 23:00:00","2020-02-20",0.83,1582239600000
"2020-02-20 23:15:00","2020-02-20",0.838,1582240500000
"2020-02-20 23:30:00","2020-02-20",0.836,1582241400000
"2020-02-20 23:45:00","2020-02-20",0.837,1582242300000
"2020-02-21 00:00:00","2020-02-21",0.834,1582243200000
"2020-02-21 00:15:00","2020-02-21",0.84,1582244100000
"2020-02-21 00:30:00","2020-02-21",0.829,1582245000000
"2020-02-21 00:45:00","2020-02-21",0.838,1582245900000
"2020-02-21 01:00:00","2020-02-21",0.825,1582246800000
"2020-02-21 01:15:00","2020-02-21",0.827,1582247700000
"2020-02-21 01:30:00","2020-02-21",0.833,1582248600000
"2020-02-21 01:45:00","2020-02-21",0.824,1582249500000
"2020-02-21 02:00:00","2020-02-21",0.835,1582250400000
"2020-02-21 02:15:00","2020-02-21",0.827,1582251300000
"2020-02-21 02:30:00","2020-02-21",0.824,1582252200000
"2020-02-21 02:45:00","2020-02-21",0.827,1582253100000
"2020-02-21 03:00:00","2020-02-21",0.827,1582254000000
"2020-02-21 03:15:00","2020-02-21",0.823,1582254900000
"2020-02-21 03:30:00","2020-02-21",0.819,1582255800000
"2020-02-21 03:45:00","2020-02-21",0.826,1582256700000
"2020-02-21 04:00:00","2020-02-21",0.81,1582257600000
"2020-02-21 04:15:00","2020-02-21",0.829,1582258500000
"2020-02-21 04:30:00","2020-02-21",0.817,1582259400000
"2020-02-21 04:45:00","2020-02-21",0.817,1582260300000
"2020-02-21 05:00:00","2020-02-21",0.824,1582261200000
"2020-02-21 05:15:00","2020-02-21",0.817,1582262100000
"2020-02-21 05:30:00","2020-02-21",0.818,1582263000000
"2020-02-21 05:45:00","2020-02-21",0.804,1582263900000
"2020-02-21 06:00:00","2020-02-21",0.817,1582264800000
"2020-02-21 06:15:00","2020-02-21",0.82,1582265700000
"2020-02-21 06:30:00","2020-02-21",0.817,1582266600000
"2020-02-21 06:45:00","2020-02-21",0.805,1582267500000
"2020-02-21 07:00:00","2020-02-21",0.814,1582268400000
"2020-02-21 07:15:00","2020-02-21",0.807,1582269300000
"2020-02-21 07:30:00","2020-02-21",0.819,1582270200000
"2020-02-21 07:45:00","2020-02-21",0.815,1582271100000
"2020-02-21 08:00:00","2020-02-21",0.809,1582272000000
"2020-02-21 08:15:00","2020-02-21",0.818,1582272900000
"2020-02-21 08:30:00","2020-02-21",0.811,1582273800000
"2020-02-21 08:45:00","2020-02-21",0.814,1582274700000
"2020-02-21 09:00:00","2020-02-21",0.81,1582275600000
"2020-02-21 09:15:00","2020-02-21",0.8,1582276500000
"2020-02-21 09:30:00","2020-02-21",0.814,1582277400000
"2020-02-21 09:45:00","2020-02-21",0.803,1582278300000
"2020-02-21 10:00:00","2020-02-21",0.807,1582279200000
