"datetime","date","do-i-subdaily-mgL","epoch"
"2022-01-02 00:01:12","2022-01-02",9.16,1641081672000
"2022-01-02 00:16:12","2022-01-02",9.19,1641082572000
"2022-01-02 00:31:12","2022-01-02",9.19,1641083472000
"2022-01-02 00:46:12","2022-01-02",9.22,1641084372000
"2022-01-02 01:01:12","2022-01-02",9.22,1641085272000
"2022-01-02 01:16:12","2022-01-02",9.22,1641086172000
"2022-01-02 01:31:12","2022-01-02",9.22,1641087072000
"2022-01-02 01:46:12","2022-01-02",9.19,1641087972000
"2022-01-02 02:01:12","2022-01-02",9.15,1641088872000
"2022-01-02 02:16:12","2022-01-02",9.15,1641089772000
"2022-01-02 02:31:12","2022-01-02",9.16,1641090672000
"2022-01-02 02:46:12","2022-01-02",9.15,1641091572000
"2022-01-02 03:01:12","2022-01-02",9.15,1641092472000
"2022-01-02 03:16:12","2022-01-02",9.13,1641093372000
"2022-01-02 03:31:12","2022-01-02",9.11,1641094272000
"2022-01-02 03:46:12","2022-01-02",9.11,1641095172000
"2022-01-02 04:01:12","2022-01-02",9.1,1641096072000
"2022-01-02 04:16:12","2022-01-02",9.1,1641096972000
"2022-01-02 04:31:12","2022-01-02",9.1,1641097872000
"2022-01-02 04:46:12","2022-01-02",9.1,1641098772000
"2022-01-02 05:01:12","2022-01-02",9.1,1641099672000
"2022-01-02 05:16:12","2022-01-02",9.1,1641100572000
"2022-01-02 05:31:12","2022-01-02",9.11,1641101472000
"2022-01-02 05:46:12","2022-01-02",9.1,1641102372000
"2022-01-02 06:01:12","2022-01-02",9.1,1641103272000
"2022-01-02 06:16:12","2022-01-02",9.11,1641104172000
"2022-01-02 06:31:12","2022-01-02",9.12,1641105072000
"2022-01-02 06:46:12","2022-01-02",9.14,1641105972000
"2022-01-02 07:01:12","2022-01-02",9.2,1641106872000
"2022-01-02 07:16:12","2022-01-02",9.16,1641107772000
"2022-01-02 07:31:12","2022-01-02",9.16,1641108672000
"2022-01-02 07:46:12","2022-01-02",9.13,1641109572000
"2022-01-02 08:01:12","2022-01-02",9.07,1641110472000
"2022-01-02 08:16:12","2022-01-02",9.11,1641111372000
"2022-01-02 08:31:12","2022-01-02",9.1,1641112272000
"2022-01-02 08:46:12","2022-01-02",9.13,1641113172000
"2022-01-02 09:01:12","2022-01-02",9.15,1641114072000
"2022-01-02 09:16:12","2022-01-02",9.13,1641114972000
"2022-01-02 09:31:12","2022-01-02",9.08,1641115872000
"2022-01-02 09:46:12","2022-01-02",9.1,1641116772000
"2022-01-02 10:01:12","2022-01-02",9.14,1641117672000
"2022-01-02 10:16:12","2022-01-02",9.15,1641118572000
"2022-01-02 10:31:12","2022-01-02",9.15,1641119472000
"2022-01-02 10:46:12","2022-01-02",9.18,1641120372000
"2022-01-02 11:01:12","2022-01-02",9.19,1641121272000
"2022-01-02 11:16:12","2022-01-02",9.18,1641122172000
"2022-01-02 11:31:12","2022-01-02",9.19,1641123072000
"2022-01-02 11:46:12","2022-01-02",9.21,1641123972000
"2022-01-02 12:01:12","2022-01-02",9.22,1641124872000
"2022-01-02 12:16:12","2022-01-02",9.21,1641125772000
