"datetime","date","do-i-subdaily-mgL","epoch"
"2021-01-02 00:01:58","2021-01-02",10.17,1609545718000
"2021-01-02 00:16:58","2021-01-02",10.08,1609546618000
"2021-01-02 00:31:58","2021-01-02",10.07,1609547518000
"2021-01-02 00:46:58","2021-01-02",10.05,1609548418000
"2021-01-02 01:01:58","2021-01-02",10.0,1609549318000
"2021-01-02 01:16:58","2021-01-02",10.02,1609550218000
"2021-01-02 01:31:58","2021-01-02",9.96,1609551118000
"2021-01-02 01:46:58","2021-01-02",9.96,1609552018000
"2021-01-02 02:01:59","2021-01-02",9.96,1609552919000
"2021-01-02 02:16:58","2021-01-02",9.98,1609553818000
"2021-01-02 02:31:59","2021-01-02",9.98,1609554719000
"2021-01-02 02:46:59","2021-01-02",9.9,1609555619000
"2021-01-02 03:01:58","2021-01-02",9.84,1609556518000
"2021-01-02 03:16:58","2021-01-02",9.88,1609557418000
"2021-01-02 03:31:58","2021-01-02",9.86,1609558318000
"2021-01-02 03:46:57","2021-01-02",9.82,1609559217000
"2021-01-02 04:01:58","2021-01-02",9.86,1609560118000
"2021-01-02 04:16:58","2021-01-02",9.88,1609561018000
"2021-01-02 04:31:58","2021-01-02",9.94,1609561918000
"2021-01-02 04:46:58","2021-01-02",10.02,1609562818000
"2021-01-02 05:01:58","2021-01-02",10.08,1609563718000
"2021-01-02 05:16:58","2021-01-02",10.17,1609564618000
"2021-01-02 05:31:58","2021-01-02",10.21,1609565518000
"2021-01-02 05:46:57","2021-01-02",10.26,1609566417000
"2021-01-02 06:01:58","2021-01-02",10.28,1609567318000
"2021-01-02 06:16:58","2021-01-02",10.27,1609568218000
"2021-01-02 06:31:58","2021-01-02",10.32,1609569118000
"2021-01-02 06:46:58","2021-01-02",10.39,1609570018000
"2021-01-02 07:01:58","2021-01-02",10.42,1609570918000
"2021-01-02 07:16:58","2021-01-02",10.49,1609571818000
"2021-01-02 07:31:58","2021-01-02",10.55,1609572718000
"2021-01-02 07:46:59","2021-01-02",10.58,1609573619000
"2021-01-02 08:01:58","2021-01-02",10.66,1609574518000
"2021-01-02 08:16:59","2021-01-02",10.73,1609575419000
"2021-01-02 08:31:59","2021-01-02",10.73,1609576319000
"2021-01-02 08:46:59","2021-01-02",10.79,1609577219000
"2021-01-02 09:01:58","2021-01-02",10.81,1609578118000
"2021-01-02 09:16:58","2021-01-02",10.83,1609579018000
"2021-01-02 09:31:58","2021-01-02",10.88,1609579918000
"2021-01-02 09:46:58","2021-01-02",10.9,1609580818000
"2021-01-02 10:01:58","2021-01-02",10.87,1609581718000
"2021-01-02 10:16:58","2021-01-02",10.91,1609582618000
"2021-01-02 10:31:59","2021-01-02",10.95,1609583519000
"2021-01-02 10:46:59","2021-01-02",10.9,1609584419000
"2021-01-02 11:01:59","2021-01-02",10.82,1609585319000
"2021-01-02 11:16:59","2021-01-02",10.79,1609586219000
"2021-01-02 11:31:58","2021-01-02",10.75,1609587118000
"2021-01-02 11:46:58","2021-01-02",10.56,1609588018000
"2021-01-02 12:01:57","2021-01-02",10.44,1609588917000
"2021-01-02 12:16:58","2021-01-02",10.36,1609589818000
"2021-01-02 12:31:58","2021-01-02",10.3,1609590718000
"2021-01-02 12:46:58","2021-01-02",10.18,1609591618000
"2021-01-02 13:01:59","2021-01-02",10.16,1609592519000
"2021-01-02 13:16:58","2021-01-02",10.12,1609593418000
"2021-01-02 13:31:58","2021-01-02",10.1,1609594318000
"2021-01-02 13:46:58","2021-01-02",10.05,1609595218000
"2021-01-02 14:01:58","2021-01-02",10.01,1609596118000
"2021-01-02 14:16:57","2021-01-02",9.97,1609597017000
"2021-01-02 14:31:57","2021-01-02",10.01,1609597917000
"2021-01-02 14:46:57","2021-01-02",9.97,1609598817000
"2021-01-02 15:01:57","2021-01-02",9.98,1609599717000
"2021-01-02 15:16:58","2021-01-02",9.91,1609600618000
"2021-01-02 15:31:58","2021-01-02",9.85,1609601518000
"2021-01-02 15:46:59","2021-01-02",9.92,1609602419000
"2021-01-02 16:01:58","2021-01-02",9.88,1609603318000
"2021-01-02 16:16:57","2021-01-02",9.89,1609604217000
"2021-01-02 16:31:58","2021-01-02",9.9,1609605118000
"2021-01-02 16:46:57","2021-01-02",9.97,1609606017000
"2021-01-02 17:01:57","2021-01-02",10.05,1609606917000
"2021-01-02 17:16:58","2021-01-02",10.1,1609607818000
"2021-01-02 17:31:58","2021-01-02",10.14,1609608718000
"2021-01-02 17:46:57","2021-01-02",10.22,1609609617000
"2021-01-02 18:01:57","2021-01-02",10.24,1609610517000
"2021-01-02 18:16:58","2021-01-02",10.29,1609611418000
"2021-01-02 18:31:58","2021-01-02",10.3,1609612318000
"2021-01-02 18:46:58","2021-01-02",10.34,1609613218000
"2021-01-02 19:01:58","2021-01-02",10.4,1609614118000
"2021-01-02 19:16:58","2021-01-02",10.46,1609615018000
"2021-01-02 19:31:58","2021-01-02",10.51,1609615918000
"2021-01-02 19:46:58","2021-01-02",10.57,1609616818000
"2021-01-02 20:01:58","2021-01-02",10.65,1609617718000
"2021-01-02 20:16:59","2021-01-02",10.71,1609618619000
"2021-01-02 20:31:58","2021-01-02",10.8,1609619518000
"2021-01-02 20:46:58","2021-01-02",10.87,1609620418000
"2021-01-02 21:01:58","2021-01-02",10.89,1609621318000
"2021-01-02 21:16:58","2021-01-02",10.94,1609622218000
"2021-01-02 21:31:59","2021-01-02",10.92,1609623119000
"2021-01-02 21:46:58","2021-01-02",11.0,1609624018000
"2021-01-02 22:01:58","2021-01-02",11.01,1609624918000
"2021-01-02 22:16:58","2021-01-02",11.02,1609625818000
"2021-01-02 22:31:58","2021-01-02",11.0,1609626718000
"2021-01-02 22:46:58","2021-01-02",11.0,1609627618000
"2021-01-02 23:01:58","2021-01-02",10.93,1609628518000
"2021-01-02 23:16:58","2021-01-02",10.87,1609629418000
"2021-01-02 23:31:58","2021-01-02",10.78,1609630318000
"2021-01-02 23:46:58","2021-01-02",10.62,1609631218000
"2021-01-03 00:01:58","2021-01-03",10.49,1609632118000
"2021-01-03 00:16:58","2021-01-03",10.38,1609633018000
"2021-01-03 00:31:57","2021-01-03",10.29,1609633917000
"2021-01-03 00:46:58","2021-01-03",10.23,1609634818000
"2021-01-03 01:01:58","2021-01-03",10.19,1609635718000
"2021-01-03 01:16:57","2021-01-03",10.13,1609636617000
"2021-01-03 01:31:58","2021-01-03",10.12,1609637518000
"2021-01-03 01:46:58","2021-01-03",10.09,1609638418000
"2021-01-03 02:01:58","2021-01-03",10.05,1609639318000
"2021-01-03 02:16:58","2021-01-03",10.09,1609640218000
"2021-01-03 02:31:58","2021-01-03",10.03,1609641118000
"2021-01-03 02:46:58","2021-01-03",10.04,1609642018000
"2021-01-03 03:01:58","2021-01-03",10.01,1609642918000
"2021-01-03 03:16:59","2021-01-03",10.04,1609643819000
"2021-01-03 03:31:59","2021-01-03",9.95,1609644719000
"2021-01-03 03:46:58","2021-01-03",9.9,1609645618000
"2021-01-03 04:01:58","2021-01-03",9.97,1609646518000
"2021-01-03 04:16:59","2021-01-03",9.93,1609647419000
"2021-01-03 04:31:58","2021-01-03",9.91,1609648318000
"2021-01-03 04:46:58","2021-01-03",9.94,1609649218000
"2021-01-03 05:01:58","2021-01-03",9.95,1609650118000
"2021-01-03 05:16:59","2021-01-03",10.06,1609651019000
"2021-01-03 05:31:58","2021-01-03",10.16,1609651918000
"2021-01-03 05:46:58","2021-01-03",10.24,1609652818000
"2021-01-03 06:01:58","2021-01-03",10.27,1609653718000
"2021-01-03 06:16:58","2021-01-03",10.34,1609654618000
"2021-01-03 06:31:59","2021-01-03",10.37,1609655519000
"2021-01-03 06:46:58","2021-01-03",10.4,1609656418000
"2021-01-03 07:01:58","2021-01-03",10.41,1609657318000
"2021-01-03 07:16:58","2021-01-03",10.46,1609658218000
"2021-01-03 07:31:59","2021-01-03",10.54,1609659119000
"2021-01-03 07:46:58","2021-01-03",10.61,1609660018000
"2021-01-03 08:01:58","2021-01-03",10.62,1609660918000
"2021-01-03 08:16:58","2021-01-03",10.72,1609661818000
"2021-01-03 08:31:58","2021-01-03",10.8,1609662718000
"2021-01-03 08:46:58","2021-01-03",10.88,1609663618000
"2021-01-03 09:01:59","2021-01-03",10.96,1609664519000
"2021-01-03 09:16:58","2021-01-03",10.99,1609665418000
"2021-01-03 09:31:58","2021-01-03",11.05,1609666318000
"2021-01-03 09:46:58","2021-01-03",11.06,1609667218000
"2021-01-03 10:01:58","2021-01-03",11.1,1609668118000
"2021-01-03 10:16:59","2021-01-03",11.09,1609669019000
"2021-01-03 10:31:59","2021-01-03",11.1,1609669919000
"2021-01-03 10:46:58","2021-01-03",11.13,1609670818000
"2021-01-03 11:01:58","2021-01-03",11.16,1609671718000
"2021-01-03 11:16:58","2021-01-03",11.15,1609672618000
"2021-01-03 11:31:58","2021-01-03",11.12,1609673518000
"2021-01-03 11:46:58","2021-01-03",11.0,1609674418000
"2021-01-03 12:01:58","2021-01-03",10.98,1609675318000
"2021-01-03 12:16:58","2021-01-03",10.86,1609676218000
"2021-01-03 12:31:58","2021-01-03",10.74,1609677118000
"2021-01-03 12:46:58","2021-01-03",10.64,1609678018000
"2021-01-03 13:01:58","2021-01-03",10.56,1609678918000
"2021-01-03 13:16:58","2021-01-03",10.38,1609679818000
"2021-01-03 13:31:58","2021-01-03",10.32,1609680718000
"2021-01-03 13:46:58","2021-01-03",10.26,1609681618000
"2021-01-03 14:01:58","2021-01-03",10.3,1609682518000
"2021-01-03 14:16:59","2021-01-03",10.15,1609683419000
"2021-01-03 14:31:59","2021-01-03",10.11,1609684319000
"2021-01-03 14:46:58","2021-01-03",10.11,1609685218000
"2021-01-03 15:01:58","2021-01-03",10.06,1609686118000
"2021-01-03 15:16:59","2021-01-03",10.04,1609687019000
"2021-01-03 15:31:58","2021-01-03",10.05,1609687918000
"2021-01-03 15:46:58","2021-01-03",10.07,1609688818000
