"datetime","date","amm-i-subdaily-mgL","epoch"
"2018-01-02 00:01:52","2018-01-02",401.5,1514851312000
"2018-01-02 00:16:52","2018-01-02",440.1,1514852212000
"2018-01-02 00:31:51","2018-01-02",425.5,1514853111000
"2018-01-02 00:46:52","2018-01-02",475.7,1514854012000
"2018-01-02 01:01:52","2018-01-02",459.5,1514854912000
"2018-01-02 01:16:51","2018-01-02",476.4,1514855811000
"2018-01-02 01:31:51","2018-01-02",473.0,1514856711000
"2018-01-02 01:46:51","2018-01-02",536.4,1514857611000
"2018-01-02 02:01:51","2018-01-02",477.2,1514858511000
"2018-01-02 02:16:51","2018-01-02",484.1,1514859411000
"2018-01-02 02:31:51","2018-01-02",425.9,1514860311000
"2018-01-02 02:46:51","2018-01-02",403.7,1514861211000
"2018-01-02 03:01:52","2018-01-02",430.7,1514862112000
"2018-01-02 03:16:51","2018-01-02",361.0,1514863011000
"2018-01-02 03:31:52","2018-01-02",337.1,1514863912000
"2018-01-02 03:46:52","2018-01-02",338.8,1514864812000
"2018-01-02 04:01:52","2018-01-02",311.6,1514865712000
"2018-01-02 04:16:51","2018-01-02",277.2,1514866611000
"2018-01-02 04:31:52","2018-01-02",281.8,1514867512000
"2018-01-02 04:46:53","2018-01-02",263.4,1514868413000
"2018-01-02 05:01:52","2018-01-02",230.1,1514869312000
"2018-01-02 05:16:51","2018-01-02",242.0,1514870211000
"2018-01-02 05:31:52","2018-01-02",205.8,1514871112000
"2018-01-02 05:46:52","2018-01-02",212.9,1514872012000
"2018-01-02 06:01:52","2018-01-02",201.7,1514872912000
"2018-01-02 06:16:52","2018-01-02",180.6,1514873812000
"2018-01-02 06:31:51","2018-01-02",174.2,1514874711000
"2018-01-02 06:46:52","2018-01-02",169.3,1514875612000
"2018-01-02 07:01:22","2018-01-02",182.1,1514876482000
"2018-01-02 07:16:52","2018-01-02",188.6,1514877412000
"2018-01-02 07:31:51","2018-01-02",163.2,1514878311000
"2018-01-02 07:46:52","2018-01-02",161.5,1514879212000
"2018-01-02 08:01:52","2018-01-02",172.5,1514880112000
"2018-01-02 08:16:52","2018-01-02",942.8,1514881012000
"2018-01-02 08:31:52","2018-01-02",178.7,1514881912000
"2018-01-02 08:46:52","2018-01-02",178.7,1514882812000
"2018-01-02 09:01:52","2018-01-02",169.6,1514883712000
"2018-01-02 09:16:51","2018-01-02",193.2,1514884611000
"2018-01-02 09:31:52","2018-01-02",205.4,1514885512000
"2018-01-02 09:46:51","2018-01-02",194.7,1514886411000
"2018-01-02 10:01:52","2018-01-02",223.9,1514887312000
"2018-01-02 10:16:52","2018-01-02",249.1,1514888212000
"2018-01-02 10:31:52","2018-01-02",277.5,1514889112000
"2018-01-02 10:46:52","2018-01-02",298.9,1514890012000
"2018-01-02 11:01:52","2018-01-02",330.6,1514890912000
"2018-01-02 11:16:52","2018-01-02",340.4,1514891812000
"2018-01-02 11:31:52","2018-01-02",395.2,1514892712000
"2018-01-02 11:46:52","2018-01-02",402.7,1514893612000
"2018-01-02 12:01:51","2018-01-02",424.2,1514894511000
"2018-01-02 12:16:52","2018-01-02",436.8,1514895412000
"2018-01-02 12:31:52","2018-01-02",426.9,1514896312000
"2018-01-02 12:46:52","2018-01-02",469.2,1514897212000
"2018-01-02 13:01:51","2018-01-02",479.7,1514898111000
"2018-01-02 13:16:51","2018-01-02",510.0,1514899011000
"2018-01-02 13:31:52","2018-01-02",526.2,1514899912000
"2018-01-02 13:46:52","2018-01-02",533.5,1514900812000
"2018-01-02 14:01:51","2018-01-02",564.5,1514901711000
"2018-01-02 14:16:51","2018-01-02",523.9,1514902611000
"2018-01-02 14:31:52","2018-01-02",496.8,1514903512000
"2018-01-02 14:46:52","2018-01-02",510.8,1514904412000
"2018-01-02 15:01:51","2018-01-02",416.6,1514905311000
"2018-01-02 15:16:52","2018-01-02",418.1,1514906212000
"2018-01-02 15:31:52","2018-01-02",342.1,1514907112000
"2018-01-02 15:46:52","2018-01-02",327.4,1514908012000
"2018-01-02 16:01:52","2018-01-02",277.5,1514908912000
"2018-01-02 16:16:52","2018-01-02",262.5,1514909812000
"2018-01-02 16:31:52","2018-01-02",243.5,1514910712000
"2018-01-02 16:46:51","2018-01-02",231.0,1514911611000
"2018-01-02 17:01:52","2018-01-02",230.1,1514912512000
"2018-01-02 17:16:52","2018-01-02",220.3,1514913412000
"2018-01-02 17:31:52","2018-01-02",198.5,1514914312000
"2018-01-02 17:46:52","2018-01-02",187.8,1514915212000
"2018-01-02 18:01:51","2018-01-02",171.6,1514916111000
"2018-01-02 18:16:52","2018-01-02",157.8,1514917012000
"2018-01-02 18:31:51","2018-01-02",161.9,1514917911000
"2018-01-02 18:46:51","2018-01-02",150.2,1514918811000
"2018-01-02 19:01:52","2018-01-02",130.7,1514919712000
"2018-01-02 19:16:08","2018-01-02",131.5,1514920568000
"2018-01-02 19:31:51","2018-01-02",143.1,1514921511000
"2018-01-02 19:46:52","2018-01-02",133.6,1514922412000
"2018-01-02 20:01:52","2018-01-02",121.9,1514923312000
"2018-01-02 20:16:52","2018-01-02",131.6,1514924212000
"2018-01-02 20:31:52","2018-01-02",128.3,1514925112000
"2018-01-02 20:46:52","2018-01-02",125.1,1514926012000
"2018-01-02 21:01:52","2018-01-02",122.9,1514926912000
"2018-01-02 21:16:52","2018-01-02",124.8,1514927812000
"2018-01-02 21:31:52","2018-01-02",122.5,1514928712000
"2018-01-02 21:46:52","2018-01-02",117.1,1514929612000
"2018-01-02 22:01:52","2018-01-02",129.1,1514930512000
"2018-01-02 22:16:52","2018-01-02",122.7,1514931412000
"2018-01-02 22:31:52","2018-01-02",128.9,1514932312000
"2018-01-02 22:46:52","2018-01-02",133.9,1514933212000
"2018-01-02 23:01:52","2018-01-02",154.9,1514934112000
"2018-01-02 23:16:52","2018-01-02",157.8,1514935012000
"2018-01-02 23:31:52","2018-01-02",170.8,1514935912000
"2018-01-02 23:46:52","2018-01-02",192.1,1514936812000
"2018-01-03 00:01:52","2018-01-03",175.2,1514937712000
"2018-01-03 00:16:52","2018-01-03",255.5,1514938612000
"2018-01-03 00:31:52","2018-01-03",274.4,1514939512000
"2018-01-03 00:46:52","2018-01-03",294.3,1514940412000
"2018-01-03 01:01:12","2018-01-03",286.8,1514941272000
"2018-01-03 01:16:52","2018-01-03",318.2,1514942212000
"2018-01-03 01:31:51","2018-01-03",324.6,1514943111000
"2018-01-03 01:46:52","2018-01-03",338.0,1514944012000
"2018-01-03 02:01:52","2018-01-03",360.9,1514944912000
"2018-01-03 02:16:52","2018-01-03",370.9,1514945812000
"2018-01-03 02:31:51","2018-01-03",349.6,1514946711000
"2018-01-03 02:46:52","2018-01-03",341.9,1514947612000
"2018-01-03 03:01:52","2018-01-03",334.5,1514948512000
"2018-01-03 03:16:09","2018-01-03",332.3,1514949369000
"2018-01-03 03:31:52","2018-01-03",301.8,1514950312000
"2018-01-03 03:46:52","2018-01-03",280.9,1514951212000
"2018-01-03 04:01:52","2018-01-03",273.7,1514952112000
"2018-01-03 04:16:52","2018-01-03",252.0,1514953012000
"2018-01-03 04:31:52","2018-01-03",221.0,1514953912000
"2018-01-03 04:46:51","2018-01-03",215.7,1514954811000
"2018-01-03 05:01:51","2018-01-03",202.5,1514955711000
"2018-01-03 05:16:51","2018-01-03",192.0,1514956611000
"2018-01-03 05:31:51","2018-01-03",195.1,1514957511000
"2018-01-03 05:46:52","2018-01-03",181.1,1514958412000
"2018-01-03 06:01:51","2018-01-03",166.7,1514959311000
"2018-01-03 06:16:52","2018-01-03",142.0,1514960212000
"2018-01-03 06:31:51","2018-01-03",135.7,1514961111000
"2018-01-03 06:46:52","2018-01-03",141.1,1514962012000
"2018-01-03 07:01:52","2018-01-03",124.2,1514962912000
"2018-01-03 07:16:52","2018-01-03",138.9,1514963812000
"2018-01-03 07:31:51","2018-01-03",119.0,1514964711000
"2018-01-03 07:46:52","2018-01-03",125.5,1514965612000
"2018-01-03 08:01:52","2018-01-03",115.8,1514966512000
"2018-01-03 08:16:52","2018-01-03",122.8,1514967412000
"2018-01-03 08:31:52","2018-01-03",120.2,1514968312000
"2018-01-03 08:46:53","2018-01-03",121.8,1514969213000
"2018-01-03 09:01:18","2018-01-03",120.2,1514970078000
"2018-01-03 09:16:52","2018-01-03",115.6,1514971012000
"2018-01-03 09:31:52","2018-01-03",124.4,1514971912000
"2018-01-03 09:46:51","2018-01-03",128.2,1514972811000
"2018-01-03 10:01:52","2018-01-03",708.8,1514973712000
"2018-01-03 10:16:51","2018-01-03",129.4,1514974611000
"2018-01-03 10:31:52","2018-01-03",723.7,1514975512000
"2018-01-03 10:46:51","2018-01-03",142.8,1514976411000
"2018-01-03 11:01:52","2018-01-03",118.2,1514977312000
"2018-01-03 11:16:52","2018-01-03",130.5,1514978212000
"2018-01-03 11:31:52","2018-01-03",170.2,1514979112000
"2018-01-03 11:46:52","2018-01-03",181.8,1514980012000
"2018-01-03 12:01:52","2018-01-03",182.1,1514980912000
"2018-01-03 12:16:52","2018-01-03",209.5,1514981812000
"2018-01-03 12:31:52","2018-01-03",234.8,1514982712000
"2018-01-03 12:46:52","2018-01-03",254.7,1514983612000
"2018-01-03 13:01:18","2018-01-03",274.7,1514984478000
"2018-01-03 13:16:52","2018-01-03",284.9,1514985412000
"2018-01-03 13:31:52","2018-01-03",282.6,1514986312000
"2018-01-03 13:46:51","2018-01-03",298.9,1514987211000
"2018-01-03 14:01:51","2018-01-03",308.4,1514988111000
"2018-01-03 14:16:52","2018-01-03",289.8,1514989012000
"2018-01-03 14:31:52","2018-01-03",311.7,1514989912000
"2018-01-03 14:46:52","2018-01-03",321.8,1514990812000
"2018-01-03 15:01:52","2018-01-03",326.4,1514991712000
"2018-01-03 15:16:52","2018-01-03",277.9,1514992612000
"2018-01-03 15:31:52","2018-01-03",300.7,1514993512000
"2018-01-03 15:46:52","2018-01-03",251.3,1514994412000
"2018-01-03 16:01:52","2018-01-03",250.0,1514995312000
"2018-01-03 16:16:52","2018-01-03",233.8,1514996212000
"2018-01-03 16:31:52","2018-01-03",246.4,1514997112000
"2018-01-03 16:46:52","2018-01-03",264.4,1514998012000
"2018-01-03 17:01:52","2018-01-03",258.9,1514998912000
"2018-01-03 17:16:52","2018-01-03",258.1,1514999812000
"2018-01-03 17:31:52","2018-01-03",231.6,1515000712000
"2018-01-03 17:46:52","2018-01-03",216.8,1515001612000
"2018-01-03 18:01:52","2018-01-03",196.7,1515002512000
"2018-01-03 18:16:52","2018-01-03",199.7,1515003412000
"2018-01-03 18:31:51","2018-01-03",195.1,1515004311000
"2018-01-03 18:46:51","2018-01-03",177.5,1515005211000
"2018-01-03 19:01:52","2018-01-03",173.5,1515006112000
"2018-01-03 19:16:51","2018-01-03",173.5,1515007011000
"2018-01-03 19:31:52","2018-01-03",163.4,1515007912000
"2018-01-03 19:46:51","2018-01-03",147.9,1515008811000
"2018-01-03 20:01:52","2018-01-03",142.2,1515009712000
"2018-01-03 20:16:52","2018-01-03",140.9,1515010612000
"2018-01-03 20:31:52","2018-01-03",153.8,1515011512000
"2018-01-03 20:46:52","2018-01-03",138.6,1515012412000
"2018-01-03 21:01:52","2018-01-03",136.5,1515013312000
"2018-01-03 21:16:52","2018-01-03",133.4,1515014212000
"2018-01-03 21:31:52","2018-01-03",143.7,1515015112000
"2018-01-03 21:46:51","2018-01-03",141.1,1515016011000
"2018-01-03 22:01:52","2018-01-03",143.3,1515016912000
"2018-01-03 22:16:51","2018-01-03",145.2,1515017811000
"2018-01-03 22:31:51","2018-01-03",149.5,1515018711000
"2018-01-03 22:46:52","2018-01-03",179.0,1515019612000
"2018-01-03 23:01:51","2018-01-03",190.7,1515020511000
"2018-01-03 23:16:51","2018-01-03",201.1,1515021411000
"2018-01-03 23:31:51","2018-01-03",205.8,1515022311000
"2018-01-03 23:46:52","2018-01-03",230.3,1515023212000
"2018-01-04 00:01:51","2018-01-04",269.3,1515024111000
"2018-01-04 00:16:52","2018-01-04",272.3,1515025012000
"2018-01-04 00:31:52","2018-01-04",311.7,1515025912000
"2018-01-04 00:46:52","2018-01-04",286.6,1515026812000
"2018-01-04 01:01:52","2018-01-04",306.3,1515027712000
"2018-01-04 01:16:52","2018-01-04",326.9,1515028612000
"2018-01-04 01:31:52","2018-01-04",376.3,1515029512000
"2018-01-04 01:46:51","2018-01-04",342.9,1515030411000
"2018-01-04 02:01:52","2018-01-04",375.7,1515031312000
"2018-01-04 02:16:52","2018-01-04",421.1,1515032212000
"2018-01-04 02:31:52","2018-01-04",356.3,1515033112000
"2018-01-04 02:46:52","2018-01-04",431.7,1515034012000
"2018-01-04 03:01:52","2018-01-04",465.8,1515034912000
"2018-01-04 03:16:52","2018-01-04",431.7,1515035812000
"2018-01-04 03:31:52","2018-01-04",410.0,1515036712000
"2018-01-04 03:46:52","2018-01-04",433.9,1515037612000
"2018-01-04 04:01:51","2018-01-04",396.3,1515038511000
"2018-01-04 04:16:52","2018-01-04",322.2,1515039412000
"2018-01-04 04:31:52","2018-01-04",323.3,1515040312000
"2018-01-04 04:46:53","2018-01-04",326.2,1515041213000
"2018-01-04 05:01:52","2018-01-04",298.6,1515042112000
"2018-01-04 05:16:52","2018-01-04",269.3,1515043012000
"2018-01-04 05:31:52","2018-01-04",266.5,1515043912000
"2018-01-04 05:46:51","2018-01-04",251.8,1515044811000
"2018-01-04 06:01:51","2018-01-04",240.3,1515045711000
"2018-01-04 06:16:51","2018-01-04",211.1,1515046611000
"2018-01-04 06:31:51","2018-01-04",179.4,1515047511000
"2018-01-04 06:46:52","2018-01-04",177.4,1515048412000
"2018-01-04 07:01:52","2018-01-04",182.9,1515049312000
"2018-01-04 07:16:52","2018-01-04",159.9,1515050212000
"2018-01-04 07:31:52","2018-01-04",167.4,1515051112000
"2018-01-04 07:46:52","2018-01-04",146.6,1515052012000
"2018-01-04 08:01:52","2018-01-04",154.3,1515052912000
"2018-01-04 08:16:52","2018-01-04",140.5,1515053812000
"2018-01-04 08:31:52","2018-01-04",149.0,1515054712000
"2018-01-04 08:46:52","2018-01-04",130.4,1515055612000
"2018-01-04 09:01:51","2018-01-04",139.8,1515056511000
"2018-01-04 09:16:52","2018-01-04",140.0,1515057412000
"2018-01-04 09:31:52","2018-01-04",128.3,1515058312000
"2018-01-04 09:46:52","2018-01-04",137.6,1515059212000
"2018-01-04 10:01:52","2018-01-04",138.6,1515060112000
"2018-01-04 10:16:52","2018-01-04",129.7,1515061012000
"2018-01-04 10:31:52","2018-01-04",127.4,1515061912000
"2018-01-04 10:46:52","2018-01-04",136.6,1515062812000
"2018-01-04 11:01:18","2018-01-04",697.8,1515063678000
"2018-01-04 11:16:52","2018-01-04",152.0,1515064612000
"2018-01-04 11:31:52","2018-01-04",154.2,1515065512000
"2018-01-04 11:46:52","2018-01-04",149.9,1515066412000
"2018-01-04 12:01:52","2018-01-04",175.6,1515067312000
"2018-01-04 12:16:52","2018-01-04",193.7,1515068212000
"2018-01-04 12:31:52","2018-01-04",211.1,1515069112000
"2018-01-04 12:46:52","2018-01-04",212.1,1515070012000
"2018-01-04 13:01:51","2018-01-04",230.3,1515070911000
"2018-01-04 13:16:51","2018-01-04",284.3,1515071811000
"2018-01-04 13:31:52","2018-01-04",248.3,1515072712000
"2018-01-04 13:46:52","2018-01-04",263.9,1515073612000
"2018-01-04 14:01:51","2018-01-04",263.6,1515074511000
"2018-01-04 14:16:52","2018-01-04",277.8,1515075412000
"2018-01-04 14:31:51","2018-01-04",258.4,1515076311000
"2018-01-04 14:46:52","2018-01-04",278.7,1515077212000
"2018-01-04 15:01:52","2018-01-04",280.4,1515078112000
"2018-01-04 15:16:52","2018-01-04",271.9,1515079012000
"2018-01-04 15:31:52","2018-01-04",221.7,1515079912000
"2018-01-04 15:46:51","2018-01-04",238.6,1515080811000
"2018-01-04 16:01:51","2018-01-04",223.5,1515081711000
"2018-01-04 16:16:52","2018-01-04",206.6,1515082612000
"2018-01-04 16:31:52","2018-01-04",208.3,1515083512000
"2018-01-04 16:46:51","2018-01-04",203.5,1515084411000
"2018-01-04 17:01:51","2018-01-04",194.7,1515085311000
"2018-01-04 17:16:52","2018-01-04",187.9,1515086212000
"2018-01-04 17:31:52","2018-01-04",189.6,1515087112000
"2018-01-04 17:46:52","2018-01-04",179.1,1515088012000
"2018-01-04 18:01:51","2018-01-04",183.2,1515088911000
"2018-01-04 18:16:52","2018-01-04",174.4,1515089812000
"2018-01-04 18:31:52","2018-01-04",159.1,1515090712000
"2018-01-04 18:46:52","2018-01-04",155.6,1515091612000
"2018-01-04 19:01:52","2018-01-04",145.2,1515092512000
"2018-01-04 19:16:52","2018-01-04",145.7,1515093412000
"2018-01-04 19:31:52","2018-01-04",128.5,1515094312000
"2018-01-04 19:46:52","2018-01-04",134.4,1515095212000
"2018-01-04 20:01:52","2018-01-04",126.3,1515096112000
"2018-01-04 20:16:52","2018-01-04",105.0,1515097012000
"2018-01-04 20:31:51","2018-01-04",108.0,1515097911000
"2018-01-04 20:46:51","2018-01-04",114.7,1515098811000
"2018-01-04 21:01:51","2018-01-04",108.6,1515099711000
"2018-01-04 21:16:51","2018-01-04",105.4,1515100611000
"2018-01-04 21:31:51","2018-01-04",97.65,1515101511000
"2018-01-04 21:46:51","2018-01-04",98.04,1515102411000
"2018-01-04 22:01:51","2018-01-04",102.5,1515103311000
"2018-01-04 22:16:52","2018-01-04",103.2,1515104212000
"2018-01-04 22:31:51","2018-01-04",96.34,1515105111000
"2018-01-04 22:46:52","2018-01-04",100.6,1515106012000
"2018-01-04 23:01:15","2018-01-04",114.4,1515106875000
"2018-01-04 23:16:53","2018-01-04",105.7,1515107813000
"2018-01-04 23:31:51","2018-01-04",119.6,1515108711000
"2018-01-04 23:46:51","2018-01-04",120.9,1515109611000
"2018-01-05 00:01:51","2018-01-05",132.4,1515110511000
"2018-01-05 00:16:52","2018-01-05",137.9,1515111412000
"2018-01-05 00:31:52","2018-01-05",168.7,1515112312000
"2018-01-05 00:46:52","2018-01-05",174.5,1515113212000
"2018-01-05 01:01:52","2018-01-05",181.5,1515114112000
"2018-01-05 01:16:52","2018-01-05",214.7,1515115012000
"2018-01-05 01:31:52","2018-01-05",229.3,1515115912000
"2018-01-05 01:46:52","2018-01-05",216.1,1515116812000
"2018-01-05 02:01:51","2018-01-05",228.0,1515117711000
"2018-01-05 02:16:52","2018-01-05",220.3,1515118612000
"2018-01-05 02:31:52","2018-01-05",251.8,1515119512000
"2018-01-05 02:46:52","2018-01-05",292.1,1515120412000
"2018-01-05 03:01:52","2018-01-05",330.3,1515121312000
"2018-01-05 03:16:51","2018-01-05",319.9,1515122211000
"2018-01-05 03:31:51","2018-01-05",294.9,1515123111000
"2018-01-05 03:46:51","2018-01-05",313.5,1515124011000
"2018-01-05 04:01:52","2018-01-05",334.8,1515124912000
"2018-01-05 04:16:51","2018-01-05",305.3,1515125811000
"2018-01-05 04:31:52","2018-01-05",295.7,1515126712000
"2018-01-05 04:46:51","2018-01-05",327.5,1515127611000
"2018-01-05 05:01:52","2018-01-05",293.7,1515128512000
"2018-01-05 05:16:51","2018-01-05",322.4,1515129411000
"2018-01-05 05:31:51","2018-01-05",285.1,1515130311000
"2018-01-05 05:46:52","2018-01-05",254.7,1515131212000
"2018-01-05 06:01:52","2018-01-05",230.5,1515132112000
"2018-01-05 06:16:52","2018-01-05",234.8,1515133012000
"2018-01-05 06:31:52","2018-01-05",204.9,1515133912000
"2018-01-05 06:46:52","2018-01-05",218.6,1515134812000
"2018-01-05 07:01:19","2018-01-05",197.1,1515135679000
"2018-01-05 07:16:52","2018-01-05",183.6,1515136612000
"2018-01-05 07:31:51","2018-01-05",171.5,1515137511000
"2018-01-05 07:46:51","2018-01-05",156.4,1515138411000
"2018-01-05 08:01:51","2018-01-05",169.2,1515139311000
"2018-01-05 08:16:52","2018-01-05",139.4,1515140212000
"2018-01-05 08:31:52","2018-01-05",135.6,1515141112000
"2018-01-05 08:46:51","2018-01-05",141.6,1515142011000
"2018-01-05 09:01:51","2018-01-05",137.3,1515142911000
"2018-01-05 09:16:51","2018-01-05",130.2,1515143811000
"2018-01-05 09:31:52","2018-01-05",114.2,1515144712000
"2018-01-05 09:46:52","2018-01-05",113.5,1515145612000
"2018-01-05 10:01:51","2018-01-05",119.6,1515146511000
