"datetime","date","amm-i-subdaily-mgL","epoch"
"2018-01-02 00:02:10","2018-01-02",0.513,1514851330000
"2018-01-02 00:17:10","2018-01-02",0.524,1514852230000
"2018-01-02 00:32:11","2018-01-02",0.53,1514853131000
"2018-01-02 00:47:10","2018-01-02",0.525,1514854030000
"2018-01-02 01:02:10","2018-01-02",0.529,1514854930000
"2018-01-02 01:17:10","2018-01-02",0.532,1514855830000
"2018-01-02 01:32:10","2018-01-02",0.532,1514856730000
"2018-01-02 01:47:10","2018-01-02",0.532,1514857630000
"2018-01-02 02:02:10","2018-01-02",0.53,1514858530000
"2018-01-02 02:17:11","2018-01-02",0.522,1514859431000
"2018-01-02 02:32:11","2018-01-02",0.52,1514860331000
"2018-01-02 02:47:10","2018-01-02",0.52,1514861230000
"2018-01-02 03:02:10","2018-01-02",0.53,1514862130000
"2018-01-02 03:17:11","2018-01-02",0.515,1514863031000
"2018-01-02 03:32:11","2018-01-02",0.512,1514863931000
"2018-01-02 03:47:11","2018-01-02",0.515,1514864831000
"2018-01-02 04:02:10","2018-01-02",0.508,1514865730000
"2018-01-02 04:17:11","2018-01-02",0.506,1514866631000
"2018-01-02 04:32:10","2018-01-02",0.494,1514867530000
"2018-01-02 04:47:10","2018-01-02",0.507,1514868430000
"2018-01-02 05:02:10","2018-01-02",0.499,1514869330000
"2018-01-02 05:17:11","2018-01-02",0.504,1514870231000
"2018-01-02 05:32:10","2018-01-02",0.501,1514871130000
"2018-01-02 05:47:10","2018-01-02",0.512,1514872030000
"2018-01-02 06:02:11","2018-01-02",0.529,1514872931000
"2018-01-02 06:17:11","2018-01-02",0.551,1514873831000
"2018-01-02 06:32:11","2018-01-02",0.551,1514874731000
"2018-01-02 06:47:11","2018-01-02",0.534,1514875631000
"2018-01-02 07:02:11","2018-01-02",0.523,1514876531000
"2018-01-02 07:17:10","2018-01-02",0.515,1514877430000
"2018-01-02 07:32:11","2018-01-02",0.51,1514878331000
"2018-01-02 07:47:11","2018-01-02",0.513,1514879231000
"2018-01-02 08:02:11","2018-01-02",0.512,1514880131000
"2018-01-02 08:17:11","2018-01-02",0.512,1514881031000
"2018-01-02 08:32:11","2018-01-02",0.501,1514881931000
