"datetime","date","ph-i-subdaily","epoch"
"2021-01-02 00:01:58","2021-01-02",4.78,1609545718000
"2021-01-02 00:16:58","2021-01-02",4.8,1609546618000
"2021-01-02 00:31:58","2021-01-02",4.8,1609547518000
"2021-01-02 00:46:58","2021-01-02",4.8,1609548418000
"2021-01-02 01:01:58","2021-01-02",4.8,1609549318000
"2021-01-02 01:16:58","2021-01-02",4.81,1609550218000
"2021-01-02 01:31:58","2021-01-02",4.82,1609551118000
"2021-01-02 01:46:58","2021-01-02",4.82,1609552018000
"2021-01-02 02:01:59","2021-01-02",4.8,1609552919000
"2021-01-02 02:16:58","2021-01-02",4.81,1609553818000
"2021-01-02 02:31:59","2021-01-02",4.81,1609554719000
"2021-01-02 02:46:59","2021-01-02",4.81,1609555619000
"2021-01-02 03:01:58","2021-01-02",4.82,1609556518000
"2021-01-02 03:16:58","2021-01-02",4.81,1609557418000
"2021-01-02 03:31:58","2021-01-02",4.79,1609558318000
"2021-01-02 03:46:57","2021-01-02",4.81,1609559217000
"2021-01-02 04:01:58","2021-01-02",4.8,1609560118000
"2021-01-02 04:16:58","2021-01-02",4.79,1609561018000
"2021-01-02 04:31:58","2021-01-02",4.81,1609561918000
"2021-01-02 04:46:58","2021-01-02",4.82,1609562818000
"2021-01-02 05:01:58","2021-01-02",4.78,1609563718000
"2021-01-02 05:16:58","2021-01-02",4.77,1609564618000
"2021-01-02 05:31:58","2021-01-02",4.74,1609565518000
"2021-01-02 05:46:57","2021-01-02",4.72,1609566417000
"2021-01-02 06:01:58","2021-01-02",4.72,1609567318000
"2021-01-02 06:16:58","2021-01-02",4.73,1609568218000
"2021-01-02 06:31:58","2021-01-02",4.71,1609569118000
"2021-01-02 06:46:58","2021-01-02",4.7,1609570018000
"2021-01-02 07:01:58","2021-01-02",4.69,1609570918000
"2021-01-02 07:16:58","2021-01-02",4.73,1609571818000
"2021-01-02 07:31:58","2021-01-02",4.74,1609572718000
"2021-01-02 07:46:59","2021-01-02",4.85,1609573619000
"2021-01-02 08:01:58","2021-01-02",4.93,1609574518000
"2021-01-02 08:16:59","2021-01-02",4.99,1609575419000
"2021-01-02 08:31:59","2021-01-02",4.9,1609576319000
"2021-01-02 08:46:59","2021-01-02",4.95,1609577219000
"2021-01-02 09:01:58","2021-01-02",4.88,1609578118000
"2021-01-02 09:16:58","2021-01-02",4.81,1609579018000
"2021-01-02 09:31:58","2021-01-02",4.74,1609579918000
"2021-01-02 09:46:58","2021-01-02",4.14,1609580818000
"2021-01-02 10:01:58","2021-01-02",4.67,1609581718000
"2021-01-02 10:16:58","2021-01-02",4.64,1609582618000
"2021-01-02 10:31:59","2021-01-02",4.06,1609583519000
"2021-01-02 10:46:59","2021-01-02",4.59,1609584419000
"2021-01-02 11:01:59","2021-01-02",4.61,1609585319000
"2021-01-02 11:16:59","2021-01-02",4.58,1609586219000
"2021-01-02 11:31:58","2021-01-02",4.58,1609587118000
"2021-01-02 11:46:58","2021-01-02",4.6,1609588018000
"2021-01-02 12:01:57","2021-01-02",4.62,1609588917000
"2021-01-02 12:16:58","2021-01-02",4.59,1609589818000
"2021-01-02 12:31:58","2021-01-02",4.62,1609590718000
"2021-01-02 12:46:58","2021-01-02",4.66,1609591618000
"2021-01-02 13:01:59","2021-01-02",4.63,1609592519000
"2021-01-02 13:16:58","2021-01-02",4.65,1609593418000
"2021-01-02 13:31:58","2021-01-02",4.64,1609594318000
"2021-01-02 13:46:58","2021-01-02",4.62,1609595218000
"2021-01-02 14:01:58","2021-01-02",4.61,1609596118000
"2021-01-02 14:16:57","2021-01-02",4.59,1609597017000
"2021-01-02 14:31:57","2021-01-02",4.58,1609597917000
"2021-01-02 14:46:57","2021-01-02",4.63,1609598817000
"2021-01-02 15:01:57","2021-01-02",4.6,1609599717000
"2021-01-02 15:16:58","2021-01-02",4.6,1609600618000
"2021-01-02 15:31:58","2021-01-02",4.61,1609601518000
"2021-01-02 15:46:59","2021-01-02",4.58,1609602419000
"2021-01-02 16:01:58","2021-01-02",4.6,1609603318000
"2021-01-02 16:16:57","2021-01-02",4.59,1609604217000
"2021-01-02 16:31:58","2021-01-02",4.6,1609605118000
"2021-01-02 16:46:57","2021-01-02",4.6,1609606017000
"2021-01-02 17:01:57","2021-01-02",4.6,1609606917000
"2021-01-02 17:16:58","2021-01-02",4.61,1609607818000
"2021-01-02 17:31:58","2021-01-02",4.07,1609608718000
"2021-01-02 17:46:57","2021-01-02",4.57,1609609617000
"2021-01-02 18:01:57","2021-01-02",4.61,1609610517000
"2021-01-02 18:16:58","2021-01-02",4.61,1609611418000
"2021-01-02 18:31:58","2021-01-02",4.62,1609612318000
"2021-01-02 18:46:58","2021-01-02",4.62,1609613218000
"2021-01-02 19:01:58","2021-01-02",4.62,1609614118000
"2021-01-02 19:16:58","2021-01-02",4.59,1609615018000
"2021-01-02 19:31:58","2021-01-02",4.6,1609615918000
"2021-01-02 19:46:58","2021-01-02",4.04,1609616818000
"2021-01-02 20:01:58","2021-01-02",4.6,1609617718000
"2021-01-02 20:16:59","2021-01-02",4.56,1609618619000
"2021-01-02 20:31:58","2021-01-02",4.56,1609619518000
"2021-01-02 20:46:58","2021-01-02",4.0,1609620418000
"2021-01-02 21:01:58","2021-01-02",4.53,1609621318000
"2021-01-02 21:16:58","2021-01-02",4.56,1609622218000
"2021-01-02 21:31:59","2021-01-02",4.55,1609623119000
"2021-01-02 21:46:58","2021-01-02",4.52,1609624018000
"2021-01-02 22:01:58","2021-01-02",4.52,1609624918000
"2021-01-02 22:16:58","2021-01-02",4.53,1609625818000
"2021-01-02 22:31:58","2021-01-02",4.52,1609626718000
"2021-01-02 22:46:58","2021-01-02",4.53,1609627618000
"2021-01-02 23:01:58","2021-01-02",4.55,1609628518000
"2021-01-02 23:16:58","2021-01-02",3.98,1609629418000
"2021-01-02 23:31:58","2021-01-02",4.58,1609630318000
"2021-01-02 23:46:58","2021-01-02",4.62,1609631218000
"2021-01-03 00:01:58","2021-01-03",4.62,1609632118000
"2021-01-03 00:16:58","2021-01-03",4.65,1609633018000
"2021-01-03 00:31:57","2021-01-03",4.65,1609633917000
"2021-01-03 00:46:58","2021-01-03",4.67,1609634818000
"2021-01-03 01:01:58","2021-01-03",4.65,1609635718000
"2021-01-03 01:16:57","2021-01-03",4.68,1609636617000
"2021-01-03 01:31:58","2021-01-03",4.71,1609637518000
"2021-01-03 01:46:58","2021-01-03",4.72,1609638418000
"2021-01-03 02:01:58","2021-01-03",4.73,1609639318000
"2021-01-03 02:16:58","2021-01-03",4.71,1609640218000
"2021-01-03 02:31:58","2021-01-03",4.74,1609641118000
"2021-01-03 02:46:58","2021-01-03",4.73,1609642018000
"2021-01-03 03:01:58","2021-01-03",4.76,1609642918000
"2021-01-03 03:16:59","2021-01-03",4.75,1609643819000
"2021-01-03 03:31:59","2021-01-03",4.76,1609644719000
"2021-01-03 03:46:58","2021-01-03",4.74,1609645618000
"2021-01-03 04:01:58","2021-01-03",4.76,1609646518000
"2021-01-03 04:16:59","2021-01-03",4.72,1609647419000
"2021-01-03 04:31:58","2021-01-03",4.73,1609648318000
"2021-01-03 04:46:58","2021-01-03",4.73,1609649218000
"2021-01-03 05:01:58","2021-01-03",4.75,1609650118000
"2021-01-03 05:16:59","2021-01-03",4.72,1609651019000
"2021-01-03 05:31:58","2021-01-03",4.71,1609651918000
