"datetime","date","temp-i-subdaily-C","epoch"
"2019-02-06 13:54:18","2019-02-06",5.199,1549461258000
"2019-02-06 13:55:26","2019-02-06",5.198,1549461326000
"2019-02-06 14:00:26","2019-02-06",5.198,1549461626000
"2019-02-06 14:05:26","2019-02-06",5.203,1549461926000
"2019-02-06 14:10:26","2019-02-06",5.209,1549462226000
"2019-02-06 15:00:26","2019-02-06",5.263,1549465226000
"2019-02-06 16:00:26","2019-02-06",5.319,1549468826000
"2019-02-06 17:00:26","2019-02-06",5.344,1549472426000
"2019-02-06 18:00:26","2019-02-06",5.369,1549476026000
"2019-02-06 19:00:26","2019-02-06",5.388,1549479626000
"2019-02-06 20:00:26","2019-02-06",5.42,1549483226000
"2019-02-06 21:00:26","2019-02-06",5.452,1549486826000
"2019-02-06 22:00:26","2019-02-06",5.478,1549490426000
"2019-02-06 23:00:26","2019-02-06",5.506,1549494026000
"2019-02-07 00:00:26","2019-02-07",5.54,1549497626000
"2019-02-07 01:00:26","2019-02-07",5.572,1549501226000
"2019-02-07 02:00:26","2019-02-07",5.59,1549504826000
"2019-02-07 03:00:26","2019-02-07",5.586,1549508426000
"2019-02-07 04:00:26","2019-02-07",5.568,1549512026000
"2019-02-07 05:00:26","2019-02-07",5.53,1549515626000
"2019-02-07 06:00:26","2019-02-07",5.48,1549519226000
"2019-02-07 07:00:26","2019-02-07",5.447,1549522826000
"2019-02-07 08:00:26","2019-02-07",5.432,1549526426000
"2019-02-07 09:00:26","2019-02-07",5.464,1549530026000
"2019-02-07 10:00:26","2019-02-07",5.526,1549533626000
"2019-02-07 11:00:26","2019-02-07",5.593,1549537226000
"2019-02-07 12:00:26","2019-02-07",5.653,1549540826000
"2019-02-07 13:00:26","2019-02-07",5.71,1549544426000
"2019-02-07 14:00:26","2019-02-07",5.756,1549548026000
"2019-02-07 15:00:26","2019-02-07",5.767,1549551626000
"2019-02-07 16:00:26","2019-02-07",5.775,1549555226000
"2019-02-07 17:00:26","2019-02-07",5.776,1549558826000
"2019-02-07 18:00:26","2019-02-07",5.774,1549562426000
"2019-02-07 19:00:26","2019-02-07",5.775,1549566026000
"2019-02-07 20:00:26","2019-02-07",5.771,1549569626000
"2019-02-07 21:00:26","2019-02-07",5.79,1549573226000
"2019-02-07 22:00:26","2019-02-07",5.804,1549576826000
"2019-02-07 23:00:26","2019-02-07",5.82,1549580426000
"2019-02-08 00:00:26","2019-02-08",5.832,1549584026000
