"datetime","date","do-i-subdaily-mgL","epoch"
"2022-02-16 08:37:06","2022-02-16",9.58,1645000626000
"2022-02-16 08:38:19","2022-02-16",9.55,1645000699000
"2022-02-16 08:39:31","2022-02-16",9.51,1645000771000
"2022-02-16 08:40:43","2022-02-16",9.48,1645000843000
"2022-02-16 08:41:56","2022-02-16",9.46,1645000916000
"2022-02-16 08:43:09","2022-02-16",9.43,1645000989000
"2022-02-16 08:44:22","2022-02-16",9.4,1645001062000
"2022-02-16 08:45:35","2022-02-16",9.38,1645001135000
"2022-02-16 09:01:11","2022-02-16",9.23,1645002071000
"2022-02-16 11:37:06","2022-02-16",10.95,1645011426000
"2022-02-16 12:01:11","2022-02-16",10.98,1645012871000
"2022-02-16 13:01:11","2022-02-16",11.0,1645016471000
"2022-02-16 14:01:11","2022-02-16",11.01,1645020071000
"2022-02-16 15:01:11","2022-02-16",11.03,1645023671000
"2022-02-16 16:01:11","2022-02-16",11.03,1645027271000
"2022-02-16 17:01:11","2022-02-16",11.02,1645030871000
"2022-02-16 18:01:11","2022-02-16",10.99,1645034471000
"2022-02-16 19:01:11","2022-02-16",10.98,1645038071000
"2022-02-16 20:01:11","2022-02-16",10.96,1645041671000
"2022-02-16 21:01:11","2022-02-16",10.95,1645045271000
"2022-02-16 22:01:11","2022-02-16",10.95,1645048871000
"2022-02-16 23:01:11","2022-02-16",10.94,1645052471000
"2022-02-17 00:01:11","2022-02-17",10.94,1645056071000
"2022-02-17 01:01:11","2022-02-17",10.93,1645059671000
"2022-02-17 02:01:11","2022-02-17",10.92,1645063271000
"2022-02-17 03:01:11","2022-02-17",10.92,1645066871000
"2022-02-17 04:01:11","2022-02-17",10.91,1645070471000
"2022-02-17 05:01:11","2022-02-17",10.9,1645074071000
"2022-02-17 06:01:11","2022-02-17",10.89,1645077671000
"2022-02-17 07:01:11","2022-02-17",10.87,1645081271000
"2022-02-17 08:01:11","2022-02-17",10.87,1645084871000
"2022-02-17 09:01:11","2022-02-17",10.85,1645088471000
"2022-02-17 10:01:11","2022-02-17",10.84,1645092071000
"2022-02-17 11:01:11","2022-02-17",10.81,1645095671000
"2022-02-17 12:01:11","2022-02-17",10.77,1645099271000
"2022-02-17 13:01:11","2022-02-17",10.72,1645102871000
"2022-02-17 14:01:11","2022-02-17",10.72,1645106471000
"2022-02-17 15:01:11","2022-02-17",10.73,1645110071000
"2022-02-17 16:01:11","2022-02-17",10.75,1645113671000
"2022-02-17 17:01:11","2022-02-17",10.77,1645117271000
"2022-02-17 18:01:11","2022-02-17",10.78,1645120871000
"2022-02-17 19:01:11","2022-02-17",10.77,1645124471000
"2022-02-17 20:01:11","2022-02-17",10.78,1645128071000
"2022-02-17 21:01:11","2022-02-17",10.77,1645131671000
"2022-02-17 22:01:11","2022-02-17",10.77,1645135271000
"2022-02-17 23:01:11","2022-02-17",10.76,1645138871000
"2022-02-18 00:01:11","2022-02-18",10.74,1645142471000
"2022-02-18 01:01:11","2022-02-18",10.72,1645146071000
"2022-02-18 02:01:11","2022-02-18",10.72,1645149671000
"2022-02-18 03:01:11","2022-02-18",10.71,1645153271000
"2022-02-18 04:01:11","2022-02-18",10.7,1645156871000
"2022-02-18 05:01:11","2022-02-18",10.68,1645160471000
"2022-02-18 06:01:11","2022-02-18",10.68,1645164071000
"2022-02-18 07:01:11","2022-02-18",10.67,1645167671000
"2022-02-18 08:01:11","2022-02-18",10.66,1645171271000
"2022-02-18 09:01:11","2022-02-18",10.66,1645174871000
"2022-02-18 10:01:11","2022-02-18",10.66,1645178471000
"2022-02-18 11:01:11","2022-02-18",10.67,1645182071000
"2022-02-18 12:01:11","2022-02-18",10.64,1645185671000
"2022-02-18 13:01:11","2022-02-18",10.69,1645189271000
"2022-02-18 14:01:11","2022-02-18",10.71,1645192871000
"2022-02-18 15:01:11","2022-02-18",10.73,1645196471000
"2022-02-18 16:01:11","2022-02-18",10.76,1645200071000
"2022-02-18 17:01:11","2022-02-18",10.78,1645203671000
"2022-02-18 18:01:11","2022-02-18",10.78,1645207271000
"2022-02-18 19:01:11","2022-02-18",10.79,1645210871000
"2022-02-18 20:01:11","2022-02-18",10.8,1645214471000
"2022-02-18 21:01:11","2022-02-18",10.83,1645218071000
"2022-02-18 22:01:11","2022-02-18",10.85,1645221671000
"2022-02-18 23:01:11","2022-02-18",10.87,1645225271000
"2022-02-19 00:01:11","2022-02-19",10.89,1645228871000
"2022-02-19 01:01:11","2022-02-19",10.9,1645232471000
"2022-02-19 02:01:11","2022-02-19",10.91,1645236071000
"2022-02-19 03:01:11","2022-02-19",10.94,1645239671000
"2022-02-19 04:01:11","2022-02-19",10.95,1645243271000
"2022-02-19 05:01:11","2022-02-19",10.98,1645246871000
"2022-02-19 06:01:11","2022-02-19",10.98,1645250471000
"2022-02-19 07:01:11","2022-02-19",11.02,1645254071000
"2022-02-19 08:01:11","2022-02-19",11.04,1645257671000
"2022-02-19 09:01:11","2022-02-19",11.07,1645261271000
"2022-02-19 10:01:11","2022-02-19",11.12,1645264871000
"2022-02-19 11:01:11","2022-02-19",11.16,1645268471000
"2022-02-19 12:01:11","2022-02-19",11.2,1645272071000
"2022-02-19 13:01:11","2022-02-19",11.22,1645275671000
"2022-02-19 14:01:11","2022-02-19",11.23,1645279271000
"2022-02-19 15:01:11","2022-02-19",11.25,1645282871000
"2022-02-19 16:01:11","2022-02-19",11.27,1645286471000
"2022-02-19 17:01:11","2022-02-19",11.3,1645290071000
"2022-02-19 18:01:18","2022-02-19",11.34,1645293678000
"2022-02-19 19:01:11","2022-02-19",11.36,1645297271000
"2022-02-19 20:01:11","2022-02-19",11.37,1645300871000
"2022-02-19 21:01:11","2022-02-19",11.39,1645304471000
"2022-02-19 22:01:11","2022-02-19",11.42,1645308071000
"2022-02-19 23:01:11","2022-02-19",11.43,1645311671000
"2022-02-20 00:01:11","2022-02-20",11.43,1645315271000
"2022-02-20 01:01:11","2022-02-20",11.47,1645318871000
"2022-02-20 02:01:11","2022-02-20",11.46,1645322471000
"2022-02-20 03:01:11","2022-02-20",11.45,1645326071000
"2022-02-20 04:01:11","2022-02-20",11.45,1645329671000
"2022-02-20 05:01:11","2022-02-20",11.46,1645333271000
"2022-02-20 06:01:11","2022-02-20",11.47,1645336871000
"2022-02-20 07:01:11","2022-02-20",11.49,1645340471000
"2022-02-20 08:01:11","2022-02-20",11.49,1645344071000
"2022-02-20 09:01:11","2022-02-20",11.51,1645347671000
"2022-02-20 10:01:11","2022-02-20",11.52,1645351271000
"2022-02-20 11:01:11","2022-02-20",11.55,1645354871000
"2022-02-20 12:01:11","2022-02-20",11.56,1645358471000
"2022-02-20 13:01:11","2022-02-20",11.57,1645362071000
"2022-02-20 14:01:11","2022-02-20",11.56,1645365671000
"2022-02-20 15:01:11","2022-02-20",11.56,1645369271000
"2022-02-20 16:01:11","2022-02-20",11.56,1645372871000
"2022-02-20 17:01:11","2022-02-20",11.55,1645376471000
"2022-02-20 18:01:11","2022-02-20",11.51,1645380071000
"2022-02-20 19:01:11","2022-02-20",11.44,1645383671000
"2022-02-20 20:01:11","2022-02-20",11.4,1645387271000
"2022-02-20 21:01:11","2022-02-20",11.42,1645390871000
"2022-02-20 22:01:11","2022-02-20",11.42,1645394471000
"2022-02-20 23:01:11","2022-02-20",11.42,1645398071000
"2022-02-21 00:01:11","2022-02-21",11.43,1645401671000
"2022-02-21 01:01:11","2022-02-21",11.43,1645405271000
"2022-02-21 02:01:11","2022-02-21",11.45,1645408871000
"2022-02-21 03:01:11","2022-02-21",11.44,1645412471000
"2022-02-21 04:01:11","2022-02-21",11.44,1645416071000
"2022-02-21 05:01:11","2022-02-21",11.44,1645419671000
"2022-02-21 06:01:11","2022-02-21",11.42,1645423271000
"2022-02-21 07:01:11","2022-02-21",11.4,1645426871000
"2022-02-21 08:01:11","2022-02-21",11.39,1645430471000
"2022-02-21 09:01:11","2022-02-21",11.38,1645434071000
"2022-02-21 10:01:11","2022-02-21",11.39,1645437671000
"2022-02-21 11:01:11","2022-02-21",11.39,1645441271000
"2022-02-21 12:01:11","2022-02-21",11.38,1645444871000
"2022-02-21 13:01:11","2022-02-21",11.41,1645448471000
"2022-02-21 14:01:11","2022-02-21",11.42,1645452071000
"2022-02-21 15:01:11","2022-02-21",11.41,1645455671000
"2022-02-21 16:01:11","2022-02-21",11.41,1645459271000
"2022-02-21 17:01:11","2022-02-21",11.41,1645462871000
"2022-02-21 18:01:11","2022-02-21",11.4,1645466471000
"2022-02-21 19:01:11","2022-02-21",11.39,1645470071000
"2022-02-21 20:01:11","2022-02-21",11.39,1645473671000
"2022-02-21 21:01:11","2022-02-21",11.39,1645477271000
"2022-02-21 22:01:11","2022-02-21",11.4,1645480871000
"2022-02-21 23:01:11","2022-02-21",11.41,1645484471000
"2022-02-22 00:01:11","2022-02-22",11.42,1645488071000
"2022-02-22 01:01:11","2022-02-22",11.44,1645491671000
"2022-02-22 02:01:11","2022-02-22",11.43,1645495271000
"2022-02-22 03:01:11","2022-02-22",11.44,1645498871000
"2022-02-22 04:01:11","2022-02-22",11.42,1645502471000
"2022-02-22 05:01:11","2022-02-22",11.42,1645506071000
"2022-02-22 06:01:11","2022-02-22",11.41,1645509671000
"2022-02-22 07:01:11","2022-02-22",11.39,1645513271000
"2022-02-22 08:01:11","2022-02-22",11.37,1645516871000
"2022-02-22 09:01:11","2022-02-22",11.36,1645520471000
"2022-02-22 10:01:11","2022-02-22",11.36,1645524071000
"2022-02-22 11:01:11","2022-02-22",11.35,1645527671000
"2022-02-22 12:01:11","2022-02-22",11.36,1645531271000
"2022-02-22 13:01:11","2022-02-22",11.35,1645534871000
"2022-02-22 14:01:11","2022-02-22",11.35,1645538471000
"2022-02-22 15:01:11","2022-02-22",11.36,1645542071000
"2022-02-22 16:01:11","2022-02-22",11.37,1645545671000
"2022-02-22 17:01:11","2022-02-22",11.36,1645549271000
"2022-02-22 18:01:11","2022-02-22",11.36,1645552871000
"2022-02-22 19:01:11","2022-02-22",11.36,1645556471000
"2022-02-22 20:01:11","2022-02-22",11.36,1645560071000
"2022-02-22 21:01:11","2022-02-22",11.36,1645563671000
"2022-02-22 22:01:11","2022-02-22",11.36,1645567271000
"2022-02-22 23:01:11","2022-02-22",11.35,1645570871000
"2022-02-23 00:01:11","2022-02-23",11.35,1645574471000
"2022-02-23 01:01:11","2022-02-23",11.35,1645578071000
"2022-02-23 02:01:11","2022-02-23",11.34,1645581671000
"2022-02-23 03:01:11","2022-02-23",11.34,1645585271000
"2022-02-23 04:01:11","2022-02-23",11.33,1645588871000
"2022-02-23 05:01:11","2022-02-23",11.34,1645592471000
"2022-02-23 06:01:11","2022-02-23",11.33,1645596071000
"2022-02-23 07:01:11","2022-02-23",11.33,1645599671000
"2022-02-23 08:01:11","2022-02-23",11.33,1645603271000
"2022-02-23 09:01:11","2022-02-23",11.31,1645606871000
"2022-02-23 10:01:11","2022-02-23",11.31,1645610471000
"2022-02-23 11:01:11","2022-02-23",11.32,1645614071000
"2022-02-23 12:01:11","2022-02-23",11.28,1645617671000
"2022-02-23 13:01:11","2022-02-23",11.29,1645621271000
"2022-02-23 14:01:11","2022-02-23",11.3,1645624871000
