"datetime","date","amm-i-subdaily-mgL","epoch"
"2022-02-16 08:37:06","2022-02-16",0.85,1645000626000
"2022-02-16 08:38:19","2022-02-16",0.85,1645000699000
"2022-02-16 08:39:31","2022-02-16",0.86,1645000771000
"2022-02-16 08:40:43","2022-02-16",0.83,1645000843000
"2022-02-16 08:41:56","2022-02-16",0.81,1645000916000
"2022-02-16 08:43:09","2022-02-16",0.81,1645000989000
"2022-02-16 08:44:22","2022-02-16",0.82,1645001062000
"2022-02-16 08:45:35","2022-02-16",0.94,1645001135000
"2022-02-16 09:01:11","2022-02-16",1.4,1645002071000
"2022-02-16 11:37:06","2022-02-16",0.43,1645011426000
"2022-02-16 12:01:11","2022-02-16",0.41,1645012871000
"2022-02-16 13:01:11","2022-02-16",0.37,1645016471000
"2022-02-16 14:01:11","2022-02-16",0.36,1645020071000
"2022-02-16 15:01:11","2022-02-16",0.35,1645023671000
"2022-02-16 16:01:11","2022-02-16",0.34,1645027271000
"2022-02-16 17:01:11","2022-02-16",0.34,1645030871000
"2022-02-16 18:01:11","2022-02-16",0.34,1645034471000
"2022-02-16 19:01:11","2022-02-16",0.34,1645038071000
"2022-02-16 20:01:11","2022-02-16",0.34,1645041671000
"2022-02-16 21:01:11","2022-02-16",0.34,1645045271000
"2022-02-16 22:01:11","2022-02-16",0.34,1645048871000
"2022-02-16 23:01:11","2022-02-16",0.34,1645052471000
"2022-02-17 00:01:11","2022-02-17",0.34,1645056071000
"2022-02-17 01:01:11","2022-02-17",0.34,1645059671000
"2022-02-17 02:01:11","2022-02-17",0.33,1645063271000
"2022-02-17 03:01:11","2022-02-17",0.33,1645066871000
"2022-02-17 04:01:11","2022-02-17",0.33,1645070471000
"2022-02-17 05:01:11","2022-02-17",0.33,1645074071000
"2022-02-17 06:01:11","2022-02-17",0.33,1645077671000
"2022-02-17 07:01:11","2022-02-17",0.33,1645081271000
"2022-02-17 08:01:11","2022-02-17",0.33,1645084871000
"2022-02-17 09:01:11","2022-02-17",0.33,1645088471000
"2022-02-17 10:01:11","2022-02-17",0.33,1645092071000
"2022-02-17 11:01:11","2022-02-17",0.33,1645095671000
"2022-02-17 12:01:11","2022-02-17",0.34,1645099271000
"2022-02-17 13:01:11","2022-02-17",0.34,1645102871000
"2022-02-17 14:01:11","2022-02-17",0.34,1645106471000
"2022-02-17 15:01:11","2022-02-17",0.34,1645110071000
"2022-02-17 16:01:11","2022-02-17",0.35,1645113671000
"2022-02-17 17:01:11","2022-02-17",0.34,1645117271000
"2022-02-17 18:01:11","2022-02-17",0.34,1645120871000
"2022-02-17 19:01:11","2022-02-17",0.34,1645124471000
"2022-02-17 20:01:11","2022-02-17",0.35,1645128071000
"2022-02-17 21:01:11","2022-02-17",0.34,1645131671000
"2022-02-17 22:01:11","2022-02-17",0.35,1645135271000
"2022-02-17 23:01:11","2022-02-17",0.34,1645138871000
"2022-02-18 00:01:11","2022-02-18",0.34,1645142471000
"2022-02-18 01:01:11","2022-02-18",0.34,1645146071000
"2022-02-18 02:01:11","2022-02-18",0.34,1645149671000
"2022-02-18 03:01:11","2022-02-18",0.34,1645153271000
"2022-02-18 04:01:11","2022-02-18",0.34,1645156871000
"2022-02-18 05:01:11","2022-02-18",0.34,1645160471000
"2022-02-18 06:01:11","2022-02-18",0.34,1645164071000
"2022-02-18 07:01:11","2022-02-18",0.34,1645167671000
"2022-02-18 08:01:11","2022-02-18",0.34,1645171271000
"2022-02-18 09:01:11","2022-02-18",0.34,1645174871000
"2022-02-18 10:01:11","2022-02-18",0.34,1645178471000
"2022-02-18 11:01:11","2022-02-18",0.34,1645182071000
"2022-02-18 12:01:11","2022-02-18",0.34,1645185671000
"2022-02-18 13:01:11","2022-02-18",0.34,1645189271000
"2022-02-18 14:01:11","2022-02-18",0.35,1645192871000
"2022-02-18 15:01:11","2022-02-18",0.35,1645196471000
"2022-02-18 16:01:11","2022-02-18",0.35,1645200071000
"2022-02-18 17:01:11","2022-02-18",0.35,1645203671000
"2022-02-18 18:01:11","2022-02-18",0.35,1645207271000
"2022-02-18 19:01:11","2022-02-18",0.35,1645210871000
"2022-02-18 20:01:11","2022-02-18",0.35,1645214471000
"2022-02-18 21:01:11","2022-02-18",0.35,1645218071000
"2022-02-18 22:01:11","2022-02-18",0.35,1645221671000
