"datetime","date","cond-i-subdaily-uS","epoch"
"2019-01-02 00:02:11","2019-01-02",744.0,1546387331000
"2019-01-02 00:17:11","2019-01-02",739.0,1546388231000
"2019-01-02 00:32:11","2019-01-02",780.0,1546389131000
"2019-01-02 00:47:11","2019-01-02",787.0,1546390031000
"2019-01-02 01:02:12","2019-01-02",783.0,1546390932000
"2019-01-02 01:17:12","2019-01-02",788.0,1546391832000
"2019-01-02 01:32:12","2019-01-02",793.0,1546392732000
"2019-01-02 01:47:12","2019-01-02",770.0,1546393632000
"2019-01-02 02:02:12","2019-01-02",746.0,1546394532000
"2019-01-02 02:17:11","2019-01-02",735.0,1546395431000
"2019-01-02 02:32:11","2019-01-02",720.0,1546396331000
"2019-01-02 02:47:12","2019-01-02",725.0,1546397232000
"2019-01-02 03:02:12","2019-01-02",709.0,1546398132000
"2019-01-02 03:17:12","2019-01-02",706.0,1546399032000
"2019-01-02 03:32:11","2019-01-02",706.0,1546399931000
"2019-01-02 03:47:11","2019-01-02",717.0,1546400831000
"2019-01-02 04:02:12","2019-01-02",732.0,1546401732000
"2019-01-02 04:17:12","2019-01-02",740.0,1546402632000
"2019-01-02 04:32:12","2019-01-02",749.0,1546403532000
"2019-01-02 04:47:12","2019-01-02",753.0,1546404432000
"2019-01-02 05:02:12","2019-01-02",757.0,1546405332000
"2019-01-02 05:17:13","2019-01-02",750.0,1546406233000
"2019-01-02 05:32:12","2019-01-02",742.0,1546407132000
"2019-01-02 05:47:12","2019-01-02",744.0,1546408032000
"2019-01-02 06:02:12","2019-01-02",739.0,1546408932000
"2019-01-02 06:17:12","2019-01-02",739.0,1546409832000
"2019-01-02 06:32:12","2019-01-02",738.0,1546410732000
"2019-01-02 06:47:12","2019-01-02",733.0,1546411632000
"2019-01-02 07:02:11","2019-01-02",733.0,1546412531000
"2019-01-02 07:17:12","2019-01-02",738.0,1546413432000
"2019-01-02 07:32:12","2019-01-02",735.0,1546414332000
"2019-01-02 07:47:12","2019-01-02",727.0,1546415232000
"2019-01-02 08:02:11","2019-01-02",711.0,1546416131000
"2019-01-02 08:17:11","2019-01-02",730.0,1546417031000
"2019-01-02 08:32:11","2019-01-02",730.0,1546417931000
"2019-01-02 08:47:12","2019-01-02",726.0,1546418832000
"2019-01-02 09:02:11","2019-01-02",735.0,1546419731000
"2019-01-02 09:17:11","2019-01-02",741.0,1546420631000
"2019-01-02 09:32:11","2019-01-02",741.0,1546421531000
"2019-01-02 09:47:11","2019-01-02",740.0,1546422431000
"2019-01-02 10:02:12","2019-01-02",734.0,1546423332000
"2019-01-02 10:17:11","2019-01-02",729.0,1546424231000
"2019-01-02 10:32:12","2019-01-02",734.0,1546425132000
"2019-01-02 10:47:12","2019-01-02",738.0,1546426032000
"2019-01-02 11:02:12","2019-01-02",742.0,1546426932000
"2019-01-02 11:17:12","2019-01-02",746.0,1546427832000
"2019-01-02 11:32:12","2019-01-02",747.0,1546428732000
"2019-01-02 11:47:11","2019-01-02",754.0,1546429631000
"2019-01-02 12:02:11","2019-01-02",753.0,1546430531000
"2019-01-02 12:17:11","2019-01-02",749.0,1546431431000
"2019-01-02 12:32:11","2019-01-02",740.0,1546432331000
"2019-01-02 12:47:11","2019-01-02",734.0,1546433231000
"2019-01-02 13:02:11","2019-01-02",733.0,1546434131000
"2019-01-02 13:17:11","2019-01-02",779.0,1546435031000
"2019-01-02 13:32:11","2019-01-02",764.0,1546435931000
"2019-01-02 13:47:12","2019-01-02",768.0,1546436832000
"2019-01-02 14:02:11","2019-01-02",754.0,1546437731000
"2019-01-02 14:17:12","2019-01-02",729.0,1546438632000
"2019-01-02 14:32:11","2019-01-02",735.0,1546439531000
"2019-01-02 14:47:12","2019-01-02",727.0,1546440432000
"2019-01-02 15:02:12","2019-01-02",719.0,1546441332000
"2019-01-02 15:17:12","2019-01-02",714.0,1546442232000
"2019-01-02 15:32:12","2019-01-02",716.0,1546443132000
"2019-01-02 15:47:12","2019-01-02",732.0,1546444032000
"2019-01-02 16:02:11","2019-01-02",746.0,1546444931000
"2019-01-02 16:17:12","2019-01-02",755.0,1546445832000
"2019-01-02 16:32:12","2019-01-02",762.0,1546446732000
"2019-01-02 16:47:12","2019-01-02",767.0,1546447632000
"2019-01-02 17:02:11","2019-01-02",773.0,1546448531000
"2019-01-02 17:17:12","2019-01-02",775.0,1546449432000
"2019-01-02 17:32:12","2019-01-02",783.0,1546450332000
"2019-01-02 17:47:12","2019-01-02",779.0,1546451232000
"2019-01-02 18:02:12","2019-01-02",784.0,1546452132000
"2019-01-02 18:17:12","2019-01-02",782.0,1546453032000
"2019-01-02 18:32:12","2019-01-02",790.0,1546453932000
"2019-01-02 18:47:12","2019-01-02",788.0,1546454832000
"2019-01-02 19:02:12","2019-01-02",790.0,1546455732000
"2019-01-02 19:17:12","2019-01-02",795.0,1546456632000
"2019-01-02 19:32:12","2019-01-02",784.0,1546457532000
"2019-01-02 19:47:12","2019-01-02",791.0,1546458432000
"2019-01-02 20:02:12","2019-01-02",789.0,1546459332000
"2019-01-02 20:17:12","2019-01-02",786.0,1546460232000
"2019-01-02 20:32:12","2019-01-02",783.0,1546461132000
"2019-01-02 20:47:12","2019-01-02",789.0,1546462032000
"2019-01-02 21:02:12","2019-01-02",789.0,1546462932000
"2019-01-02 21:17:12","2019-01-02",770.0,1546463832000
"2019-01-02 21:32:12","2019-01-02",745.0,1546464732000
"2019-01-02 21:47:12","2019-01-02",747.0,1546465632000
"2019-01-02 22:02:11","2019-01-02",745.0,1546466531000
"2019-01-02 22:17:11","2019-01-02",752.0,1546467431000
"2019-01-02 22:32:11","2019-01-02",758.0,1546468331000
"2019-01-02 22:47:11","2019-01-02",757.0,1546469231000
"2019-01-02 23:02:11","2019-01-02",758.0,1546470131000
"2019-01-02 23:17:12","2019-01-02",759.0,1546471032000
"2019-01-02 23:32:12","2019-01-02",750.0,1546471932000
"2019-01-02 23:47:11","2019-01-02",743.0,1546472831000
"2019-01-03 00:02:11","2019-01-03",740.0,1546473731000
"2019-01-03 00:17:12","2019-01-03",745.0,1546474632000
"2019-01-03 00:32:12","2019-01-03",749.0,1546475532000
"2019-01-03 00:47:12","2019-01-03",750.0,1546476432000
"2019-01-03 01:02:11","2019-01-03",749.0,1546477331000
"2019-01-03 01:17:12","2019-01-03",745.0,1546478232000
"2019-01-03 01:32:12","2019-01-03",743.0,1546479132000
"2019-01-03 01:47:12","2019-01-03",776.0,1546480032000
"2019-01-03 02:02:12","2019-01-03",787.0,1546480932000
"2019-01-03 02:17:12","2019-01-03",787.0,1546481832000
"2019-01-03 02:32:12","2019-01-03",793.0,1546482732000
"2019-01-03 02:47:11","2019-01-03",769.0,1546483631000
"2019-01-03 03:02:12","2019-01-03",734.0,1546484532000
"2019-01-03 03:17:12","2019-01-03",723.0,1546485432000
"2019-01-03 03:32:11","2019-01-03",720.0,1546486331000
"2019-01-03 03:47:11","2019-01-03",715.0,1546487231000
"2019-01-03 04:02:12","2019-01-03",705.0,1546488132000
"2019-01-03 04:17:11","2019-01-03",708.0,1546489031000
"2019-01-03 04:32:11","2019-01-03",713.0,1546489931000
"2019-01-03 04:47:11","2019-01-03",732.0,1546490831000
"2019-01-03 05:02:11","2019-01-03",742.0,1546491731000
"2019-01-03 05:17:12","2019-01-03",752.0,1546492632000
"2019-01-03 05:32:12","2019-01-03",754.0,1546493532000
"2019-01-03 05:47:11","2019-01-03",758.0,1546494431000
"2019-01-03 06:02:11","2019-01-03",759.0,1546495331000
"2019-01-03 06:17:12","2019-01-03",747.0,1546496232000
"2019-01-03 06:32:12","2019-01-03",721.0,1546497132000
"2019-01-03 06:47:12","2019-01-03",709.0,1546498032000
"2019-01-03 07:02:11","2019-01-03",708.0,1546498931000
"2019-01-03 07:17:11","2019-01-03",711.0,1546499831000
"2019-01-03 07:32:12","2019-01-03",717.0,1546500732000
"2019-01-03 07:47:12","2019-01-03",725.0,1546501632000
"2019-01-03 08:02:11","2019-01-03",733.0,1546502531000
"2019-01-03 08:17:12","2019-01-03",755.0,1546503432000
"2019-01-03 08:32:12","2019-01-03",772.0,1546504332000
"2019-01-03 08:47:12","2019-01-03",774.0,1546505232000
"2019-01-03 09:02:12","2019-01-03",775.0,1546506132000
"2019-01-03 09:17:12","2019-01-03",774.0,1546507032000
"2019-01-03 09:32:12","2019-01-03",777.0,1546507932000
"2019-01-03 09:47:12","2019-01-03",753.0,1546508832000
"2019-01-03 10:02:12","2019-01-03",735.0,1546509732000
"2019-01-03 10:17:11","2019-01-03",716.0,1546510631000
"2019-01-03 10:32:11","2019-01-03",710.0,1546511531000
"2019-01-03 10:47:12","2019-01-03",717.0,1546512432000
"2019-01-03 11:02:11","2019-01-03",728.0,1546513331000
"2019-01-03 11:17:12","2019-01-03",734.0,1546514232000
"2019-01-03 11:32:12","2019-01-03",735.0,1546515132000
"2019-01-03 11:47:12","2019-01-03",733.0,1546516032000
"2019-01-03 12:02:11","2019-01-03",738.0,1546516931000
"2019-01-03 12:17:11","2019-01-03",752.0,1546517831000
"2019-01-03 12:32:11","2019-01-03",759.0,1546518731000
"2019-01-03 12:47:12","2019-01-03",762.0,1546519632000
"2019-01-03 13:02:11","2019-01-03",760.0,1546520531000
"2019-01-03 13:17:12","2019-01-03",758.0,1546521432000
"2019-01-03 13:32:12","2019-01-03",755.0,1546522332000
"2019-01-03 13:47:12","2019-01-03",741.0,1546523232000
"2019-01-03 14:02:12","2019-01-03",750.0,1546524132000
"2019-01-03 14:17:12","2019-01-03",761.0,1546525032000
"2019-01-03 14:32:12","2019-01-03",757.0,1546525932000
"2019-01-03 14:47:12","2019-01-03",760.0,1546526832000
"2019-01-03 15:02:12","2019-01-03",769.0,1546527732000
"2019-01-03 15:17:12","2019-01-03",752.0,1546528632000
"2019-01-03 15:32:12","2019-01-03",739.0,1546529532000
"2019-01-03 15:47:12","2019-01-03",732.0,1546530432000
"2019-01-03 16:02:11","2019-01-03",728.0,1546531331000
"2019-01-03 16:17:12","2019-01-03",724.0,1546532232000
"2019-01-03 16:32:12","2019-01-03",725.0,1546533132000
"2019-01-03 16:47:11","2019-01-03",740.0,1546534031000
"2019-01-03 17:02:12","2019-01-03",752.0,1546534932000
"2019-01-03 17:17:12","2019-01-03",758.0,1546535832000
"2019-01-03 17:32:11","2019-01-03",757.0,1546536731000
"2019-01-03 17:47:11","2019-01-03",761.0,1546537631000
"2019-01-03 18:02:11","2019-01-03",767.0,1546538531000
"2019-01-03 18:17:12","2019-01-03",769.0,1546539432000
"2019-01-03 18:32:12","2019-01-03",778.0,1546540332000
"2019-01-03 18:47:12","2019-01-03",788.0,1546541232000
"2019-01-03 19:02:12","2019-01-03",791.0,1546542132000
"2019-01-03 19:17:11","2019-01-03",800.0,1546543031000
"2019-01-03 19:32:11","2019-01-03",801.0,1546543931000
"2019-01-03 19:47:12","2019-01-03",804.0,1546544832000
"2019-01-03 20:02:11","2019-01-03",803.0,1546545731000
"2019-01-03 20:17:12","2019-01-03",804.0,1546546632000
"2019-01-03 20:32:12","2019-01-03",803.0,1546547532000
"2019-01-03 20:47:12","2019-01-03",801.0,1546548432000
"2019-01-03 21:02:12","2019-01-03",800.0,1546549332000
"2019-01-03 21:17:12","2019-01-03",798.0,1546550232000
"2019-01-03 21:32:12","2019-01-03",801.0,1546551132000
"2019-01-03 21:47:11","2019-01-03",798.0,1546552031000
"2019-01-03 22:02:11","2019-01-03",792.0,1546552931000
"2019-01-03 22:17:12","2019-01-03",770.0,1546553832000
"2019-01-03 22:32:12","2019-01-03",759.0,1546554732000
"2019-01-03 22:47:11","2019-01-03",756.0,1546555631000
"2019-01-03 23:02:12","2019-01-03",761.0,1546556532000
"2019-01-03 23:17:12","2019-01-03",765.0,1546557432000
