"datetime","date","cond-i-subdaily-uS","epoch"
"2022-01-02 00:02:11","2022-01-02",651.0,1641081731000
"2022-01-02 00:17:11","2022-01-02",641.0,1641082631000
"2022-01-02 00:32:11","2022-01-02",647.0,1641083531000
"2022-01-02 00:47:13","2022-01-02",651.0,1641084433000
"2022-01-02 01:02:11","2022-01-02",636.0,1641085331000
"2022-01-02 01:17:11","2022-01-02",622.0,1641086231000
"2022-01-02 01:32:11","2022-01-02",647.0,1641087131000
"2022-01-02 01:47:11","2022-01-02",624.0,1641088031000
"2022-01-02 02:02:11","2022-01-02",631.0,1641088931000
"2022-01-02 02:17:11","2022-01-02",634.0,1641089831000
"2022-01-02 02:32:11","2022-01-02",664.0,1641090731000
"2022-01-02 02:47:13","2022-01-02",669.0,1641091633000
"2022-01-02 03:02:11","2022-01-02",650.0,1641092531000
"2022-01-02 03:17:11","2022-01-02",631.0,1641093431000
"2022-01-02 03:32:11","2022-01-02",626.0,1641094331000
"2022-01-02 03:47:11","2022-01-02",619.0,1641095231000
"2022-01-02 04:02:11","2022-01-02",625.0,1641096131000
"2022-01-02 04:17:11","2022-01-02",626.0,1641097031000
"2022-01-02 04:32:14","2022-01-02",625.0,1641097934000
"2022-01-02 04:47:11","2022-01-02",627.0,1641098831000
"2022-01-02 05:02:11","2022-01-02",628.0,1641099731000
"2022-01-02 05:17:11","2022-01-02",623.0,1641100631000
"2022-01-02 05:32:11","2022-01-02",632.0,1641101531000
"2022-01-02 05:47:11","2022-01-02",625.0,1641102431000
"2022-01-02 06:02:13","2022-01-02",676.0,1641103333000
"2022-01-02 06:17:11","2022-01-02",643.0,1641104231000
"2022-01-02 06:32:11","2022-01-02",651.0,1641105131000
"2022-01-02 06:47:11","2022-01-02",652.0,1641106031000
"2022-01-02 07:02:12","2022-01-02",653.0,1641106932000
"2022-01-02 07:17:11","2022-01-02",647.0,1641107831000
"2022-01-02 07:47:11","2022-01-02",639.0,1641109631000
"2022-01-02 08:02:14","2022-01-02",649.0,1641110534000
"2022-01-02 08:17:11","2022-01-02",659.0,1641111431000
"2022-01-02 08:32:11","2022-01-02",658.0,1641112331000
"2022-01-02 08:47:11","2022-01-02",655.0,1641113231000
"2022-01-02 09:02:11","2022-01-02",652.0,1641114131000
"2022-01-02 09:17:11","2022-01-02",655.0,1641115031000
"2022-01-02 09:32:12","2022-01-02",643.0,1641115932000
"2022-01-02 09:47:11","2022-01-02",671.0,1641116831000
"2022-01-02 10:02:11","2022-01-02",663.0,1641117731000
"2022-01-02 10:17:12","2022-01-02",664.0,1641118632000
"2022-01-02 10:32:11","2022-01-02",649.0,1641119531000
"2022-01-02 10:47:11","2022-01-02",646.0,1641120431000
"2022-01-02 11:02:11","2022-01-02",672.0,1641121331000
"2022-01-02 11:17:11","2022-01-02",653.0,1641122231000
"2022-01-02 11:32:11","2022-01-02",656.0,1641123131000
"2022-01-02 11:47:11","2022-01-02",651.0,1641124031000
"2022-01-02 12:02:11","2022-01-02",658.0,1641124931000
"2022-01-02 12:17:12","2022-01-02",649.0,1641125832000
"2022-01-02 12:32:11","2022-01-02",643.0,1641126731000
"2022-01-02 12:47:11","2022-01-02",633.0,1641127631000
"2022-01-02 13:02:11","2022-01-02",645.0,1641128531000
"2022-01-02 13:17:11","2022-01-02",658.0,1641129431000
"2022-01-02 13:32:12","2022-01-02",664.0,1641130332000
"2022-01-02 13:47:11","2022-01-02",640.0,1641131231000
"2022-01-02 14:02:11","2022-01-02",662.0,1641132131000
"2022-01-02 14:17:11","2022-01-02",645.0,1641133031000
"2022-01-02 14:32:11","2022-01-02",643.0,1641133931000
"2022-01-02 14:47:11","2022-01-02",658.0,1641134831000
"2022-01-02 15:02:11","2022-01-02",670.0,1641135731000
"2022-01-02 15:17:11","2022-01-02",658.0,1641136631000
"2022-01-02 15:32:11","2022-01-02",728.0,1641137531000
"2022-01-02 15:47:11","2022-01-02",649.0,1641138431000
"2022-01-02 16:02:11","2022-01-02",690.0,1641139331000
"2022-01-02 16:17:11","2022-01-02",712.0,1641140231000
"2022-01-02 16:32:11","2022-01-02",686.0,1641141131000
"2022-01-02 16:47:11","2022-01-02",694.0,1641142031000
"2022-01-02 17:02:11","2022-01-02",631.0,1641142931000
"2022-01-02 17:17:11","2022-01-02",638.0,1641143831000
"2022-01-02 17:32:11","2022-01-02",638.0,1641144731000
"2022-01-02 17:47:11","2022-01-02",641.0,1641145631000
"2022-01-02 18:02:11","2022-01-02",639.0,1641146531000
"2022-01-02 18:17:11","2022-01-02",645.0,1641147431000
"2022-01-02 18:32:11","2022-01-02",661.0,1641148331000
"2022-01-02 18:47:11","2022-01-02",666.0,1641149231000
"2022-01-02 19:02:11","2022-01-02",663.0,1641150131000
"2022-01-02 19:17:11","2022-01-02",661.0,1641151031000
"2022-01-02 19:32:11","2022-01-02",658.0,1641151931000
"2022-01-02 19:47:11","2022-01-02",664.0,1641152831000
"2022-01-02 20:02:13","2022-01-02",664.0,1641153733000
"2022-01-02 20:17:11","2022-01-02",666.0,1641154631000
"2022-01-02 20:32:11","2022-01-02",660.0,1641155531000
"2022-01-02 20:47:11","2022-01-02",661.0,1641156431000
"2022-01-02 21:02:14","2022-01-02",663.0,1641157334000
"2022-01-02 21:17:11","2022-01-02",659.0,1641158231000
"2022-01-02 21:32:11","2022-01-02",683.0,1641159131000
"2022-01-02 21:47:11","2022-01-02",687.0,1641160031000
"2022-01-02 22:02:12","2022-01-02",678.0,1641160932000
"2022-01-02 22:17:11","2022-01-02",689.0,1641161831000
"2022-01-02 22:32:14","2022-01-02",697.0,1641162734000
"2022-01-02 22:47:11","2022-01-02",689.0,1641163631000
"2022-01-02 23:02:11","2022-01-02",681.0,1641164531000
"2022-01-02 23:17:11","2022-01-02",668.0,1641165431000
"2022-01-02 23:32:11","2022-01-02",734.0,1641166331000
"2022-01-02 23:47:11","2022-01-02",681.0,1641167231000
"2022-01-03 00:02:11","2022-01-03",666.0,1641168131000
"2022-01-03 00:17:11","2022-01-03",658.0,1641169031000
"2022-01-03 00:32:14","2022-01-03",675.0,1641169934000
"2022-01-03 00:47:11","2022-01-03",691.0,1641170831000
"2022-01-03 01:02:11","2022-01-03",675.0,1641171731000
"2022-01-03 01:17:11","2022-01-03",666.0,1641172631000
"2022-01-03 01:32:11","2022-01-03",673.0,1641173531000
"2022-01-03 01:47:14","2022-01-03",662.0,1641174434000
"2022-01-03 02:02:11","2022-01-03",670.0,1641175331000
"2022-01-03 02:17:12","2022-01-03",666.0,1641176232000
"2022-01-03 02:32:11","2022-01-03",696.0,1641177131000
"2022-01-03 02:47:11","2022-01-03",663.0,1641178031000
"2022-01-03 03:02:11","2022-01-03",649.0,1641178931000
"2022-01-03 03:17:11","2022-01-03",678.0,1641179831000
"2022-01-03 03:32:11","2022-01-03",674.0,1641180731000
"2022-01-03 03:47:11","2022-01-03",675.0,1641181631000
"2022-01-03 04:02:11","2022-01-03",650.0,1641182531000
"2022-01-03 04:17:11","2022-01-03",651.0,1641183431000
"2022-01-03 04:32:11","2022-01-03",644.0,1641184331000
"2022-01-03 04:47:11","2022-01-03",647.0,1641185231000
"2022-01-03 05:02:11","2022-01-03",673.0,1641186131000
"2022-01-03 05:17:11","2022-01-03",625.0,1641187031000
"2022-01-03 05:32:11","2022-01-03",638.0,1641187931000
"2022-01-03 05:47:11","2022-01-03",639.0,1641188831000
"2022-01-03 06:02:11","2022-01-03",630.0,1641189731000
"2022-01-03 06:17:11","2022-01-03",657.0,1641190631000
"2022-01-03 06:32:11","2022-01-03",671.0,1641191531000
"2022-01-03 06:47:11","2022-01-03",681.0,1641192431000
"2022-01-03 07:02:11","2022-01-03",660.0,1641193331000
"2022-01-03 07:17:12","2022-01-03",658.0,1641194232000
"2022-01-03 07:32:11","2022-01-03",678.0,1641195131000
"2022-01-03 07:47:11","2022-01-03",683.0,1641196031000
"2022-01-03 08:02:12","2022-01-03",679.0,1641196932000
