"datetime","date","ph-i-subdaily","epoch"
"2019-01-02 00:02:12","2019-01-02",7.93,1546387332000
"2019-01-02 00:17:12","2019-01-02",7.93,1546388232000
"2019-01-02 00:32:12","2019-01-02",7.92,1546389132000
"2019-01-02 00:47:12","2019-01-02",7.91,1546390032000
"2019-01-02 01:02:12","2019-01-02",7.9,1546390932000
"2019-01-02 01:17:12","2019-01-02",7.9,1546391832000
"2019-01-02 01:32:12","2019-01-02",7.89,1546392732000
"2019-01-02 01:47:12","2019-01-02",7.89,1546393632000
"2019-01-02 02:02:12","2019-01-02",7.88,1546394532000
"2019-01-02 02:17:12","2019-01-02",7.86,1546395432000
"2019-01-02 02:32:13","2019-01-02",7.85,1546396333000
"2019-01-02 02:47:12","2019-01-02",7.84,1546397232000
"2019-01-02 03:02:12","2019-01-02",7.84,1546398132000
"2019-01-02 03:17:12","2019-01-02",7.83,1546399032000
"2019-01-02 03:32:12","2019-01-02",7.83,1546399932000
"2019-01-02 03:47:12","2019-01-02",7.83,1546400832000
"2019-01-02 04:02:12","2019-01-02",7.83,1546401732000
"2019-01-02 04:17:12","2019-01-02",7.84,1546402632000
"2019-01-02 04:32:12","2019-01-02",7.85,1546403532000
"2019-01-02 04:47:12","2019-01-02",7.83,1546404432000
"2019-01-02 05:02:13","2019-01-02",7.81,1546405333000
"2019-01-02 05:17:12","2019-01-02",7.79,1546406232000
"2019-01-02 05:32:12","2019-01-02",7.78,1546407132000
"2019-01-02 05:47:12","2019-01-02",7.77,1546408032000
"2019-01-02 06:02:12","2019-01-02",7.76,1546408932000
"2019-01-02 06:17:15","2019-01-02",7.77,1546409835000
"2019-01-02 06:32:13","2019-01-02",7.77,1546410733000
"2019-01-02 06:47:12","2019-01-02",7.78,1546411632000
"2019-01-02 07:02:12","2019-01-02",7.79,1546412532000
"2019-01-02 07:17:12","2019-01-02",7.8,1546413432000
"2019-01-02 07:32:12","2019-01-02",7.82,1546414332000
"2019-01-02 07:47:13","2019-01-02",7.84,1546415233000
"2019-01-02 08:02:12","2019-01-02",7.85,1546416132000
"2019-01-02 08:17:12","2019-01-02",7.85,1546417032000
"2019-01-02 08:32:12","2019-01-02",7.86,1546417932000
"2019-01-02 08:47:12","2019-01-02",7.87,1546418832000
"2019-01-02 09:02:12","2019-01-02",7.87,1546419732000
"2019-01-02 09:17:13","2019-01-02",7.88,1546420633000
"2019-01-02 09:32:12","2019-01-02",7.89,1546421532000
"2019-01-02 09:47:12","2019-01-02",7.9,1546422432000
"2019-01-02 10:02:14","2019-01-02",7.91,1546423334000
"2019-01-02 10:17:11","2019-01-02",7.91,1546424231000
"2019-01-02 10:32:11","2019-01-02",7.91,1546425131000
"2019-01-02 10:47:11","2019-01-02",7.92,1546426031000
"2019-01-02 11:02:11","2019-01-02",7.92,1546426931000
"2019-01-02 11:17:12","2019-01-02",7.93,1546427832000
"2019-01-02 11:32:14","2019-01-02",7.93,1546428734000
"2019-01-02 11:47:11","2019-01-02",7.92,1546429631000
"2019-01-02 12:02:11","2019-01-02",7.93,1546430531000
"2019-01-02 12:17:11","2019-01-02",7.93,1546431431000
"2019-01-02 12:32:11","2019-01-02",7.92,1546432331000
"2019-01-02 12:47:11","2019-01-02",7.92,1546433231000
"2019-01-02 13:02:14","2019-01-02",7.91,1546434134000
"2019-01-02 13:17:12","2019-01-02",7.9,1546435032000
"2019-01-02 13:32:11","2019-01-02",7.89,1546435931000
"2019-01-02 13:47:11","2019-01-02",7.88,1546436831000
"2019-01-02 14:02:14","2019-01-02",7.87,1546437734000
"2019-01-02 14:17:11","2019-01-02",7.86,1546438631000
"2019-01-02 14:32:11","2019-01-02",7.86,1546439531000
"2019-01-02 14:47:11","2019-01-02",7.85,1546440431000
"2019-01-02 15:02:11","2019-01-02",7.85,1546441331000
"2019-01-02 15:17:11","2019-01-02",7.84,1546442231000
"2019-01-02 15:32:11","2019-01-02",7.83,1546443131000
"2019-01-02 15:47:11","2019-01-02",7.82,1546444031000
"2019-01-02 16:02:11","2019-01-02",7.81,1546444931000
"2019-01-02 16:17:11","2019-01-02",7.81,1546445831000
"2019-01-02 16:32:11","2019-01-02",7.81,1546446731000
"2019-01-02 16:47:11","2019-01-02",7.81,1546447631000
"2019-01-02 17:02:11","2019-01-02",7.82,1546448531000
"2019-01-02 17:17:11","2019-01-02",7.83,1546449431000
"2019-01-02 17:32:11","2019-01-02",7.82,1546450331000
