"datetime","date","temp-i-subdaily-C","epoch"
"2021-01-02 00:01:58","2021-01-02",6.69,1609545718000
"2021-01-02 00:16:58","2021-01-02",6.76,1609546618000
"2021-01-02 00:31:58","2021-01-02",6.77,1609547518000
"2021-01-02 00:46:58","2021-01-02",6.78,1609548418000
"2021-01-02 01:01:58","2021-01-02",6.82,1609549318000
"2021-01-02 01:16:58","2021-01-02",6.8,1609550218000
"2021-01-02 01:31:58","2021-01-02",6.84,1609551118000
"2021-01-02 01:46:58","2021-01-02",6.88,1609552018000
"2021-01-02 02:01:59","2021-01-02",6.85,1609552919000
"2021-01-02 02:16:58","2021-01-02",6.79,1609553818000
"2021-01-02 02:31:59","2021-01-02",6.8,1609554719000
"2021-01-02 02:46:59","2021-01-02",6.89,1609555619000
"2021-01-02 03:01:58","2021-01-02",6.92,1609556518000
"2021-01-02 03:16:58","2021-01-02",6.9,1609557418000
"2021-01-02 03:31:58","2021-01-02",6.92,1609558318000
"2021-01-02 03:46:57","2021-01-02",6.92,1609559217000
"2021-01-02 04:01:58","2021-01-02",6.91,1609560118000
"2021-01-02 04:16:58","2021-01-02",6.9,1609561018000
"2021-01-02 04:31:58","2021-01-02",6.85,1609561918000
"2021-01-02 04:46:58","2021-01-02",6.77,1609562818000
"2021-01-02 05:01:58","2021-01-02",6.72,1609563718000
"2021-01-02 05:16:58","2021-01-02",6.66,1609564618000
"2021-01-02 05:31:58","2021-01-02",6.64,1609565518000
"2021-01-02 05:46:57","2021-01-02",6.61,1609566417000
"2021-01-02 06:01:58","2021-01-02",6.6,1609567318000
"2021-01-02 06:16:58","2021-01-02",6.59,1609568218000
"2021-01-02 06:31:58","2021-01-02",6.53,1609569118000
"2021-01-02 06:46:58","2021-01-02",6.46,1609570018000
"2021-01-02 07:01:58","2021-01-02",6.43,1609570918000
"2021-01-02 07:16:58","2021-01-02",6.37,1609571818000
"2021-01-02 07:31:58","2021-01-02",6.29,1609572718000
"2021-01-02 07:46:59","2021-01-02",6.27,1609573619000
"2021-01-02 08:01:58","2021-01-02",6.17,1609574518000
"2021-01-02 08:16:59","2021-01-02",6.1,1609575419000
"2021-01-02 08:31:59","2021-01-02",6.1,1609576319000
"2021-01-02 08:46:59","2021-01-02",6.06,1609577219000
"2021-01-02 09:01:58","2021-01-02",6.03,1609578118000
"2021-01-02 09:16:58","2021-01-02",5.98,1609579018000
"2021-01-02 09:31:58","2021-01-02",5.95,1609579918000
"2021-01-02 09:46:58","2021-01-02",5.95,1609580818000
"2021-01-02 10:01:58","2021-01-02",5.95,1609581718000
"2021-01-02 10:16:58","2021-01-02",5.93,1609582618000
"2021-01-02 10:31:59","2021-01-02",5.9,1609583519000
"2021-01-02 10:46:59","2021-01-02",5.95,1609584419000
"2021-01-02 11:01:59","2021-01-02",6.05,1609585319000
"2021-01-02 11:16:59","2021-01-02",6.06,1609586219000
"2021-01-02 11:31:58","2021-01-02",6.11,1609587118000
"2021-01-02 11:46:58","2021-01-02",6.29,1609588018000
"2021-01-02 12:01:57","2021-01-02",6.38,1609588917000
"2021-01-02 12:16:58","2021-01-02",6.45,1609589818000
"2021-01-02 12:31:58","2021-01-02",6.5,1609590718000
"2021-01-02 12:46:58","2021-01-02",6.58,1609591618000
"2021-01-02 13:01:59","2021-01-02",6.6,1609592519000
"2021-01-02 13:16:58","2021-01-02",6.65,1609593418000
"2021-01-02 13:31:58","2021-01-02",6.66,1609594318000
"2021-01-02 13:46:58","2021-01-02",6.7,1609595218000
"2021-01-02 14:01:58","2021-01-02",6.74,1609596118000
"2021-01-02 14:16:57","2021-01-02",6.77,1609597017000
"2021-01-02 14:31:57","2021-01-02",6.72,1609597917000
"2021-01-02 14:46:57","2021-01-02",6.76,1609598817000
"2021-01-02 15:01:57","2021-01-02",6.75,1609599717000
"2021-01-02 15:16:58","2021-01-02",6.79,1609600618000
"2021-01-02 15:31:58","2021-01-02",6.82,1609601518000
"2021-01-02 15:46:59","2021-01-02",6.79,1609602419000
"2021-01-02 16:01:58","2021-01-02",6.81,1609603318000
"2021-01-02 16:16:57","2021-01-02",6.8,1609604217000
"2021-01-02 16:31:58","2021-01-02",6.79,1609605118000
"2021-01-02 16:46:57","2021-01-02",6.73,1609606017000
"2021-01-02 17:01:57","2021-01-02",6.65,1609606917000
"2021-01-02 17:16:58","2021-01-02",6.61,1609607818000
"2021-01-02 17:31:58","2021-01-02",6.56,1609608718000
"2021-01-02 17:46:57","2021-01-02",6.52,1609609617000
"2021-01-02 18:01:57","2021-01-02",6.5,1609610517000
"2021-01-02 18:16:58","2021-01-02",6.48,1609611418000
"2021-01-02 18:31:58","2021-01-02",6.46,1609612318000
"2021-01-02 18:46:58","2021-01-02",6.41,1609613218000
"2021-01-02 19:01:58","2021-01-02",6.35,1609614118000
"2021-01-02 19:16:58","2021-01-02",6.3,1609615018000
"2021-01-02 19:31:58","2021-01-02",6.26,1609615918000
"2021-01-02 19:46:58","2021-01-02",6.2,1609616818000
"2021-01-02 20:01:58","2021-01-02",6.14,1609617718000
"2021-01-02 20:16:59","2021-01-02",6.08,1609618619000
"2021-01-02 20:31:58","2021-01-02",6.01,1609619518000
"2021-01-02 20:46:58","2021-01-02",5.94,1609620418000
"2021-01-02 21:01:58","2021-01-02",5.91,1609621318000
"2021-01-02 21:16:58","2021-01-02",5.86,1609622218000
"2021-01-02 21:31:59","2021-01-02",5.84,1609623119000
"2021-01-02 21:46:58","2021-01-02",5.8,1609624018000
"2021-01-02 22:01:58","2021-01-02",5.8,1609624918000
"2021-01-02 22:16:58","2021-01-02",5.81,1609625818000
"2021-01-02 22:31:58","2021-01-02",5.8,1609626718000
"2021-01-02 22:46:58","2021-01-02",5.8,1609627618000
"2021-01-02 23:01:58","2021-01-02",5.88,1609628518000
"2021-01-02 23:16:58","2021-01-02",5.92,1609629418000
"2021-01-02 23:31:58","2021-01-02",5.97,1609630318000
"2021-01-02 23:46:58","2021-01-02",6.11,1609631218000
"2021-01-03 00:01:58","2021-01-03",6.22,1609632118000
"2021-01-03 00:16:58","2021-01-03",6.31,1609633018000
"2021-01-03 00:31:57","2021-01-03",6.38,1609633917000
"2021-01-03 00:46:58","2021-01-03",6.42,1609634818000
"2021-01-03 01:01:58","2021-01-03",6.42,1609635718000
"2021-01-03 01:16:57","2021-01-03",6.5,1609636617000
"2021-01-03 01:31:58","2021-01-03",6.5,1609637518000
"2021-01-03 01:46:58","2021-01-03",6.52,1609638418000
"2021-01-03 02:01:58","2021-01-03",6.56,1609639318000
"2021-01-03 02:16:58","2021-01-03",6.45,1609640218000
"2021-01-03 02:31:58","2021-01-03",6.56,1609641118000
"2021-01-03 02:46:58","2021-01-03",6.52,1609642018000
"2021-01-03 03:01:58","2021-01-03",6.56,1609642918000
"2021-01-03 03:16:59","2021-01-03",6.49,1609643819000
"2021-01-03 03:31:59","2021-01-03",6.59,1609644719000
"2021-01-03 03:46:58","2021-01-03",6.63,1609645618000
"2021-01-03 04:01:58","2021-01-03",6.58,1609646518000
"2021-01-03 04:16:59","2021-01-03",6.6,1609647419000
"2021-01-03 04:31:58","2021-01-03",6.63,1609648318000
"2021-01-03 04:46:58","2021-01-03",6.61,1609649218000
"2021-01-03 05:01:58","2021-01-03",6.58,1609650118000
"2021-01-03 05:16:59","2021-01-03",6.48,1609651019000
"2021-01-03 05:31:58","2021-01-03",6.39,1609651918000
"2021-01-03 05:46:58","2021-01-03",6.32,1609652818000
"2021-01-03 06:01:58","2021-01-03",6.3,1609653718000
"2021-01-03 06:16:58","2021-01-03",6.28,1609654618000
"2021-01-03 06:31:59","2021-01-03",6.27,1609655519000
"2021-01-03 06:46:58","2021-01-03",6.25,1609656418000
"2021-01-03 07:01:58","2021-01-03",6.24,1609657318000
"2021-01-03 07:16:58","2021-01-03",6.2,1609658218000
"2021-01-03 07:31:59","2021-01-03",6.12,1609659119000
"2021-01-03 07:46:58","2021-01-03",6.06,1609660018000
"2021-01-03 08:01:58","2021-01-03",6.04,1609660918000
