"datetime","date","sal-i-subdaily-psu","epoch"
"2020-01-02 00:02:12","2020-01-02",0.2995,1577923332000
"2020-01-02 00:17:12","2020-01-02",0.3001,1577924232000
"2020-01-02 00:32:12","2020-01-02",0.2984,1577925132000
"2020-01-02 00:47:12","2020-01-02",0.3001,1577926032000
"2020-01-02 01:02:12","2020-01-02",0.2995,1577926932000
"2020-01-02 01:17:12","2020-01-02",0.2995,1577927832000
"2020-01-02 01:32:12","2020-01-02",0.3001,1577928732000
"2020-01-02 01:47:12","2020-01-02",0.3001,1577929632000
"2020-01-02 02:02:12","2020-01-02",0.3001,1577930532000
"2020-01-02 02:17:12","2020-01-02",0.2995,1577931432000
"2020-01-02 02:32:12","2020-01-02",0.2995,1577932332000
"2020-01-02 02:47:12","2020-01-02",0.3007,1577933232000
"2020-01-02 03:02:12","2020-01-02",0.2995,1577934132000
"2020-01-02 03:17:12","2020-01-02",0.2995,1577935032000
"2020-01-02 03:32:12","2020-01-02",0.299,1577935932000
"2020-01-02 03:47:12","2020-01-02",0.299,1577936832000
"2020-01-02 04:02:12","2020-01-02",0.2995,1577937732000
"2020-01-02 04:17:12","2020-01-02",0.299,1577938632000
"2020-01-02 04:32:12","2020-01-02",0.3013,1577939532000
"2020-01-02 04:47:12","2020-01-02",0.299,1577940432000
"2020-01-02 05:02:12","2020-01-02",0.3001,1577941332000
"2020-01-02 05:17:12","2020-01-02",0.2995,1577942232000
"2020-01-02 05:32:12","2020-01-02",0.299,1577943132000
"2020-01-02 05:47:12","2020-01-02",0.299,1577944032000
"2020-01-02 06:02:12","2020-01-02",0.2995,1577944932000
"2020-01-02 06:17:12","2020-01-02",0.3007,1577945832000
"2020-01-02 06:32:12","2020-01-02",0.3024,1577946732000
"2020-01-02 06:47:12","2020-01-02",0.3036,1577947632000
"2020-01-02 07:02:12","2020-01-02",0.3059,1577948532000
"2020-01-02 07:17:12","2020-01-02",0.3007,1577949432000
"2020-01-02 07:32:12","2020-01-02",0.2978,1577950332000
"2020-01-02 07:47:12","2020-01-02",0.2949,1577951232000
"2020-01-02 08:02:12","2020-01-02",0.2938,1577952132000
"2020-01-02 08:17:12","2020-01-02",0.2938,1577953032000
"2020-01-02 08:32:12","2020-01-02",0.2938,1577953932000
"2020-01-02 08:47:12","2020-01-02",0.2938,1577954832000
"2020-01-02 09:02:11","2020-01-02",0.2938,1577955731000
"2020-01-02 09:17:11","2020-01-02",0.2938,1577956631000
"2020-01-02 09:32:11","2020-01-02",0.2938,1577957531000
"2020-01-02 09:47:12","2020-01-02",0.2938,1577958432000
"2020-01-02 10:02:12","2020-01-02",0.2944,1577959332000
"2020-01-02 10:17:12","2020-01-02",0.2944,1577960232000
"2020-01-02 10:32:12","2020-01-02",0.2955,1577961132000
"2020-01-02 10:47:12","2020-01-02",0.299,1577962032000
"2020-01-02 11:02:12","2020-01-02",0.3013,1577962932000
"2020-01-02 11:17:12","2020-01-02",0.3001,1577963832000
"2020-01-02 11:32:12","2020-01-02",0.2984,1577964732000
"2020-01-02 11:47:12","2020-01-02",0.2984,1577965632000
"2020-01-02 12:02:12","2020-01-02",0.299,1577966532000
"2020-01-02 12:17:12","2020-01-02",0.2995,1577967432000
"2020-01-02 12:32:12","2020-01-02",0.299,1577968332000
"2020-01-02 12:47:12","2020-01-02",0.2995,1577969232000
"2020-01-02 13:02:12","2020-01-02",0.3001,1577970132000
"2020-01-02 13:17:12","2020-01-02",0.3001,1577971032000
"2020-01-02 13:32:12","2020-01-02",0.3018,1577971932000
"2020-01-02 13:47:12","2020-01-02",0.3024,1577972832000
"2020-01-02 14:02:12","2020-01-02",0.303,1577973732000
"2020-01-02 14:17:12","2020-01-02",0.303,1577974632000
"2020-01-02 14:32:12","2020-01-02",0.3041,1577975532000
"2020-01-02 14:47:12","2020-01-02",0.303,1577976432000
"2020-01-02 15:02:12","2020-01-02",0.3024,1577977332000
"2020-01-02 15:17:11","2020-01-02",0.3047,1577978231000
"2020-01-02 15:32:12","2020-01-02",0.3047,1577979132000
"2020-01-02 15:47:12","2020-01-02",0.3041,1577980032000
"2020-01-02 16:02:12","2020-01-02",0.3041,1577980932000
"2020-01-02 16:17:12","2020-01-02",0.3047,1577981832000
"2020-01-02 16:32:12","2020-01-02",0.3047,1577982732000
"2020-01-02 16:47:12","2020-01-02",0.3059,1577983632000
"2020-01-02 17:02:12","2020-01-02",0.3064,1577984532000
"2020-01-02 17:17:12","2020-01-02",0.3064,1577985432000
"2020-01-02 17:32:12","2020-01-02",0.3041,1577986332000
"2020-01-02 17:47:12","2020-01-02",0.3041,1577987232000
"2020-01-02 18:02:12","2020-01-02",0.3018,1577988132000
"2020-01-02 18:17:12","2020-01-02",0.3082,1577989032000
"2020-01-02 18:32:12","2020-01-02",0.3001,1577989932000
"2020-01-02 18:47:12","2020-01-02",0.3013,1577990832000
"2020-01-02 19:02:12","2020-01-02",0.303,1577991732000
"2020-01-02 19:17:12","2020-01-02",0.3047,1577992632000
"2020-01-02 19:32:12","2020-01-02",0.3053,1577993532000
"2020-01-02 19:47:12","2020-01-02",0.3013,1577994432000
"2020-01-02 20:02:12","2020-01-02",0.3036,1577995332000
"2020-01-02 20:17:12","2020-01-02",0.3381,1577996232000
"2020-01-02 20:32:12","2020-01-02",0.3099,1577997132000
"2020-01-02 20:47:12","2020-01-02",0.3013,1577998032000
"2020-01-02 21:02:12","2020-01-02",0.2995,1577998932000
"2020-01-02 21:17:12","2020-01-02",0.3001,1577999832000
"2020-01-02 21:32:12","2020-01-02",0.3007,1578000732000
"2020-01-02 21:47:12","2020-01-02",0.3007,1578001632000
"2020-01-02 22:02:12","2020-01-02",0.3013,1578002532000
"2020-01-02 22:17:12","2020-01-02",0.3013,1578003432000
"2020-01-02 22:32:12","2020-01-02",0.3024,1578004332000
"2020-01-02 22:47:12","2020-01-02",0.3018,1578005232000
"2020-01-02 23:02:12","2020-01-02",0.3041,1578006132000
"2020-01-02 23:17:12","2020-01-02",0.3099,1578007032000
"2020-01-02 23:32:12","2020-01-02",0.3093,1578007932000
"2020-01-02 23:47:12","2020-01-02",0.3064,1578008832000
"2020-01-03 00:02:12","2020-01-03",0.3076,1578009732000
"2020-01-03 00:17:12","2020-01-03",0.307,1578010632000
"2020-01-03 00:32:12","2020-01-03",0.3064,1578011532000
"2020-01-03 00:47:12","2020-01-03",0.3059,1578012432000
"2020-01-03 01:02:12","2020-01-03",0.3053,1578013332000
"2020-01-03 01:17:12","2020-01-03",0.3064,1578014232000
"2020-01-03 01:32:12","2020-01-03",0.3064,1578015132000
"2020-01-03 01:47:12","2020-01-03",0.3064,1578016032000
"2020-01-03 02:02:12","2020-01-03",0.3076,1578016932000
"2020-01-03 02:17:12","2020-01-03",0.3059,1578017832000
