"datetime","date","sal-i-subdaily-psu","epoch"
"2019-01-02 00:02:11","2019-01-02",0.3467,1546387331000
"2019-01-02 00:17:11","2019-01-02",0.3438,1546388231000
"2019-01-02 00:32:11","2019-01-02",0.3674,1546389131000
"2019-01-02 00:47:11","2019-01-02",0.3714,1546390031000
"2019-01-02 01:02:12","2019-01-02",0.3691,1546390932000
"2019-01-02 01:17:12","2019-01-02",0.372,1546391832000
"2019-01-02 01:32:12","2019-01-02",0.3748,1546392732000
"2019-01-02 01:47:12","2019-01-02",0.3616,1546393632000
"2019-01-02 02:02:12","2019-01-02",0.3478,1546394532000
"2019-01-02 02:17:11","2019-01-02",0.3415,1546395431000
"2019-01-02 02:32:11","2019-01-02",0.3329,1546396331000
"2019-01-02 02:47:12","2019-01-02",0.3358,1546397232000
"2019-01-02 03:02:12","2019-01-02",0.3266,1546398132000
"2019-01-02 03:17:12","2019-01-02",0.3248,1546399032000
"2019-01-02 03:32:11","2019-01-02",0.3248,1546399931000
"2019-01-02 03:47:11","2019-01-02",0.3312,1546400831000
"2019-01-02 04:02:12","2019-01-02",0.3398,1546401732000
"2019-01-02 04:17:12","2019-01-02",0.3444,1546402632000
"2019-01-02 04:32:12","2019-01-02",0.3496,1546403532000
"2019-01-02 04:47:12","2019-01-02",0.3519,1546404432000
"2019-01-02 05:02:12","2019-01-02",0.3542,1546405332000
"2019-01-02 05:17:13","2019-01-02",0.3501,1546406233000
"2019-01-02 05:32:12","2019-01-02",0.3455,1546407132000
"2019-01-02 05:47:12","2019-01-02",0.3467,1546408032000
"2019-01-02 06:02:12","2019-01-02",0.3438,1546408932000
"2019-01-02 06:17:12","2019-01-02",0.3438,1546409832000
"2019-01-02 06:32:12","2019-01-02",0.3432,1546410732000
"2019-01-02 06:47:12","2019-01-02",0.3404,1546411632000
"2019-01-02 07:02:11","2019-01-02",0.3404,1546412531000
"2019-01-02 07:17:12","2019-01-02",0.3432,1546413432000
"2019-01-02 07:32:12","2019-01-02",0.3415,1546414332000
"2019-01-02 07:47:12","2019-01-02",0.3369,1546415232000
"2019-01-02 08:02:11","2019-01-02",0.3277,1546416131000
"2019-01-02 08:17:11","2019-01-02",0.3386,1546417031000
"2019-01-02 08:32:11","2019-01-02",0.3386,1546417931000
"2019-01-02 08:47:12","2019-01-02",0.3363,1546418832000
"2019-01-02 09:02:11","2019-01-02",0.3415,1546419731000
"2019-01-02 09:17:11","2019-01-02",0.345,1546420631000
"2019-01-02 09:32:11","2019-01-02",0.345,1546421531000
"2019-01-02 09:47:11","2019-01-02",0.3444,1546422431000
"2019-01-02 10:02:12","2019-01-02",0.3409,1546423332000
"2019-01-02 10:17:11","2019-01-02",0.3381,1546424231000
"2019-01-02 10:32:12","2019-01-02",0.3409,1546425132000
"2019-01-02 10:47:12","2019-01-02",0.3432,1546426032000
"2019-01-02 11:02:12","2019-01-02",0.3455,1546426932000
"2019-01-02 11:17:12","2019-01-02",0.3478,1546427832000
"2019-01-02 11:32:12","2019-01-02",0.3484,1546428732000
"2019-01-02 11:47:11","2019-01-02",0.3524,1546429631000
"2019-01-02 12:02:11","2019-01-02",0.3519,1546430531000
"2019-01-02 12:17:11","2019-01-02",0.3496,1546431431000
"2019-01-02 12:32:11","2019-01-02",0.3444,1546432331000
"2019-01-02 12:47:11","2019-01-02",0.3409,1546433231000
"2019-01-02 13:02:11","2019-01-02",0.3404,1546434131000
"2019-01-02 13:17:11","2019-01-02",0.3668,1546435031000
"2019-01-02 13:32:11","2019-01-02",0.3582,1546435931000
"2019-01-02 13:47:12","2019-01-02",0.3605,1546436832000
"2019-01-02 14:02:11","2019-01-02",0.3524,1546437731000
"2019-01-02 14:17:12","2019-01-02",0.3381,1546438632000
"2019-01-02 14:32:11","2019-01-02",0.3415,1546439531000
"2019-01-02 14:47:12","2019-01-02",0.3369,1546440432000
"2019-01-02 15:02:12","2019-01-02",0.3323,1546441332000
"2019-01-02 15:17:12","2019-01-02",0.3294,1546442232000
