"datetime","date","do-i-subdaily-mgL","epoch"
"2021-01-02 00:02:14","2021-01-02",12.82,1609545734000
"2021-01-02 00:17:11","2021-01-02",12.84,1609546631000
"2021-01-02 00:32:11","2021-01-02",12.84,1609547531000
"2021-01-02 00:47:12","2021-01-02",12.83,1609548432000
"2021-01-02 01:02:11","2021-01-02",12.83,1609549331000
"2021-01-02 01:17:11","2021-01-02",12.83,1609550231000
"2021-01-02 01:32:11","2021-01-02",12.84,1609551131000
"2021-01-02 01:47:12","2021-01-02",12.82,1609552032000
"2021-01-02 02:02:11","2021-01-02",12.83,1609552931000
"2021-01-02 02:17:11","2021-01-02",12.81,1609553831000
"2021-01-02 02:32:11","2021-01-02",12.83,1609554731000
"2021-01-02 02:47:11","2021-01-02",12.78,1609555631000
"2021-01-02 03:02:11","2021-01-02",12.8,1609556531000
"2021-01-02 03:17:11","2021-01-02",12.77,1609557431000
"2021-01-02 03:32:11","2021-01-02",12.76,1609558331000
"2021-01-02 03:47:11","2021-01-02",12.77,1609559231000
"2021-01-02 04:02:11","2021-01-02",12.8,1609560131000
"2021-01-02 04:17:11","2021-01-02",12.76,1609561031000
"2021-01-02 04:32:11","2021-01-02",12.7,1609561931000
"2021-01-02 04:47:11","2021-01-02",12.67,1609562831000
"2021-01-02 05:02:11","2021-01-02",12.71,1609563731000
"2021-01-02 05:17:11","2021-01-02",12.87,1609564631000
"2021-01-02 05:32:11","2021-01-02",12.91,1609565531000
"2021-01-02 05:47:11","2021-01-02",12.91,1609566431000
"2021-01-02 06:02:11","2021-01-02",12.88,1609567331000
"2021-01-02 06:17:11","2021-01-02",12.88,1609568231000
"2021-01-02 06:32:11","2021-01-02",12.87,1609569131000
"2021-01-02 06:47:11","2021-01-02",12.88,1609570031000
"2021-01-02 07:02:11","2021-01-02",12.86,1609570931000
"2021-01-02 07:17:11","2021-01-02",12.85,1609571831000
"2021-01-02 07:32:11","2021-01-02",12.86,1609572731000
"2021-01-02 07:47:11","2021-01-02",12.88,1609573631000
