"datetime","date","do-i-subdaily-mgL","epoch"
"2018-01-02 00:02:11","2018-01-02",12.1,1514851331000
"2018-01-02 00:17:11","2018-01-02",12.08,1514852231000
"2018-01-02 00:32:11","2018-01-02",12.1,1514853131000
"2018-01-02 00:47:11","2018-01-02",12.11,1514854031000
"2018-01-02 01:02:11","2018-01-02",12.05,1514854931000
"2018-01-02 01:17:11","2018-01-02",12.02,1514855831000
"2018-01-02 01:32:11","2018-01-02",12.0,1514856731000
"2018-01-02 01:47:11","2018-01-02",11.96,1514857631000
"2018-01-02 02:02:11","2018-01-02",11.87,1514858531000
"2018-01-02 02:17:11","2018-01-02",11.96,1514859431000
"2018-01-02 02:32:11","2018-01-02",12.03,1514860331000
"2018-01-02 02:47:11","2018-01-02",12.07,1514861231000
"2018-01-02 03:02:11","2018-01-02",11.75,1514862131000
"2018-01-02 03:17:11","2018-01-02",11.71,1514863031000
"2018-01-02 03:32:11","2018-01-02",11.95,1514863931000
"2018-01-02 03:47:11","2018-01-02",12.06,1514864831000
"2018-01-02 04:02:11","2018-01-02",12.1,1514865731000
"2018-01-02 04:17:11","2018-01-02",12.14,1514866631000
"2018-01-02 04:32:11","2018-01-02",12.17,1514867531000
"2018-01-02 04:47:11","2018-01-02",12.16,1514868431000
"2018-01-02 05:02:11","2018-01-02",12.13,1514869331000
"2018-01-02 05:17:11","2018-01-02",12.1,1514870231000
"2018-01-02 05:32:11","2018-01-02",12.1,1514871131000
"2018-01-02 05:47:11","2018-01-02",12.1,1514872031000
"2018-01-02 06:02:11","2018-01-02",12.12,1514872931000
"2018-01-02 06:17:11","2018-01-02",12.12,1514873831000
"2018-01-02 06:32:11","2018-01-02",12.14,1514874731000
"2018-01-02 06:47:11","2018-01-02",12.14,1514875631000
"2018-01-02 07:02:11","2018-01-02",12.12,1514876531000
"2018-01-02 07:17:11","2018-01-02",12.17,1514877431000
"2018-01-02 07:32:11","2018-01-02",12.22,1514878331000
"2018-01-02 07:47:11","2018-01-02",12.23,1514879231000
"2018-01-02 08:02:11","2018-01-02",12.25,1514880131000
"2018-01-02 08:17:11","2018-01-02",12.26,1514881031000
"2018-01-02 08:32:11","2018-01-02",12.26,1514881931000
"2018-01-02 08:47:11","2018-01-02",12.28,1514882831000
"2018-01-02 09:02:11","2018-01-02",12.28,1514883731000
"2018-01-02 09:17:11","2018-01-02",12.28,1514884631000
"2018-01-02 09:32:11","2018-01-02",12.28,1514885531000
"2018-01-02 09:47:11","2018-01-02",12.28,1514886431000
"2018-01-02 10:02:11","2018-01-02",12.3,1514887331000
"2018-01-02 10:17:11","2018-01-02",12.3,1514888231000
"2018-01-02 10:32:11","2018-01-02",12.3,1514889131000
"2018-01-02 10:47:11","2018-01-02",12.32,1514890031000
"2018-01-02 11:02:11","2018-01-02",12.32,1514890931000
"2018-01-02 11:17:11","2018-01-02",12.32,1514891831000
"2018-01-02 11:32:11","2018-01-02",12.32,1514892731000
"2018-01-02 11:47:11","2018-01-02",12.28,1514893631000
"2018-01-02 12:02:11","2018-01-02",12.16,1514894531000
"2018-01-02 12:17:11","2018-01-02",12.32,1514895431000
"2018-01-02 12:32:11","2018-01-02",12.29,1514896331000
"2018-01-02 12:47:11","2018-01-02",12.32,1514897231000
"2018-01-02 13:02:11","2018-01-02",12.26,1514898131000
"2018-01-02 13:17:11","2018-01-02",12.22,1514899031000
"2018-01-02 13:32:11","2018-01-02",12.22,1514899931000
"2018-01-02 13:47:11","2018-01-02",12.19,1514900831000
"2018-01-02 14:02:11","2018-01-02",12.16,1514901731000
"2018-01-02 14:17:11","2018-01-02",12.13,1514902631000
"2018-01-02 14:32:11","2018-01-02",12.14,1514903531000
"2018-01-02 14:47:11","2018-01-02",12.12,1514904431000
"2018-01-02 15:02:11","2018-01-02",12.18,1514905331000
"2018-01-02 15:17:11","2018-01-02",12.21,1514906231000
"2018-01-02 15:32:11","2018-01-02",11.66,1514907131000
"2018-01-02 15:47:11","2018-01-02",11.76,1514908031000
"2018-01-02 16:02:11","2018-01-02",12.01,1514908931000
"2018-01-02 16:17:11","2018-01-02",12.14,1514909831000
"2018-01-02 16:32:11","2018-01-02",12.14,1514910731000
"2018-01-02 16:47:11","2018-01-02",12.16,1514911631000
"2018-01-02 17:02:11","2018-01-02",12.17,1514912531000
"2018-01-02 17:17:11","2018-01-02",12.13,1514913431000
"2018-01-02 17:32:11","2018-01-02",12.11,1514914331000
"2018-01-02 17:47:11","2018-01-02",12.08,1514915231000
"2018-01-02 18:02:11","2018-01-02",12.08,1514916131000
"2018-01-02 18:17:11","2018-01-02",12.05,1514917031000
"2018-01-02 18:32:11","2018-01-02",12.04,1514917931000
"2018-01-02 18:47:11","2018-01-02",12.02,1514918831000
"2018-01-02 19:02:11","2018-01-02",12.03,1514919731000
"2018-01-02 19:17:11","2018-01-02",12.01,1514920631000
"2018-01-02 19:32:11","2018-01-02",11.94,1514921531000
"2018-01-02 19:47:11","2018-01-02",12.01,1514922431000
"2018-01-02 20:02:11","2018-01-02",12.07,1514923331000
"2018-01-02 20:17:11","2018-01-02",12.09,1514924231000
"2018-01-02 20:32:11","2018-01-02",12.11,1514925131000
"2018-01-02 20:47:11","2018-01-02",12.12,1514926031000
"2018-01-02 21:02:11","2018-01-02",12.13,1514926931000
"2018-01-02 21:17:11","2018-01-02",12.13,1514927831000
"2018-01-02 21:32:11","2018-01-02",12.12,1514928731000
"2018-01-02 21:47:11","2018-01-02",12.11,1514929631000
"2018-01-02 22:02:11","2018-01-02",12.12,1514930531000
"2018-01-02 22:17:11","2018-01-02",12.13,1514931431000
"2018-01-02 22:32:11","2018-01-02",12.13,1514932331000
"2018-01-02 22:47:11","2018-01-02",12.12,1514933231000
"2018-01-02 23:02:11","2018-01-02",12.12,1514934131000
"2018-01-02 23:17:11","2018-01-02",12.12,1514935031000
"2018-01-02 23:32:11","2018-01-02",12.12,1514935931000
"2018-01-02 23:47:11","2018-01-02",12.1,1514936831000
"2018-01-03 00:02:11","2018-01-03",12.09,1514937731000
"2018-01-03 00:17:11","2018-01-03",12.09,1514938631000
"2018-01-03 00:32:11","2018-01-03",12.09,1514939531000
"2018-01-03 00:47:11","2018-01-03",12.09,1514940431000
"2018-01-03 01:02:11","2018-01-03",12.04,1514941331000
"2018-01-03 01:17:11","2018-01-03",11.99,1514942231000
"2018-01-03 01:32:11","2018-01-03",12.02,1514943131000
"2018-01-03 01:47:11","2018-01-03",12.02,1514944031000
"2018-01-03 02:02:11","2018-01-03",12.02,1514944931000
"2018-01-03 02:17:11","2018-01-03",11.99,1514945831000
"2018-01-03 02:32:11","2018-01-03",11.95,1514946731000
"2018-01-03 02:47:11","2018-01-03",11.97,1514947631000
"2018-01-03 03:02:11","2018-01-03",11.98,1514948531000
"2018-01-03 03:17:11","2018-01-03",11.97,1514949431000
"2018-01-03 03:32:11","2018-01-03",11.95,1514950331000
"2018-01-03 03:47:11","2018-01-03",12.01,1514951231000
"2018-01-03 04:02:11","2018-01-03",11.35,1514952131000
"2018-01-03 04:17:11","2018-01-03",11.31,1514953031000
"2018-01-03 04:32:11","2018-01-03",11.59,1514953931000
"2018-01-03 04:47:11","2018-01-03",11.65,1514954831000
"2018-01-03 05:02:11","2018-01-03",11.73,1514955731000
"2018-01-03 05:17:11","2018-01-03",11.8,1514956631000
"2018-01-03 05:32:11","2018-01-03",11.81,1514957531000
"2018-01-03 05:47:11","2018-01-03",11.79,1514958431000
"2018-01-03 06:02:11","2018-01-03",11.75,1514959331000
"2018-01-03 06:17:11","2018-01-03",11.7,1514960231000
