"datetime","date","ph-i-subdaily","epoch"
"2019-02-06 13:54:18","2019-02-06",8.01,1549461258000
"2019-02-06 13:55:26","2019-02-06",7.99,1549461326000
"2019-02-06 14:00:26","2019-02-06",7.99,1549461626000
"2019-02-06 14:05:26","2019-02-06",7.99,1549461926000
"2019-02-06 14:10:26","2019-02-06",7.98,1549462226000
"2019-02-06 15:00:26","2019-02-06",7.98,1549465226000
"2019-02-06 16:00:26","2019-02-06",7.98,1549468826000
"2019-02-06 17:00:26","2019-02-06",7.98,1549472426000
"2019-02-06 18:00:26","2019-02-06",7.98,1549476026000
"2019-02-06 19:00:26","2019-02-06",7.98,1549479626000
"2019-02-06 20:00:26","2019-02-06",7.98,1549483226000
"2019-02-06 21:00:26","2019-02-06",7.98,1549486826000
"2019-02-06 22:00:26","2019-02-06",7.98,1549490426000
"2019-02-06 23:00:26","2019-02-06",7.98,1549494026000
"2019-02-07 00:00:26","2019-02-07",7.98,1549497626000
"2019-02-07 01:00:26","2019-02-07",7.98,1549501226000
"2019-02-07 02:00:26","2019-02-07",7.98,1549504826000
"2019-02-07 03:00:26","2019-02-07",7.98,1549508426000
"2019-02-07 04:00:26","2019-02-07",7.98,1549512026000
"2019-02-07 05:00:26","2019-02-07",7.98,1549515626000
"2019-02-07 06:00:26","2019-02-07",7.98,1549519226000
"2019-02-07 07:00:26","2019-02-07",7.99,1549522826000
"2019-02-07 08:00:26","2019-02-07",7.99,1549526426000
"2019-02-07 09:00:26","2019-02-07",7.98,1549530026000
"2019-02-07 10:00:26","2019-02-07",7.97,1549533626000
"2019-02-07 11:00:26","2019-02-07",7.97,1549537226000
"2019-02-07 12:00:26","2019-02-07",7.96,1549540826000
"2019-02-07 13:00:26","2019-02-07",7.96,1549544426000
"2019-02-07 14:00:26","2019-02-07",7.96,1549548026000
"2019-02-07 15:00:26","2019-02-07",7.97,1549551626000
"2019-02-07 16:00:26","2019-02-07",7.97,1549555226000
"2019-02-07 17:00:26","2019-02-07",7.97,1549558826000
"2019-02-07 18:00:26","2019-02-07",7.97,1549562426000
"2019-02-07 19:00:26","2019-02-07",7.97,1549566026000
"2019-02-07 20:00:26","2019-02-07",7.97,1549569626000
"2019-02-07 21:00:26","2019-02-07",7.97,1549573226000
"2019-02-07 22:00:26","2019-02-07",7.96,1549576826000
"2019-02-07 23:00:26","2019-02-07",7.97,1549580426000
"2019-02-08 00:00:26","2019-02-08",7.97,1549584026000
"2019-02-08 01:00:26","2019-02-08",7.97,1549587626000
"2019-02-08 02:00:26","2019-02-08",7.97,1549591226000
"2019-02-08 03:00:26","2019-02-08",7.97,1549594826000
"2019-02-08 04:00:26","2019-02-08",7.97,1549598426000
"2019-02-08 05:00:26","2019-02-08",7.97,1549602026000
"2019-02-08 06:00:26","2019-02-08",7.97,1549605626000
"2019-02-08 07:00:26","2019-02-08",7.97,1549609226000
"2019-02-08 08:00:26","2019-02-08",7.97,1549612826000
"2019-02-08 09:00:26","2019-02-08",7.97,1549616426000
"2019-02-08 10:00:26","2019-02-08",7.97,1549620026000
"2019-02-08 11:00:26","2019-02-08",7.96,1549623626000
"2019-02-08 12:00:26","2019-02-08",7.96,1549627226000
"2019-02-08 13:00:26","2019-02-08",7.97,1549630826000
"2019-02-08 14:00:26","2019-02-08",7.97,1549634426000
"2019-02-08 15:00:26","2019-02-08",7.97,1549638026000
"2019-02-08 16:00:26","2019-02-08",7.97,1549641626000
"2019-02-08 17:00:26","2019-02-08",7.97,1549645226000
"2019-02-08 18:00:26","2019-02-08",7.97,1549648826000
"2019-02-08 19:00:26","2019-02-08",7.96,1549652426000
"2019-02-08 20:00:26","2019-02-08",7.96,1549656026000
"2019-02-08 21:00:26","2019-02-08",7.96,1549659626000
"2019-02-08 22:00:26","2019-02-08",7.96,1549663226000
"2019-02-08 23:00:26","2019-02-08",7.96,1549666826000
"2019-02-09 00:00:26","2019-02-09",7.96,1549670426000
"2019-02-09 01:00:26","2019-02-09",7.96,1549674026000
"2019-02-09 02:00:26","2019-02-09",7.97,1549677626000
"2019-02-09 03:00:26","2019-02-09",7.97,1549681226000
"2019-02-09 04:00:26","2019-02-09",7.97,1549684826000
"2019-02-09 05:00:26","2019-02-09",7.97,1549688426000
"2019-02-09 06:00:26","2019-02-09",7.97,1549692026000
"2019-02-09 07:00:26","2019-02-09",7.97,1549695626000
"2019-02-09 08:00:26","2019-02-09",7.97,1549699226000
"2019-02-09 09:00:26","2019-02-09",7.97,1549702826000
"2019-02-09 10:00:26","2019-02-09",7.97,1549706426000
"2019-02-09 11:00:26","2019-02-09",7.97,1549710026000
"2019-02-09 12:00:26","2019-02-09",7.97,1549713626000
"2019-02-09 13:00:26","2019-02-09",7.96,1549717226000
"2019-02-09 14:00:26","2019-02-09",7.96,1549720826000
"2019-02-09 15:00:26","2019-02-09",7.96,1549724426000
"2019-02-09 16:00:26","2019-02-09",7.95,1549728026000
"2019-02-09 17:00:26","2019-02-09",7.94,1549731626000
"2019-02-09 18:00:26","2019-02-09",7.94,1549735226000
"2019-02-09 19:00:26","2019-02-09",7.93,1549738826000
"2019-02-09 20:00:26","2019-02-09",7.92,1549742426000
"2019-02-09 21:00:26","2019-02-09",7.92,1549746026000
"2019-02-09 22:00:26","2019-02-09",7.91,1549749626000
"2019-02-09 23:00:26","2019-02-09",7.91,1549753226000
"2019-02-10 00:00:26","2019-02-10",7.92,1549756826000
"2019-02-10 01:00:26","2019-02-10",7.92,1549760426000
"2019-02-10 02:00:26","2019-02-10",7.92,1549764026000
"2019-02-10 03:00:26","2019-02-10",7.92,1549767626000
"2019-02-10 04:00:26","2019-02-10",7.91,1549771226000
"2019-02-10 05:00:26","2019-02-10",7.91,1549774826000
"2019-02-10 06:00:26","2019-02-10",7.91,1549778426000
"2019-02-10 07:00:26","2019-02-10",7.91,1549782026000
"2019-02-10 08:00:26","2019-02-10",7.9,1549785626000
"2019-02-10 09:00:26","2019-02-10",7.9,1549789226000
"2019-02-10 10:00:26","2019-02-10",7.9,1549792826000
"2019-02-10 11:00:26","2019-02-10",7.9,1549796426000
"2019-02-10 12:00:26","2019-02-10",7.9,1549800026000
"2019-02-10 13:00:26","2019-02-10",7.9,1549803626000
"2019-02-10 14:00:26","2019-02-10",7.91,1549807226000
"2019-02-10 15:00:26","2019-02-10",7.91,1549810826000
"2019-02-10 16:00:26","2019-02-10",7.91,1549814426000
"2019-02-10 17:00:26","2019-02-10",7.91,1549818026000
"2019-02-10 18:00:26","2019-02-10",7.91,1549821626000
"2019-02-10 19:00:26","2019-02-10",7.91,1549825226000
"2019-02-10 20:00:26","2019-02-10",7.92,1549828826000
"2019-02-10 21:00:26","2019-02-10",7.92,1549832426000
"2019-02-10 22:00:26","2019-02-10",7.93,1549836026000
"2019-02-10 23:00:26","2019-02-10",7.93,1549839626000
"2019-02-11 00:00:26","2019-02-11",7.93,1549843226000
"2019-02-11 01:00:26","2019-02-11",7.93,1549846826000
"2019-02-11 02:00:26","2019-02-11",7.93,1549850426000
"2019-02-11 03:00:26","2019-02-11",7.93,1549854026000
"2019-02-11 04:00:26","2019-02-11",7.94,1549857626000
"2019-02-11 05:00:26","2019-02-11",7.94,1549861226000
"2019-02-11 06:00:26","2019-02-11",7.94,1549864826000
"2019-02-11 07:00:26","2019-02-11",7.94,1549868426000
"2019-02-11 08:00:26","2019-02-11",7.94,1549872026000
"2019-02-11 09:00:26","2019-02-11",7.94,1549875626000
"2019-02-11 10:00:26","2019-02-11",7.94,1549879226000
"2019-02-11 11:00:26","2019-02-11",7.94,1549882826000
"2019-02-11 12:00:26","2019-02-11",7.93,1549886426000
"2019-02-11 13:00:26","2019-02-11",7.94,1549890026000
"2019-02-11 14:00:26","2019-02-11",7.94,1549893626000
"2019-02-11 15:00:26","2019-02-11",7.93,1549897226000
"2019-02-11 16:00:26","2019-02-11",7.94,1549900826000
"2019-02-11 17:00:26","2019-02-11",7.94,1549904426000
"2019-02-11 18:00:26","2019-02-11",7.93,1549908026000
"2019-02-11 19:00:26","2019-02-11",7.93,1549911626000
"2019-02-11 20:00:26","2019-02-11",7.93,1549915226000
"2019-02-11 21:00:26","2019-02-11",7.94,1549918826000
"2019-02-11 22:00:26","2019-02-11",7.94,1549922426000
"2019-02-11 23:00:26","2019-02-11",7.93,1549926026000
"2019-02-12 00:00:26","2019-02-12",7.94,1549929626000
"2019-02-12 01:00:26","2019-02-12",7.94,1549933226000
"2019-02-12 02:00:26","2019-02-12",7.94,1549936826000
"2019-02-12 03:00:26","2019-02-12",7.94,1549940426000
"2019-02-12 04:00:26","2019-02-12",7.95,1549944026000
"2019-02-12 05:00:26","2019-02-12",7.95,1549947626000
"2019-02-12 06:00:26","2019-02-12",7.96,1549951226000
"2019-02-12 07:00:26","2019-02-12",7.96,1549954826000
"2019-02-12 08:00:26","2019-02-12",7.95,1549958426000
"2019-02-12 09:00:26","2019-02-12",7.96,1549962026000
"2019-02-12 10:00:26","2019-02-12",7.96,1549965626000
"2019-02-12 11:00:26","2019-02-12",7.96,1549969226000
"2019-02-12 12:00:26","2019-02-12",7.96,1549972826000
"2019-02-12 13:00:26","2019-02-12",7.96,1549976426000
"2019-02-12 14:00:26","2019-02-12",7.96,1549980026000
"2019-02-12 15:00:26","2019-02-12",7.96,1549983626000
"2019-02-12 16:00:26","2019-02-12",7.96,1549987226000
"2019-02-12 17:00:26","2019-02-12",7.97,1549990826000
"2019-02-12 18:00:26","2019-02-12",7.96,1549994426000
"2019-02-12 19:00:26","2019-02-12",7.96,1549998026000
"2019-02-12 20:00:26","2019-02-12",7.96,1550001626000
"2019-02-12 21:00:26","2019-02-12",7.96,1550005226000
"2019-02-12 22:00:26","2019-02-12",7.97,1550008826000
"2019-02-12 23:00:26","2019-02-12",7.97,1550012426000
"2019-02-13 00:00:26","2019-02-13",7.97,1550016026000
"2019-02-13 01:00:26","2019-02-13",7.97,1550019626000
"2019-02-13 02:00:26","2019-02-13",7.97,1550023226000
"2019-02-13 03:00:26","2019-02-13",7.98,1550026826000
"2019-02-13 04:00:26","2019-02-13",7.98,1550030426000
"2019-02-13 05:00:26","2019-02-13",7.98,1550034026000
"2019-02-13 06:00:26","2019-02-13",7.98,1550037626000
"2019-02-13 07:00:26","2019-02-13",7.98,1550041226000
"2019-02-13 08:00:26","2019-02-13",7.98,1550044826000
"2019-02-13 09:00:26","2019-02-13",7.98,1550048426000
"2019-02-13 10:00:26","2019-02-13",7.99,1550052026000
"2019-02-13 11:00:26","2019-02-13",7.99,1550055626000
"2019-02-13 12:00:26","2019-02-13",7.99,1550059226000
"2019-02-13 13:00:26","2019-02-13",7.99,1550062826000
"2019-02-13 14:00:26","2019-02-13",7.99,1550066426000
"2019-02-13 15:00:26","2019-02-13",7.99,1550070026000
"2019-02-13 16:00:26","2019-02-13",7.99,1550073626000
"2019-02-13 17:00:26","2019-02-13",7.99,1550077226000
"2019-02-13 19:00:26","2019-02-13",7.98,1550084426000
"2019-02-13 20:00:26","2019-02-13",7.98,1550088026000
"2019-02-13 21:00:26","2019-02-13",7.98,1550091626000
"2019-02-13 22:00:26","2019-02-13",7.98,1550095226000
"2019-02-13 23:00:26","2019-02-13",7.98,1550098826000
"2019-02-14 00:00:26","2019-02-14",7.98,1550102426000
"2019-02-14 01:00:26","2019-02-14",7.98,1550106026000
"2019-02-14 02:00:26","2019-02-14",7.98,1550109626000
"2019-02-14 03:00:26","2019-02-14",7.98,1550113226000
"2019-02-14 04:00:26","2019-02-14",7.98,1550116826000
"2019-02-14 05:00:26","2019-02-14",7.98,1550120426000
"2019-02-14 07:00:26","2019-02-14",7.98,1550127626000
"2019-02-14 08:00:26","2019-02-14",7.98,1550131226000
"2019-02-14 09:00:26","2019-02-14",7.98,1550134826000
"2019-02-14 10:00:26","2019-02-14",7.98,1550138426000
"2019-02-14 11:00:26","2019-02-14",7.98,1550142026000
"2019-02-14 12:00:26","2019-02-14",7.98,1550145626000
"2019-02-14 13:00:26","2019-02-14",7.98,1550149226000
"2019-02-14 14:00:26","2019-02-14",7.98,1550152826000
"2019-02-14 15:00:26","2019-02-14",7.98,1550156426000
"2019-02-14 16:00:26","2019-02-14",7.97,1550160026000
"2019-02-14 17:00:26","2019-02-14",7.97,1550163626000
"2019-02-14 18:00:26","2019-02-14",7.97,1550167226000
"2019-02-14 19:00:26","2019-02-14",7.97,1550170826000
"2019-02-14 20:00:26","2019-02-14",7.97,1550174426000
"2019-02-14 21:00:26","2019-02-14",7.97,1550178026000
"2019-02-14 22:00:26","2019-02-14",7.97,1550181626000
"2019-02-14 23:00:26","2019-02-14",7.98,1550185226000
"2019-02-15 00:00:51","2019-02-15",7.97,1550188851000
"2019-02-15 01:00:26","2019-02-15",7.98,1550192426000
"2019-02-15 02:00:26","2019-02-15",7.99,1550196026000
"2019-02-15 03:00:26","2019-02-15",7.98,1550199626000
"2019-02-15 04:00:26","2019-02-15",7.98,1550203226000
"2019-02-15 05:00:26","2019-02-15",7.98,1550206826000
"2019-02-15 06:00:26","2019-02-15",7.98,1550210426000
"2019-02-15 07:00:26","2019-02-15",7.98,1550214026000
"2019-02-15 08:00:26","2019-02-15",7.98,1550217626000
"2019-02-15 09:00:26","2019-02-15",7.99,1550221226000
"2019-02-15 10:00:26","2019-02-15",7.99,1550224826000
"2019-02-15 11:00:26","2019-02-15",8.0,1550228426000
"2019-02-15 12:00:26","2019-02-15",8.0,1550232026000
"2019-02-15 13:00:26","2019-02-15",8.0,1550235626000
"2019-02-15 14:00:26","2019-02-15",8.0,1550239226000
"2019-02-15 15:00:26","2019-02-15",8.0,1550242826000
"2019-02-15 16:00:26","2019-02-15",8.01,1550246426000
"2019-02-15 17:00:26","2019-02-15",8.01,1550250026000
"2019-02-15 18:00:26","2019-02-15",8.01,1550253626000
"2019-02-15 19:00:26","2019-02-15",8.01,1550257226000
"2019-02-15 20:00:26","2019-02-15",8.01,1550260826000
"2019-02-15 21:00:26","2019-02-15",8.01,1550264426000
"2019-02-15 22:00:26","2019-02-15",8.01,1550268026000
"2019-02-15 23:00:26","2019-02-15",8.0,1550271626000
"2019-02-16 00:00:26","2019-02-16",8.0,1550275226000
"2019-02-16 01:00:26","2019-02-16",8.0,1550278826000
"2019-02-16 02:00:26","2019-02-16",8.0,1550282426000
"2019-02-16 03:00:26","2019-02-16",8.0,1550286026000
"2019-02-16 04:00:26","2019-02-16",8.0,1550289626000
"2019-02-16 05:00:26","2019-02-16",7.99,1550293226000
"2019-02-16 06:00:26","2019-02-16",7.99,1550296826000
"2019-02-16 07:00:26","2019-02-16",7.99,1550300426000
"2019-02-16 08:00:26","2019-02-16",7.99,1550304026000
"2019-02-16 09:00:26","2019-02-16",7.99,1550307626000
"2019-02-16 10:00:26","2019-02-16",7.99,1550311226000
"2019-02-16 11:00:26","2019-02-16",7.99,1550314826000
"2019-02-16 12:00:26","2019-02-16",7.99,1550318426000
"2019-02-16 13:00:26","2019-02-16",7.99,1550322026000
"2019-02-16 14:00:26","2019-02-16",7.99,1550325626000
"2019-02-16 15:00:26","2019-02-16",7.99,1550329226000
"2019-02-16 16:00:26","2019-02-16",7.99,1550332826000
