"datetime","date","ph-i-subdaily","epoch"
"2020-01-02 00:02:12","2020-01-02",7.99,1577923332000
"2020-01-02 00:17:12","2020-01-02",7.99,1577924232000
"2020-01-02 00:32:12","2020-01-02",8.0,1577925132000
"2020-01-02 00:47:12","2020-01-02",8.0,1577926032000
"2020-01-02 01:02:12","2020-01-02",8.0,1577926932000
"2020-01-02 01:17:12","2020-01-02",8.0,1577927832000
"2020-01-02 01:32:12","2020-01-02",8.0,1577928732000
"2020-01-02 01:47:12","2020-01-02",8.0,1577929632000
"2020-01-02 02:02:12","2020-01-02",8.01,1577930532000
"2020-01-02 02:17:12","2020-01-02",8.0,1577931432000
"2020-01-02 02:32:12","2020-01-02",8.0,1577932332000
"2020-01-02 02:47:12","2020-01-02",8.0,1577933232000
"2020-01-02 03:02:12","2020-01-02",8.01,1577934132000
"2020-01-02 03:17:12","2020-01-02",8.02,1577935032000
"2020-01-02 03:32:12","2020-01-02",8.02,1577935932000
"2020-01-02 03:47:12","2020-01-02",8.02,1577936832000
"2020-01-02 04:02:12","2020-01-02",8.03,1577937732000
"2020-01-02 04:17:12","2020-01-02",8.02,1577938632000
"2020-01-02 04:32:12","2020-01-02",8.01,1577939532000
"2020-01-02 04:47:12","2020-01-02",8.03,1577940432000
"2020-01-02 05:02:12","2020-01-02",8.01,1577941332000
"2020-01-02 05:17:12","2020-01-02",8.03,1577942232000
"2020-01-02 05:32:12","2020-01-02",8.03,1577943132000
"2020-01-02 05:47:12","2020-01-02",8.03,1577944032000
"2020-01-02 06:02:12","2020-01-02",8.02,1577944932000
"2020-01-02 06:17:12","2020-01-02",8.01,1577945832000
"2020-01-02 06:32:12","2020-01-02",8.0,1577946732000
"2020-01-02 06:47:12","2020-01-02",7.99,1577947632000
"2020-01-02 07:02:12","2020-01-02",7.96,1577948532000
"2020-01-02 07:17:12","2020-01-02",8.0,1577949432000
"2020-01-02 07:32:12","2020-01-02",8.02,1577950332000
