"datetime","date","cond-i-subdaily-uS","epoch"
"2019-02-06 13:54:18","2019-02-06",773.0,1549461258000
"2019-02-06 13:55:26","2019-02-06",772.86,1549461326000
"2019-02-06 14:00:26","2019-02-06",772.69,1549461626000
"2019-02-06 14:05:26","2019-02-06",772.6,1549461926000
"2019-02-06 14:10:26","2019-02-06",772.51,1549462226000
"2019-02-06 15:00:26","2019-02-06",771.18,1549465226000
"2019-02-06 16:00:26","2019-02-06",769.02,1549468826000
"2019-02-06 17:00:26","2019-02-06",765.68,1549472426000
"2019-02-06 18:00:26","2019-02-06",761.36,1549476026000
"2019-02-06 19:00:26","2019-02-06",756.95,1549479626000
"2019-02-06 20:00:26","2019-02-06",751.95,1549483226000
"2019-02-06 21:00:26","2019-02-06",746.19,1549486826000
"2019-02-06 22:00:26","2019-02-06",741.3,1549490426000
"2019-02-06 23:00:26","2019-02-06",737.65,1549494026000
"2019-02-07 00:00:26","2019-02-07",735.18,1549497626000
"2019-02-07 01:00:26","2019-02-07",733.74,1549501226000
"2019-02-07 02:00:26","2019-02-07",732.84,1549504826000
"2019-02-07 03:00:26","2019-02-07",732.48,1549508426000
"2019-02-07 04:00:26","2019-02-07",732.17,1549512026000
"2019-02-07 05:00:26","2019-02-07",732.45,1549515626000
"2019-02-07 06:00:26","2019-02-07",733.18,1549519226000
"2019-02-07 07:00:26","2019-02-07",732.16,1549522826000
"2019-02-07 08:00:26","2019-02-07",727.46,1549526426000
"2019-02-07 09:00:26","2019-02-07",716.73,1549530026000
"2019-02-07 10:00:26","2019-02-07",705.69,1549533626000
"2019-02-07 11:00:26","2019-02-07",698.79,1549537226000
"2019-02-07 12:00:26","2019-02-07",695.25,1549540826000
"2019-02-07 13:00:26","2019-02-07",693.18,1549544426000
"2019-02-07 14:00:26","2019-02-07",691.76,1549548026000
"2019-02-07 15:00:26","2019-02-07",690.71,1549551626000
"2019-02-07 16:00:26","2019-02-07",690.5,1549555226000
"2019-02-07 17:00:26","2019-02-07",690.46,1549558826000
"2019-02-07 18:00:26","2019-02-07",689.53,1549562426000
"2019-02-07 19:00:26","2019-02-07",688.68,1549566026000
"2019-02-07 20:00:26","2019-02-07",688.5,1549569626000
"2019-02-07 21:00:26","2019-02-07",687.82,1549573226000
"2019-02-07 22:00:26","2019-02-07",686.99,1549576826000
"2019-02-07 23:00:26","2019-02-07",686.19,1549580426000
"2019-02-08 00:00:26","2019-02-08",686.33,1549584026000
"2019-02-08 01:00:26","2019-02-08",686.77,1549587626000
"2019-02-08 02:00:26","2019-02-08",687.43,1549591226000
"2019-02-08 03:00:26","2019-02-08",688.24,1549594826000
"2019-02-08 04:00:26","2019-02-08",688.18,1549598426000
"2019-02-08 05:00:26","2019-02-08",687.79,1549602026000
"2019-02-08 06:00:26","2019-02-08",685.72,1549605626000
"2019-02-08 07:00:26","2019-02-08",682.77,1549609226000
"2019-02-08 08:00:26","2019-02-08",678.95,1549612826000
"2019-02-08 09:00:26","2019-02-08",674.13,1549616426000
"2019-02-08 10:00:26","2019-02-08",669.96,1549620026000
"2019-02-08 11:00:26","2019-02-08",660.51,1549623626000
"2019-02-08 12:00:26","2019-02-08",653.76,1549627226000
"2019-02-08 13:00:26","2019-02-08",653.69,1549630826000
"2019-02-08 14:00:26","2019-02-08",654.96,1549634426000
"2019-02-08 15:00:26","2019-02-08",654.79,1549638026000
"2019-02-08 16:00:26","2019-02-08",653.78,1549641626000
"2019-02-08 17:00:26","2019-02-08",654.33,1549645226000
"2019-02-08 18:00:26","2019-02-08",652.73,1549648826000
"2019-02-08 19:00:26","2019-02-08",651.89,1549652426000
"2019-02-08 20:00:26","2019-02-08",650.37,1549656026000
"2019-02-08 21:00:26","2019-02-08",650.36,1549659626000
"2019-02-08 22:00:26","2019-02-08",651.18,1549663226000
"2019-02-08 23:00:26","2019-02-08",652.34,1549666826000
"2019-02-09 00:00:26","2019-02-09",654.37,1549670426000
"2019-02-09 01:00:26","2019-02-09",656.59,1549674026000
"2019-02-09 02:00:26","2019-02-09",659.35,1549677626000
"2019-02-09 03:00:26","2019-02-09",663.23,1549681226000
"2019-02-09 04:00:26","2019-02-09",666.1,1549684826000
"2019-02-09 05:00:26","2019-02-09",669.41,1549688426000
"2019-02-09 06:00:26","2019-02-09",670.8,1549692026000
"2019-02-09 07:00:26","2019-02-09",670.6,1549695626000
"2019-02-09 08:00:26","2019-02-09",668.53,1549699226000
"2019-02-09 09:00:26","2019-02-09",666.01,1549702826000
"2019-02-09 10:00:26","2019-02-09",664.34,1549706426000
"2019-02-09 11:00:26","2019-02-09",662.61,1549710026000
"2019-02-09 12:00:26","2019-02-09",660.57,1549713626000
"2019-02-09 13:00:26","2019-02-09",657.69,1549717226000
"2019-02-09 14:00:26","2019-02-09",654.44,1549720826000
"2019-02-09 15:00:26","2019-02-09",652.39,1549724426000
"2019-02-09 16:00:26","2019-02-09",649.72,1549728026000
"2019-02-09 17:00:26","2019-02-09",646.15,1549731626000
"2019-02-09 18:00:26","2019-02-09",641.79,1549735226000
"2019-02-09 19:00:26","2019-02-09",637.53,1549738826000
"2019-02-09 20:00:26","2019-02-09",634.72,1549742426000
"2019-02-09 21:00:26","2019-02-09",632.58,1549746026000
"2019-02-09 22:00:26","2019-02-09",630.37,1549749626000
"2019-02-09 23:00:26","2019-02-09",627.02,1549753226000
"2019-02-10 00:00:26","2019-02-10",629.91,1549756826000
"2019-02-10 01:00:26","2019-02-10",632.65,1549760426000
"2019-02-10 02:00:26","2019-02-10",625.01,1549764026000
"2019-02-10 03:00:26","2019-02-10",618.53,1549767626000
"2019-02-10 04:00:26","2019-02-10",611.2,1549771226000
"2019-02-10 05:00:26","2019-02-10",609.94,1549774826000
"2019-02-10 06:00:26","2019-02-10",608.87,1549778426000
"2019-02-10 07:00:26","2019-02-10",606.48,1549782026000
"2019-02-10 08:00:26","2019-02-10",604.19,1549785626000
"2019-02-10 09:00:26","2019-02-10",601.61,1549789226000
"2019-02-10 10:00:26","2019-02-10",599.29,1549792826000
"2019-02-10 11:00:26","2019-02-10",596.17,1549796426000
"2019-02-10 12:00:26","2019-02-10",593.92,1549800026000
"2019-02-10 13:00:26","2019-02-10",593.14,1549803626000
"2019-02-10 14:00:26","2019-02-10",592.21,1549807226000
"2019-02-10 15:00:26","2019-02-10",592.44,1549810826000
"2019-02-10 16:00:26","2019-02-10",592.99,1549814426000
"2019-02-10 17:00:26","2019-02-10",595.86,1549818026000
"2019-02-10 18:00:26","2019-02-10",598.47,1549821626000
"2019-02-10 19:00:26","2019-02-10",598.61,1549825226000
"2019-02-10 20:00:26","2019-02-10",600.94,1549828826000
"2019-02-10 21:00:26","2019-02-10",603.89,1549832426000
"2019-02-10 22:00:26","2019-02-10",605.28,1549836026000
"2019-02-10 23:00:26","2019-02-10",605.61,1549839626000
"2019-02-11 00:00:26","2019-02-11",605.39,1549843226000
"2019-02-11 01:00:26","2019-02-11",605.43,1549846826000
"2019-02-11 02:00:26","2019-02-11",608.37,1549850426000
"2019-02-11 03:00:26","2019-02-11",608.46,1549854026000
"2019-02-11 04:00:26","2019-02-11",613.67,1549857626000
"2019-02-11 05:00:26","2019-02-11",615.69,1549861226000
"2019-02-11 06:00:26","2019-02-11",615.65,1549864826000
"2019-02-11 07:00:26","2019-02-11",615.38,1549868426000
"2019-02-11 08:00:26","2019-02-11",615.34,1549872026000
"2019-02-11 09:00:26","2019-02-11",615.78,1549875626000
"2019-02-11 10:00:26","2019-02-11",615.82,1549879226000
"2019-02-11 11:00:26","2019-02-11",615.57,1549882826000
"2019-02-11 12:00:26","2019-02-11",616.19,1549886426000
"2019-02-11 13:00:26","2019-02-11",615.94,1549890026000
"2019-02-11 14:00:26","2019-02-11",615.67,1549893626000
"2019-02-11 15:00:26","2019-02-11",616.21,1549897226000
"2019-02-11 16:00:26","2019-02-11",617.03,1549900826000
"2019-02-11 17:00:26","2019-02-11",617.29,1549904426000
"2019-02-11 18:00:26","2019-02-11",617.83,1549908026000
"2019-02-11 19:00:26","2019-02-11",617.52,1549911626000
"2019-02-11 20:00:26","2019-02-11",618.08,1549915226000
"2019-02-11 21:00:26","2019-02-11",618.58,1549918826000
"2019-02-11 22:00:26","2019-02-11",619.69,1549922426000
"2019-02-11 23:00:26","2019-02-11",620.65,1549926026000
"2019-02-12 00:00:26","2019-02-12",619.68,1549929626000
"2019-02-12 01:00:26","2019-02-12",615.64,1549933226000
"2019-02-12 02:00:26","2019-02-12",616.6,1549936826000
"2019-02-12 03:00:26","2019-02-12",620.13,1549940426000
"2019-02-12 04:00:26","2019-02-12",624.12,1549944026000
"2019-02-12 05:00:26","2019-02-12",630.46,1549947626000
"2019-02-12 06:00:26","2019-02-12",621.09,1549951226000
"2019-02-12 07:00:26","2019-02-12",635.35,1549954826000
"2019-02-12 08:00:26","2019-02-12",625.22,1549958426000
"2019-02-12 09:00:26","2019-02-12",626.37,1549962026000
"2019-02-12 10:00:26","2019-02-12",640.54,1549965626000
"2019-02-12 11:00:26","2019-02-12",635.21,1549969226000
"2019-02-12 12:00:26","2019-02-12",627.55,1549972826000
"2019-02-12 13:00:26","2019-02-12",628.5,1549976426000
"2019-02-12 14:00:26","2019-02-12",627.26,1549980026000
"2019-02-12 15:00:26","2019-02-12",627.99,1549983626000
"2019-02-12 16:00:26","2019-02-12",638.82,1549987226000
"2019-02-12 17:00:26","2019-02-12",631.71,1549990826000
"2019-02-12 18:00:26","2019-02-12",632.07,1549994426000
"2019-02-12 19:00:26","2019-02-12",637.5,1549998026000
"2019-02-12 20:00:26","2019-02-12",635.38,1550001626000
"2019-02-12 21:00:26","2019-02-12",630.08,1550005226000
"2019-02-12 22:00:26","2019-02-12",630.82,1550008826000
"2019-02-12 23:00:26","2019-02-12",637.06,1550012426000
"2019-02-13 00:00:26","2019-02-13",639.08,1550016026000
"2019-02-13 01:00:26","2019-02-13",630.2,1550019626000
"2019-02-13 02:00:26","2019-02-13",636.75,1550023226000
