"datetime","date","level-i-900-m-qualified","epoch"
"2019-04-29 11:15:00","2019-04-29",3.331,1556536500000
"2019-04-29 11:30:00","2019-04-29",3.333,1556537400000
"2019-04-29 11:45:00","2019-04-29",3.336,1556538300000
"2019-04-29 12:00:00","2019-04-29",3.337,1556539200000
"2019-04-29 12:15:00","2019-04-29",3.336,1556540100000
"2019-04-29 12:30:00","2019-04-29",3.335,1556541000000
"2019-04-29 12:45:00","2019-04-29",3.337,1556541900000
"2019-04-29 13:00:00","2019-04-29",3.339,1556542800000
"2019-04-29 13:15:00","2019-04-29",3.336,1556543700000
"2019-04-29 13:30:00","2019-04-29",3.336,1556544600000
"2019-04-29 13:45:00","2019-04-29",3.331,1556545500000
"2019-04-29 14:00:00","2019-04-29",3.331,1556546400000
"2019-04-29 14:15:00","2019-04-29",3.331,1556547300000
"2019-04-29 14:30:00","2019-04-29",3.328,1556548200000
"2019-04-29 14:45:00","2019-04-29",3.331,1556549100000
"2019-04-29 15:00:00","2019-04-29",3.332,1556550000000
"2019-04-29 15:15:00","2019-04-29",3.337,1556550900000
"2019-04-29 15:30:00","2019-04-29",3.332,1556551800000
"2019-04-29 15:45:00","2019-04-29",3.339,1556552700000
"2019-04-29 16:00:00","2019-04-29",3.353,1556553600000
"2019-04-29 16:15:00","2019-04-29",3.362,1556554500000
"2019-04-29 16:30:00","2019-04-29",3.369,1556555400000
"2019-04-29 16:45:00","2019-04-29",3.377,1556556300000
"2019-04-29 17:00:00","2019-04-29",3.375,1556557200000
"2019-04-29 17:15:00","2019-04-29",3.376,1556558100000
"2019-04-29 17:30:00","2019-04-29",3.377,1556559000000
"2019-04-29 17:45:00","2019-04-29",3.377,1556559900000
"2019-04-29 18:00:00","2019-04-29",3.379,1556560800000
"2019-04-29 18:15:00","2019-04-29",3.375,1556561700000
"2019-04-29 18:30:00","2019-04-29",3.365,1556562600000
"2019-04-29 18:45:00","2019-04-29",3.357,1556563500000
"2019-04-29 19:00:00","2019-04-29",3.356,1556564400000
"2019-04-29 19:15:00","2019-04-29",3.35,1556565300000
"2019-04-29 19:30:00","2019-04-29",3.346,1556566200000
"2019-04-29 19:45:00","2019-04-29",3.343,1556567100000
"2019-04-29 20:00:00","2019-04-29",3.341,1556568000000
"2019-04-29 20:15:00","2019-04-29",3.339,1556568900000
"2019-04-29 20:30:00","2019-04-29",3.339,1556569800000
"2019-04-29 20:45:00","2019-04-29",3.338,1556570700000
"2019-04-29 21:00:00","2019-04-29",3.338,1556571600000
"2019-04-29 21:15:00","2019-04-29",3.337,1556572500000
"2019-04-29 21:30:00","2019-04-29",3.337,1556573400000
"2019-04-29 21:45:00","2019-04-29",3.337,1556574300000
"2019-04-29 22:00:00","2019-04-29",3.337,1556575200000
"2019-04-29 22:15:00","2019-04-29",3.337,1556576100000
"2019-04-29 22:30:00","2019-04-29",3.338,1556577000000
"2019-04-29 22:45:00","2019-04-29",3.337,1556577900000
"2019-04-29 23:00:00","2019-04-29",3.337,1556578800000
"2019-04-29 23:15:00","2019-04-29",3.338,1556579700000
"2019-04-29 23:30:00","2019-04-29",3.337,1556580600000
"2019-04-29 23:45:00","2019-04-29",3.337,1556581500000
"2019-04-30 00:00:00","2019-04-30",3.337,1556582400000
"2019-04-30 00:15:00","2019-04-30",3.338,1556583300000
"2019-04-30 00:30:00","2019-04-30",3.338,1556584200000
"2019-04-30 00:45:00","2019-04-30",3.338,1556585100000
"2019-04-30 01:00:00","2019-04-30",3.338,1556586000000
"2019-04-30 01:15:00","2019-04-30",3.337,1556586900000
"2019-04-30 01:30:00","2019-04-30",3.338,1556587800000
"2019-04-30 01:45:00","2019-04-30",3.338,1556588700000
"2019-04-30 02:00:00","2019-04-30",3.338,1556589600000
