"datetime","date","turb-i-subdaily-ntu","epoch"
"2019-01-02 00:02:12","2019-01-02",-88.0,1546387332000
"2019-01-02 00:17:12","2019-01-02",-88.0,1546388232000
"2019-01-02 00:32:12","2019-01-02",-88.1,1546389132000
"2019-01-02 00:47:12","2019-01-02",-88.0,1546390032000
"2019-01-02 01:02:12","2019-01-02",-88.1,1546390932000
"2019-01-02 01:17:12","2019-01-02",-88.1,1546391832000
"2019-01-02 01:32:12","2019-01-02",-88.1,1546392732000
"2019-01-02 01:47:12","2019-01-02",-88.1,1546393632000
"2019-01-02 02:02:12","2019-01-02",-88.2,1546394532000
"2019-01-02 02:17:12","2019-01-02",-88.2,1546395432000
"2019-01-02 02:32:13","2019-01-02",-88.3,1546396333000
"2019-01-02 02:47:12","2019-01-02",-88.3,1546397232000
"2019-01-02 03:02:12","2019-01-02",-88.4,1546398132000
"2019-01-02 03:17:12","2019-01-02",-88.3,1546399032000
"2019-01-02 03:32:12","2019-01-02",-88.4,1546399932000
"2019-01-02 03:47:12","2019-01-02",-88.4,1546400832000
"2019-01-02 04:02:12","2019-01-02",-88.4,1546401732000
"2019-01-02 04:17:12","2019-01-02",-88.3,1546402632000
"2019-01-02 04:32:12","2019-01-02",-88.4,1546403532000
"2019-01-02 04:47:12","2019-01-02",-88.4,1546404432000
"2019-01-02 05:02:13","2019-01-02",-88.4,1546405333000
"2019-01-02 05:17:12","2019-01-02",-88.5,1546406232000
"2019-01-02 05:32:12","2019-01-02",-88.5,1546407132000
"2019-01-02 05:47:12","2019-01-02",-88.6,1546408032000
"2019-01-02 06:02:12","2019-01-02",-88.7,1546408932000
"2019-01-02 06:17:15","2019-01-02",-88.7,1546409835000
"2019-01-02 06:32:13","2019-01-02",-88.6,1546410733000
"2019-01-02 06:47:12","2019-01-02",-88.6,1546411632000
"2019-01-02 07:02:12","2019-01-02",-88.6,1546412532000
"2019-01-02 07:17:12","2019-01-02",-88.6,1546413432000
"2019-01-02 07:32:12","2019-01-02",-88.5,1546414332000
"2019-01-02 07:47:13","2019-01-02",-88.4,1546415233000
"2019-01-02 08:02:12","2019-01-02",-88.3,1546416132000
"2019-01-02 08:17:12","2019-01-02",-88.3,1546417032000
"2019-01-02 08:32:12","2019-01-02",-88.2,1546417932000
"2019-01-02 08:47:12","2019-01-02",-88.3,1546418832000
"2019-01-02 09:02:12","2019-01-02",-88.2,1546419732000
"2019-01-02 09:17:13","2019-01-02",-88.2,1546420633000
"2019-01-02 09:32:12","2019-01-02",-88.2,1546421532000
"2019-01-02 09:47:12","2019-01-02",-88.1,1546422432000
"2019-01-02 10:02:14","2019-01-02",-88.0,1546423334000
"2019-01-02 10:17:11","2019-01-02",-88.0,1546424231000
"2019-01-02 10:32:11","2019-01-02",-88.0,1546425131000
"2019-01-02 10:47:11","2019-01-02",-87.9,1546426031000
"2019-01-02 11:02:11","2019-01-02",-88.0,1546426931000
"2019-01-02 11:17:12","2019-01-02",-87.9,1546427832000
"2019-01-02 11:32:14","2019-01-02",-87.9,1546428734000
"2019-01-02 11:47:11","2019-01-02",-88.0,1546429631000
"2019-01-02 12:02:11","2019-01-02",-87.9,1546430531000
"2019-01-02 12:17:11","2019-01-02",-87.9,1546431431000
"2019-01-02 12:32:11","2019-01-02",-87.9,1546432331000
"2019-01-02 12:47:11","2019-01-02",-87.9,1546433231000
"2019-01-02 13:02:14","2019-01-02",-88.0,1546434134000
"2019-01-02 13:17:12","2019-01-02",-88.0,1546435032000
"2019-01-02 13:32:11","2019-01-02",-88.0,1546435931000
"2019-01-02 13:47:11","2019-01-02",-88.1,1546436831000
"2019-01-02 14:02:14","2019-01-02",-88.1,1546437734000
"2019-01-02 14:17:11","2019-01-02",-88.1,1546438631000
"2019-01-02 14:32:11","2019-01-02",-88.2,1546439531000
"2019-01-02 14:47:11","2019-01-02",-88.2,1546440431000
"2019-01-02 15:02:11","2019-01-02",-88.2,1546441331000
"2019-01-02 15:17:11","2019-01-02",-88.3,1546442231000
"2019-01-02 15:32:11","2019-01-02",-88.3,1546443131000
"2019-01-02 15:47:11","2019-01-02",-88.3,1546444031000
"2019-01-02 16:02:11","2019-01-02",-88.4,1546444931000
"2019-01-02 16:17:11","2019-01-02",-88.3,1546445831000
"2019-01-02 16:32:11","2019-01-02",-88.3,1546446731000
"2019-01-02 16:47:11","2019-01-02",-88.4,1546447631000
"2019-01-02 17:02:11","2019-01-02",-88.3,1546448531000
"2019-01-02 17:17:11","2019-01-02",-88.2,1546449431000
"2019-01-02 17:32:11","2019-01-02",-88.3,1546450331000
"2019-01-02 17:47:14","2019-01-02",-88.3,1546451234000
"2019-01-02 18:02:12","2019-01-02",-88.3,1546452132000
"2019-01-02 18:17:11","2019-01-02",-88.4,1546453031000
"2019-01-02 18:32:11","2019-01-02",-88.4,1546453931000
"2019-01-02 18:47:12","2019-01-02",-88.4,1546454832000
"2019-01-02 19:02:12","2019-01-02",-88.4,1546455732000
"2019-01-02 19:17:11","2019-01-02",-88.4,1546456631000
"2019-01-02 19:32:11","2019-01-02",-88.4,1546457531000
"2019-01-02 19:47:11","2019-01-02",-88.3,1546458431000
"2019-01-02 20:02:11","2019-01-02",-88.4,1546459331000
"2019-01-02 20:17:11","2019-01-02",-88.4,1546460231000
"2019-01-02 20:32:11","2019-01-02",-88.4,1546461131000
"2019-01-02 20:47:11","2019-01-02",-88.4,1546462031000
"2019-01-02 21:02:11","2019-01-02",-88.3,1546462931000
"2019-01-02 21:17:12","2019-01-02",-88.2,1546463832000
"2019-01-02 21:32:12","2019-01-02",-88.3,1546464732000
"2019-01-02 21:47:11","2019-01-02",-88.2,1546465631000
"2019-01-02 22:02:11","2019-01-02",-88.2,1546466531000
"2019-01-02 22:17:11","2019-01-02",-88.2,1546467431000
"2019-01-02 22:32:11","2019-01-02",-88.2,1546468331000
"2019-01-02 22:47:11","2019-01-02",-88.1,1546469231000
"2019-01-02 23:02:11","2019-01-02",-88.1,1546470131000
"2019-01-02 23:17:12","2019-01-02",-88.0,1546471032000
"2019-01-02 23:32:11","2019-01-02",-87.9,1546471931000
"2019-01-02 23:47:11","2019-01-02",-87.9,1546472831000
"2019-01-03 00:02:12","2019-01-03",-87.9,1546473732000
"2019-01-03 00:17:11","2019-01-03",-87.9,1546474631000
"2019-01-03 00:32:11","2019-01-03",-87.8,1546475531000
"2019-01-03 00:47:12","2019-01-03",-87.8,1546476432000
"2019-01-03 01:02:11","2019-01-03",-87.8,1546477331000
"2019-01-03 01:17:11","2019-01-03",-87.9,1546478231000
"2019-01-03 01:32:12","2019-01-03",-87.9,1546479132000
"2019-01-03 01:47:11","2019-01-03",-87.9,1546480031000
"2019-01-03 02:02:11","2019-01-03",-87.9,1546480931000
"2019-01-03 02:17:11","2019-01-03",-87.9,1546481831000
"2019-01-03 02:47:11","2019-01-03",-88.0,1546483631000
"2019-01-03 03:02:11","2019-01-03",-88.0,1546484531000
"2019-01-03 03:17:11","2019-01-03",-88.0,1546485431000
"2019-01-03 03:32:11","2019-01-03",-88.0,1546486331000
"2019-01-03 03:47:12","2019-01-03",-88.0,1546487232000
"2019-01-03 04:02:12","2019-01-03",-88.1,1546488132000
"2019-01-03 04:17:11","2019-01-03",-88.0,1546489031000
"2019-01-03 04:32:13","2019-01-03",-88.0,1546489933000
"2019-01-03 04:47:11","2019-01-03",-88.0,1546490831000
"2019-01-03 05:02:12","2019-01-03",-88.0,1546491732000
"2019-01-03 05:17:12","2019-01-03",-88.0,1546492632000
"2019-01-03 05:32:13","2019-01-03",-88.0,1546493533000
"2019-01-03 05:47:11","2019-01-03",-88.0,1546494431000
"2019-01-03 06:02:11","2019-01-03",-88.1,1546495331000
"2019-01-03 06:17:11","2019-01-03",-88.2,1546496231000
"2019-01-03 06:32:13","2019-01-03",-88.2,1546497133000
"2019-01-03 06:47:12","2019-01-03",-88.3,1546498032000
"2019-01-03 07:02:11","2019-01-03",-88.4,1546498931000
"2019-01-03 07:17:12","2019-01-03",-88.4,1546499832000
"2019-01-03 07:32:11","2019-01-03",-88.4,1546500731000
"2019-01-03 07:47:11","2019-01-03",-88.4,1546501631000
"2019-01-03 08:02:13","2019-01-03",-88.4,1546502533000
"2019-01-03 08:17:11","2019-01-03",-88.4,1546503431000
"2019-01-03 08:32:11","2019-01-03",-88.4,1546504331000
"2019-01-03 08:47:11","2019-01-03",-88.3,1546505231000
"2019-01-03 09:02:11","2019-01-03",-88.3,1546506131000
"2019-01-03 09:17:11","2019-01-03",-88.2,1546507031000
"2019-01-03 09:32:14","2019-01-03",-88.1,1546507934000
"2019-01-03 09:47:12","2019-01-03",-88.0,1546508832000
"2019-01-03 10:02:12","2019-01-03",-88.0,1546509732000
"2019-01-03 10:17:11","2019-01-03",-88.0,1546510631000
"2019-01-03 10:32:11","2019-01-03",-87.9,1546511531000
"2019-01-03 10:47:11","2019-01-03",-87.9,1546512431000
"2019-01-03 11:02:11","2019-01-03",-87.9,1546513331000
"2019-01-03 11:17:11","2019-01-03",-87.8,1546514231000
"2019-01-03 11:32:11","2019-01-03",-87.8,1546515131000
"2019-01-03 11:47:14","2019-01-03",-87.8,1546516034000
"2019-01-03 12:02:11","2019-01-03",-87.7,1546516931000
"2019-01-03 12:17:11","2019-01-03",-87.7,1546517831000
"2019-01-03 12:32:11","2019-01-03",-87.7,1546518731000
"2019-01-03 12:47:11","2019-01-03",-87.7,1546519631000
"2019-01-03 13:02:11","2019-01-03",-87.7,1546520531000
"2019-01-03 13:17:14","2019-01-03",-87.7,1546521434000
"2019-01-03 13:32:11","2019-01-03",-87.7,1546522331000
"2019-01-03 13:47:11","2019-01-03",-87.7,1546523231000
"2019-01-03 14:02:11","2019-01-03",-87.7,1546524131000
"2019-01-03 14:17:11","2019-01-03",-87.8,1546525031000
"2019-01-03 14:32:11","2019-01-03",-87.7,1546525931000
"2019-01-03 14:47:11","2019-01-03",-87.8,1546526831000
"2019-01-03 15:02:13","2019-01-03",-87.8,1546527733000
"2019-01-03 15:17:11","2019-01-03",-87.8,1546528631000
"2019-01-03 15:32:11","2019-01-03",-87.8,1546529531000
"2019-01-03 15:47:11","2019-01-03",-87.9,1546530431000
"2019-01-03 16:02:12","2019-01-03",-87.9,1546531332000
"2019-01-03 16:17:12","2019-01-03",-87.9,1546532232000
"2019-01-03 16:32:12","2019-01-03",-87.9,1546533132000
"2019-01-03 16:47:12","2019-01-03",-88.0,1546534032000
"2019-01-03 17:02:12","2019-01-03",-88.0,1546534932000
"2019-01-03 17:17:12","2019-01-03",-88.0,1546535832000
"2019-01-03 17:32:11","2019-01-03",-88.0,1546536731000
"2019-01-03 17:47:11","2019-01-03",-88.0,1546537631000
"2019-01-03 18:02:12","2019-01-03",-88.0,1546538532000
"2019-01-03 18:17:11","2019-01-03",-88.0,1546539431000
"2019-01-03 18:32:12","2019-01-03",-88.0,1546540332000
"2019-01-03 18:47:12","2019-01-03",-88.0,1546541232000
"2019-01-03 19:02:11","2019-01-03",-88.0,1546542131000
"2019-01-03 19:17:11","2019-01-03",-88.0,1546543031000
"2019-01-03 19:32:11","2019-01-03",-88.1,1546543931000
"2019-01-03 19:47:11","2019-01-03",-88.1,1546544831000
"2019-01-03 20:02:11","2019-01-03",-88.1,1546545731000
"2019-01-03 20:17:12","2019-01-03",-88.0,1546546632000
"2019-01-03 20:32:12","2019-01-03",-88.0,1546547532000
"2019-01-03 20:47:12","2019-01-03",-88.1,1546548432000
"2019-01-03 21:02:12","2019-01-03",-88.0,1546549332000
"2019-01-03 21:17:11","2019-01-03",-88.1,1546550231000
"2019-01-03 21:32:11","2019-01-03",-88.1,1546551131000
"2019-01-03 21:47:11","2019-01-03",-88.0,1546552031000
"2019-01-03 22:02:12","2019-01-03",-88.0,1546552932000
"2019-01-03 22:17:12","2019-01-03",-87.9,1546553832000
"2019-01-03 22:32:12","2019-01-03",-87.9,1546554732000
"2019-01-03 22:47:11","2019-01-03",-87.9,1546555631000
"2019-01-03 23:02:12","2019-01-03",-87.8,1546556532000
"2019-01-03 23:17:11","2019-01-03",-87.8,1546557431000
"2019-01-03 23:32:12","2019-01-03",-87.7,1546558332000
"2019-01-03 23:47:11","2019-01-03",-87.7,1546559231000
"2019-01-04 00:02:12","2019-01-04",-87.7,1546560132000
