"datetime","date","cond-i-subdaily-mS","epoch"
"2020-01-02 23:16:59","2020-01-02",3.073,1578007019000
"2020-01-02 23:31:59","2020-01-02",2.755,1578007919000
"2020-01-02 23:46:59","2020-01-02",3.057,1578008819000
"2020-01-03 00:02:00","2020-01-03",3.085,1578009720000
"2020-01-03 00:17:00","2020-01-03",2.971,1578010620000
"2020-01-03 00:31:59","2020-01-03",2.971,1578011519000
"2020-01-03 00:46:59","2020-01-03",2.978,1578012419000
"2020-01-03 01:02:00","2020-01-03",3.384,1578013320000
"2020-01-03 01:16:59","2020-01-03",3.879,1578014219000
"2020-01-03 01:31:59","2020-01-03",4.087,1578015119000
"2020-01-03 01:46:59","2020-01-03",4.367,1578016019000
"2020-01-03 02:01:59","2020-01-03",5.381,1578016919000
"2020-01-03 02:16:59","2020-01-03",6.189,1578017819000
"2020-01-03 02:31:59","2020-01-03",6.527,1578018719000
"2020-01-03 02:46:59","2020-01-03",7.006,1578019619000
"2020-01-03 03:01:59","2020-01-03",6.649,1578020519000
"2020-01-03 03:16:59","2020-01-03",7.404,1578021419000
"2020-01-03 03:31:59","2020-01-03",8.367,1578022319000
"2020-01-03 03:46:59","2020-01-03",10.25,1578023219000
"2020-01-03 04:01:59","2020-01-03",9.766,1578024119000
"2020-01-03 04:16:59","2020-01-03",10.76,1578025019000
"2020-01-03 04:31:59","2020-01-03",11.17,1578025919000
"2020-01-03 04:46:59","2020-01-03",11.44,1578026819000
"2020-01-03 05:01:59","2020-01-03",12.21,1578027719000
"2020-01-03 05:16:59","2020-01-03",12.33,1578028619000
"2020-01-03 05:31:59","2020-01-03",13.46,1578029519000
"2020-01-03 05:46:59","2020-01-03",13.5,1578030419000
"2020-01-03 06:01:59","2020-01-03",13.74,1578031319000
"2020-01-03 06:16:59","2020-01-03",15.07,1578032219000
"2020-01-03 06:31:59","2020-01-03",12.63,1578033119000
"2020-01-03 06:46:59","2020-01-03",12.23,1578034019000
"2020-01-03 07:01:59","2020-01-03",11.75,1578034919000
"2020-01-03 07:16:59","2020-01-03",11.62,1578035819000
"2020-01-03 07:31:59","2020-01-03",11.01,1578036719000
"2020-01-03 07:46:59","2020-01-03",9.956,1578037619000
"2020-01-03 08:01:59","2020-01-03",10.26,1578038519000
"2020-01-03 08:16:59","2020-01-03",10.87,1578039419000
"2020-01-03 08:31:59","2020-01-03",8.959,1578040319000
"2020-01-03 08:46:59","2020-01-03",8.668,1578041219000
"2020-01-03 09:01:59","2020-01-03",8.327,1578042119000
"2020-01-03 09:16:59","2020-01-03",7.928,1578043019000
"2020-01-03 09:31:59","2020-01-03",7.515,1578043919000
"2020-01-03 09:46:59","2020-01-03",7.135,1578044819000
"2020-01-03 10:01:59","2020-01-03",6.374,1578045719000
"2020-01-03 10:16:59","2020-01-03",5.79,1578046619000
"2020-01-03 10:32:00","2020-01-03",4.857,1578047520000
"2020-01-03 10:46:59","2020-01-03",4.402,1578048419000
"2020-01-03 11:01:59","2020-01-03",4.111,1578049319000
"2020-01-03 11:16:59","2020-01-03",3.914,1578050219000
"2020-01-03 11:32:00","2020-01-03",3.989,1578051120000
"2020-01-03 11:46:59","2020-01-03",4.199,1578052019000
"2020-01-03 12:01:59","2020-01-03",4.245,1578052919000
"2020-01-03 12:16:59","2020-01-03",3.955,1578053819000
"2020-01-03 12:31:59","2020-01-03",3.659,1578054719000
"2020-01-03 12:46:59","2020-01-03",3.587,1578055619000
"2020-01-03 13:01:59","2020-01-03",3.803,1578056519000
"2020-01-03 13:16:59","2020-01-03",4.092,1578057419000
"2020-01-03 13:32:00","2020-01-03",5.109,1578058320000
"2020-01-03 13:46:59","2020-01-03",5.153,1578059219000
"2020-01-03 14:01:59","2020-01-03",5.372,1578060119000
"2020-01-03 14:16:59","2020-01-03",5.812,1578061019000
"2020-01-03 14:31:59","2020-01-03",6.013,1578061919000
"2020-01-03 14:46:59","2020-01-03",6.352,1578062819000
"2020-01-03 15:01:59","2020-01-03",7.638,1578063719000
"2020-01-03 15:16:59","2020-01-03",7.789,1578064619000
"2020-01-03 15:31:59","2020-01-03",7.997,1578065519000
"2020-01-03 15:46:59","2020-01-03",9.351,1578066419000
"2020-01-03 16:01:59","2020-01-03",10.9,1578067319000
"2020-01-03 16:16:59","2020-01-03",12.23,1578068219000
"2020-01-03 16:31:59","2020-01-03",13.15,1578069119000
"2020-01-03 16:46:59","2020-01-03",14.16,1578070019000
"2020-01-03 17:01:59","2020-01-03",14.41,1578070919000
"2020-01-03 17:16:59","2020-01-03",15.13,1578071819000
"2020-01-03 17:31:59","2020-01-03",15.54,1578072719000
"2020-01-03 17:46:59","2020-01-03",16.02,1578073619000
"2020-01-03 18:01:59","2020-01-03",16.42,1578074519000
"2020-01-03 18:16:59","2020-01-03",17.07,1578075419000
"2020-01-03 18:31:59","2020-01-03",16.88,1578076319000
"2020-01-03 18:46:59","2020-01-03",18.08,1578077219000
"2020-01-03 19:01:59","2020-01-03",15.15,1578078119000
"2020-01-03 19:16:59","2020-01-03",15.29,1578079019000
"2020-01-03 19:31:59","2020-01-03",14.98,1578079919000
"2020-01-03 19:46:59","2020-01-03",14.12,1578080819000
"2020-01-03 20:01:59","2020-01-03",12.22,1578081719000
"2020-01-03 20:16:59","2020-01-03",11.66,1578082619000
"2020-01-03 20:31:59","2020-01-03",11.25,1578083519000
"2020-01-03 20:46:59","2020-01-03",10.99,1578084419000
"2020-01-03 21:01:59","2020-01-03",10.72,1578085319000
"2020-01-03 21:17:00","2020-01-03",10.23,1578086220000
"2020-01-03 21:31:59","2020-01-03",9.83,1578087119000
"2020-01-03 21:46:59","2020-01-03",9.293,1578088019000
"2020-01-03 22:01:59","2020-01-03",8.663,1578088919000
"2020-01-03 22:16:59","2020-01-03",8.11,1578089819000
"2020-01-03 22:31:59","2020-01-03",7.242,1578090719000
"2020-01-03 22:46:59","2020-01-03",6.739,1578091619000
"2020-01-03 23:02:00","2020-01-03",6.233,1578092520000
"2020-01-03 23:16:59","2020-01-03",6.057,1578093419000
"2020-01-03 23:31:58","2020-01-03",5.655,1578094318000
"2020-01-03 23:46:59","2020-01-03",5.353,1578095219000
"2020-01-04 00:01:59","2020-01-04",5.003,1578096119000
"2020-01-04 00:16:59","2020-01-04",5.448,1578097019000
"2020-01-04 00:32:00","2020-01-04",5.183,1578097920000
"2020-01-04 00:46:59","2020-01-04",4.966,1578098819000
"2020-01-04 01:01:59","2020-01-04",4.683,1578099719000
"2020-01-04 01:16:59","2020-01-04",4.436,1578100619000
"2020-01-04 01:31:59","2020-01-04",4.21,1578101519000
"2020-01-04 01:47:00","2020-01-04",4.024,1578102420000
"2020-01-04 02:01:59","2020-01-04",4.05,1578103319000
"2020-01-04 02:16:59","2020-01-04",4.377,1578104219000
"2020-01-04 02:32:00","2020-01-04",5.997,1578105120000
"2020-01-04 02:47:00","2020-01-04",6.542,1578106020000
"2020-01-04 03:01:59","2020-01-04",6.635,1578106919000
"2020-01-04 03:16:59","2020-01-04",7.674,1578107819000
"2020-01-04 03:32:00","2020-01-04",7.791,1578108720000
"2020-01-04 03:46:59","2020-01-04",8.576,1578109619000
"2020-01-04 04:01:59","2020-01-04",8.992,1578110519000
"2020-01-04 04:16:59","2020-01-04",9.338,1578111419000
"2020-01-04 04:31:59","2020-01-04",9.184,1578112319000
"2020-01-04 04:46:59","2020-01-04",9.172,1578113219000
"2020-01-04 05:01:59","2020-01-04",10.16,1578114119000
"2020-01-04 05:16:59","2020-01-04",11.76,1578115019000
"2020-01-04 05:31:59","2020-01-04",12.43,1578115919000
"2020-01-04 05:46:59","2020-01-04",13.26,1578116819000
"2020-01-04 06:02:00","2020-01-04",13.88,1578117720000
"2020-01-04 06:16:59","2020-01-04",14.45,1578118619000
"2020-01-04 06:31:59","2020-01-04",15.41,1578119519000
"2020-01-04 06:47:00","2020-01-04",14.73,1578120420000
"2020-01-04 07:01:59","2020-01-04",13.81,1578121319000
"2020-01-04 07:16:59","2020-01-04",14.01,1578122219000
"2020-01-04 07:31:59","2020-01-04",13.15,1578123119000
"2020-01-04 07:46:59","2020-01-04",12.77,1578124019000
"2020-01-04 08:02:00","2020-01-04",12.58,1578124920000
"2020-01-04 08:16:59","2020-01-04",11.24,1578125819000
"2020-01-04 08:31:59","2020-01-04",10.56,1578126719000
"2020-01-04 08:46:59","2020-01-04",10.2,1578127619000
"2020-01-04 09:01:59","2020-01-04",9.656,1578128519000
"2020-01-04 09:16:59","2020-01-04",9.467,1578129419000
"2020-01-04 09:32:00","2020-01-04",9.089,1578130320000
"2020-01-04 09:47:00","2020-01-04",9.139,1578131220000
"2020-01-04 10:01:59","2020-01-04",9.481,1578132119000
"2020-01-04 10:17:00","2020-01-04",8.939,1578133020000
"2020-01-04 10:32:00","2020-01-04",8.288,1578133920000
"2020-01-04 10:46:59","2020-01-04",7.994,1578134819000
"2020-01-04 11:01:59","2020-01-04",7.4,1578135719000
"2020-01-04 11:16:59","2020-01-04",6.824,1578136619000
"2020-01-04 11:31:59","2020-01-04",6.111,1578137519000
"2020-01-04 11:46:59","2020-01-04",5.548,1578138419000
"2020-01-04 12:01:59","2020-01-04",5.418,1578139319000
"2020-01-04 12:16:59","2020-01-04",5.1,1578140219000
"2020-01-04 12:31:59","2020-01-04",4.79,1578141119000
"2020-01-04 12:46:59","2020-01-04",4.562,1578142019000
"2020-01-04 13:01:59","2020-01-04",4.33,1578142919000
"2020-01-04 13:16:59","2020-01-04",4.258,1578143819000
"2020-01-04 13:31:59","2020-01-04",3.818,1578144719000
"2020-01-04 13:46:59","2020-01-04",3.948,1578145619000
"2020-01-04 14:01:59","2020-01-04",3.684,1578146519000
"2020-01-04 14:16:58","2020-01-04",3.921,1578147418000
"2020-01-04 14:31:58","2020-01-04",4.233,1578148318000
"2020-01-04 14:46:58","2020-01-04",4.373,1578149218000
"2020-01-04 15:01:59","2020-01-04",5.582,1578150119000
"2020-01-04 15:16:59","2020-01-04",5.915,1578151019000
"2020-01-04 15:31:59","2020-01-04",6.656,1578151919000
"2020-01-04 15:46:59","2020-01-04",6.805,1578152819000
"2020-01-04 16:01:59","2020-01-04",6.963,1578153719000
"2020-01-04 16:16:59","2020-01-04",7.128,1578154619000
"2020-01-04 16:31:59","2020-01-04",7.926,1578155519000
"2020-01-04 16:46:59","2020-01-04",8.701,1578156419000
"2020-01-04 17:01:59","2020-01-04",8.704,1578157319000
"2020-01-04 17:16:59","2020-01-04",9.907,1578158219000
"2020-01-04 17:31:59","2020-01-04",11.22,1578159119000
"2020-01-04 17:46:59","2020-01-04",12.94,1578160019000
"2020-01-04 18:01:59","2020-01-04",14.59,1578160919000
"2020-01-04 18:16:59","2020-01-04",14.88,1578161819000
"2020-01-04 18:31:59","2020-01-04",15.29,1578162719000
"2020-01-04 18:46:59","2020-01-04",15.96,1578163619000
"2020-01-04 19:01:59","2020-01-04",16.5,1578164519000
"2020-01-04 19:16:59","2020-01-04",16.9,1578165419000
"2020-01-04 19:31:59","2020-01-04",17.13,1578166319000
"2020-01-04 19:46:59","2020-01-04",18.41,1578167219000
"2020-01-04 20:01:59","2020-01-04",17.66,1578168119000
"2020-01-04 20:16:59","2020-01-04",17.18,1578169019000
"2020-01-04 20:31:59","2020-01-04",16.4,1578169919000
"2020-01-04 20:46:59","2020-01-04",15.81,1578170819000
"2020-01-04 21:01:59","2020-01-04",15.41,1578171719000
"2020-01-04 21:16:59","2020-01-04",14.26,1578172619000
"2020-01-04 21:31:59","2020-01-04",13.07,1578173519000
"2020-01-04 21:46:59","2020-01-04",12.26,1578174419000
"2020-01-04 22:01:59","2020-01-04",11.73,1578175319000
"2020-01-04 22:16:59","2020-01-04",11.52,1578176219000
"2020-01-04 22:31:59","2020-01-04",11.32,1578177119000
"2020-01-04 22:46:59","2020-01-04",10.72,1578178019000
"2020-01-04 23:01:59","2020-01-04",10.17,1578178919000
"2020-01-04 23:16:59","2020-01-04",9.514,1578179819000
"2020-01-04 23:31:59","2020-01-04",8.786,1578180719000
"2020-01-04 23:46:59","2020-01-04",8.25,1578181619000
"2020-01-05 00:01:59","2020-01-05",7.358,1578182519000
"2020-01-05 00:16:59","2020-01-05",6.715,1578183419000
"2020-01-05 00:31:59","2020-01-05",5.97,1578184319000
"2020-01-05 00:46:59","2020-01-05",5.664,1578185219000
"2020-01-05 01:01:59","2020-01-05",5.498,1578186119000
"2020-01-05 01:16:59","2020-01-05",5.548,1578187019000
"2020-01-05 01:31:59","2020-01-05",5.321,1578187919000
"2020-01-05 01:46:59","2020-01-05",5.239,1578188819000
"2020-01-05 02:01:59","2020-01-05",4.513,1578189719000
"2020-01-05 02:16:59","2020-01-05",4.412,1578190619000
"2020-01-05 02:31:59","2020-01-05",4.337,1578191519000
"2020-01-05 02:46:59","2020-01-05",4.412,1578192419000
"2020-01-05 03:01:59","2020-01-05",4.612,1578193319000
"2020-01-05 03:16:59","2020-01-05",6.581,1578194219000
"2020-01-05 03:31:59","2020-01-05",6.96,1578195119000
"2020-01-05 03:46:59","2020-01-05",6.905,1578196019000
"2020-01-05 04:01:59","2020-01-05",6.955,1578196919000
"2020-01-05 04:16:59","2020-01-05",8.272,1578197819000
"2020-01-05 04:31:59","2020-01-05",7.976,1578198719000
"2020-01-05 04:47:00","2020-01-05",8.157,1578199620000
"2020-01-05 05:01:59","2020-01-05",8.729,1578200519000
"2020-01-05 05:16:59","2020-01-05",9.478,1578201419000
"2020-01-05 05:31:59","2020-01-05",9.591,1578202319000
"2020-01-05 05:46:59","2020-01-05",10.07,1578203219000
"2020-01-05 06:01:59","2020-01-05",11.03,1578204119000
"2020-01-05 06:16:59","2020-01-05",11.99,1578205019000
"2020-01-05 06:31:59","2020-01-05",13.43,1578205919000
"2020-01-05 06:46:59","2020-01-05",14.09,1578206819000
"2020-01-05 07:01:59","2020-01-05",14.69,1578207719000
"2020-01-05 07:16:59","2020-01-05",15.09,1578208619000
"2020-01-05 07:32:00","2020-01-05",15.44,1578209520000
"2020-01-05 07:47:00","2020-01-05",16.16,1578210420000
"2020-01-05 08:01:59","2020-01-05",17.15,1578211319000
"2020-01-05 08:16:59","2020-01-05",17.96,1578212219000
"2020-01-05 08:31:59","2020-01-05",14.25,1578213119000
"2020-01-05 08:46:59","2020-01-05",14.72,1578214019000
"2020-01-05 09:01:59","2020-01-05",14.78,1578214919000
"2020-01-05 09:17:00","2020-01-05",14.18,1578215820000
"2020-01-05 09:32:00","2020-01-05",13.67,1578216720000
"2020-01-05 09:46:59","2020-01-05",12.3,1578217619000
"2020-01-05 10:01:59","2020-01-05",11.11,1578218519000
"2020-01-05 10:16:59","2020-01-05",10.69,1578219419000
"2020-01-05 10:31:59","2020-01-05",10.56,1578220319000
"2020-01-05 10:46:59","2020-01-05",10.42,1578221219000
"2020-01-05 11:01:59","2020-01-05",9.88,1578222119000
"2020-01-05 11:16:59","2020-01-05",9.883,1578223019000
"2020-01-05 11:31:59","2020-01-05",9.042,1578223919000
"2020-01-05 11:46:59","2020-01-05",8.56,1578224819000
"2020-01-05 12:01:59","2020-01-05",8.127,1578225719000
"2020-01-05 12:17:00","2020-01-05",7.506,1578226620000
"2020-01-05 12:31:59","2020-01-05",6.588,1578227519000
"2020-01-05 12:46:59","2020-01-05",5.676,1578228419000
"2020-01-05 13:01:59","2020-01-05",5.388,1578229319000
"2020-01-05 13:16:59","2020-01-05",5.223,1578230219000
"2020-01-05 13:31:59","2020-01-05",5.047,1578231119000
"2020-01-05 13:46:58","2020-01-05",5.032,1578232018000
"2020-01-05 14:01:59","2020-01-05",4.911,1578232919000
"2020-01-05 14:16:59","2020-01-05",4.873,1578233819000
"2020-01-05 14:31:59","2020-01-05",4.292,1578234719000
"2020-01-05 14:47:00","2020-01-05",4.367,1578235620000
"2020-01-05 15:01:59","2020-01-05",4.154,1578236519000
"2020-01-05 15:16:59","2020-01-05",4.246,1578237419000
"2020-01-05 15:31:59","2020-01-05",4.239,1578238319000
"2020-01-05 15:46:59","2020-01-05",5.481,1578239219000
"2020-01-05 16:01:59","2020-01-05",4.287,1578240119000
"2020-01-05 16:16:59","2020-01-05",6.39,1578241019000
"2020-01-05 16:31:59","2020-01-05",6.19,1578241919000
"2020-01-05 16:46:59","2020-01-05",6.532,1578242819000
"2020-01-05 17:01:59","2020-01-05",6.797,1578243719000
"2020-01-05 17:16:59","2020-01-05",7.062,1578244619000
"2020-01-05 17:31:59","2020-01-05",7.639,1578245519000
"2020-01-05 17:46:59","2020-01-05",8.983,1578246419000
"2020-01-05 18:01:59","2020-01-05",9.47,1578247319000
"2020-01-05 18:16:59","2020-01-05",9.896,1578248219000
"2020-01-05 18:31:59","2020-01-05",10.72,1578249119000
"2020-01-05 18:46:59","2020-01-05",11.61,1578250019000
"2020-01-05 19:01:59","2020-01-05",12.6,1578250919000
"2020-01-05 19:16:59","2020-01-05",14.43,1578251819000
"2020-01-05 19:31:59","2020-01-05",15.15,1578252719000
"2020-01-05 19:47:00","2020-01-05",16.08,1578253620000
"2020-01-05 20:01:59","2020-01-05",15.97,1578254519000
"2020-01-05 20:16:59","2020-01-05",17.29,1578255419000
"2020-01-05 20:31:59","2020-01-05",17.9,1578256319000
"2020-01-05 20:46:59","2020-01-05",18.02,1578257219000
"2020-01-05 21:01:59","2020-01-05",18.36,1578258119000
"2020-01-05 21:16:59","2020-01-05",18.49,1578259019000
"2020-01-05 21:31:58","2020-01-05",17.77,1578259918000
"2020-01-05 21:46:59","2020-01-05",17.88,1578260819000
"2020-01-05 22:01:59","2020-01-05",17.5,1578261719000
"2020-01-05 22:16:59","2020-01-05",16.98,1578262619000
"2020-01-05 22:31:59","2020-01-05",15.71,1578263519000
"2020-01-05 22:46:58","2020-01-05",14.25,1578264418000
"2020-01-05 23:01:59","2020-01-05",13.52,1578265319000
"2020-01-05 23:16:59","2020-01-05",13.0,1578266219000
"2020-01-05 23:31:59","2020-01-05",13.03,1578267119000
"2020-01-05 23:46:59","2020-01-05",12.82,1578268019000
"2020-01-06 00:01:59","2020-01-06",12.15,1578268919000
"2020-01-06 00:16:59","2020-01-06",11.31,1578269819000
"2020-01-06 00:31:59","2020-01-06",10.77,1578270719000
"2020-01-06 00:47:00","2020-01-06",9.991,1578271620000
"2020-01-06 01:01:59","2020-01-06",9.264,1578272519000
"2020-01-06 01:16:59","2020-01-06",8.546,1578273419000
"2020-01-06 01:31:59","2020-01-06",7.993,1578274319000
"2020-01-06 01:46:59","2020-01-06",7.555,1578275219000
"2020-01-06 02:01:59","2020-01-06",7.113,1578276119000
"2020-01-06 02:16:59","2020-01-06",6.788,1578277019000
"2020-01-06 02:31:59","2020-01-06",6.527,1578277919000
"2020-01-06 02:46:59","2020-01-06",6.3,1578278819000
"2020-01-06 03:01:59","2020-01-06",5.778,1578279719000
"2020-01-06 03:16:59","2020-01-06",5.575,1578280619000
"2020-01-06 03:31:59","2020-01-06",6.152,1578281519000
"2020-01-06 03:47:00","2020-01-06",6.152,1578282420000
"2020-01-06 04:02:00","2020-01-06",5.663,1578283320000
"2020-01-06 04:16:59","2020-01-06",5.572,1578284219000
"2020-01-06 04:31:59","2020-01-06",5.601,1578285119000
"2020-01-06 04:46:59","2020-01-06",6.278,1578286019000
"2020-01-06 05:01:59","2020-01-06",7.447,1578286919000
"2020-01-06 05:16:59","2020-01-06",7.647,1578287819000
"2020-01-06 05:31:59","2020-01-06",9.849,1578288719000
"2020-01-06 05:47:00","2020-01-06",8.892,1578289620000
"2020-01-06 06:01:59","2020-01-06",10.6,1578290519000
"2020-01-06 06:16:59","2020-01-06",10.4,1578291419000
"2020-01-06 06:32:00","2020-01-06",10.72,1578292320000
"2020-01-06 06:46:59","2020-01-06",11.02,1578293219000
"2020-01-06 07:01:59","2020-01-06",11.77,1578294119000
"2020-01-06 07:16:59","2020-01-06",12.04,1578295019000
"2020-01-06 07:31:59","2020-01-06",13.25,1578295919000
"2020-01-06 07:46:59","2020-01-06",14.88,1578296819000
"2020-01-06 08:01:59","2020-01-06",15.06,1578297719000
"2020-01-06 08:16:59","2020-01-06",16.99,1578298619000
"2020-01-06 08:32:00","2020-01-06",17.49,1578299520000
"2020-01-06 08:46:59","2020-01-06",17.52,1578300419000
"2020-01-06 09:01:59","2020-01-06",17.78,1578301319000
"2020-01-06 09:16:59","2020-01-06",17.78,1578302219000
"2020-01-06 09:31:59","2020-01-06",16.3,1578303119000
"2020-01-06 09:46:59","2020-01-06",17.32,1578304019000
"2020-01-06 10:01:59","2020-01-06",16.47,1578304919000
"2020-01-06 10:16:59","2020-01-06",16.19,1578305819000
"2020-01-06 10:31:59","2020-01-06",15.64,1578306719000
"2020-01-06 10:46:59","2020-01-06",14.45,1578307619000
"2020-01-06 11:02:00","2020-01-06",12.92,1578308520000
"2020-01-06 11:16:59","2020-01-06",12.39,1578309419000
"2020-01-06 11:31:59","2020-01-06",12.21,1578310319000
"2020-01-06 11:46:59","2020-01-06",11.84,1578311219000
"2020-01-06 12:02:00","2020-01-06",11.37,1578312120000
"2020-01-06 12:16:59","2020-01-06",11.17,1578313019000
"2020-01-06 12:31:59","2020-01-06",11.04,1578313919000
"2020-01-06 12:46:59","2020-01-06",10.62,1578314819000
"2020-01-06 13:01:59","2020-01-06",9.993,1578315719000
"2020-01-06 13:16:59","2020-01-06",9.673,1578316619000
"2020-01-06 13:31:59","2020-01-06",8.931,1578317519000
"2020-01-06 13:46:59","2020-01-06",8.042,1578318419000
"2020-01-06 14:01:59","2020-01-06",7.451,1578319319000
"2020-01-06 14:16:59","2020-01-06",7.132,1578320219000
"2020-01-06 14:31:59","2020-01-06",6.612,1578321119000
"2020-01-06 14:46:59","2020-01-06",6.255,1578322019000
"2020-01-06 15:01:59","2020-01-06",5.727,1578322919000
"2020-01-06 15:16:59","2020-01-06",5.401,1578323819000
"2020-01-06 15:31:58","2020-01-06",5.147,1578324718000
"2020-01-06 15:46:59","2020-01-06",5.22,1578325619000
"2020-01-06 16:01:59","2020-01-06",5.139,1578326519000
"2020-01-06 16:16:59","2020-01-06",4.948,1578327419000
