"datetime","date","level-i-900-m-qualified","epoch"
"2020-06-06 19:45:00","2020-06-06",0.18,1591472700000
"2020-06-06 20:00:00","2020-06-06",0.173,1591473600000
"2020-06-06 20:15:00","2020-06-06",0.173,1591474500000
"2020-06-06 20:30:00","2020-06-06",0.171,1591475400000
"2020-06-06 20:45:00","2020-06-06",0.17,1591476300000
"2020-06-06 21:00:00","2020-06-06",0.17,1591477200000
"2020-06-06 21:15:00","2020-06-06",0.17,1591478100000
"2020-06-06 21:30:00","2020-06-06",0.169,1591479000000
"2020-06-06 21:45:00","2020-06-06",0.168,1591479900000
"2020-06-06 22:00:00","2020-06-06",0.168,1591480800000
"2020-06-06 22:15:00","2020-06-06",0.168,1591481700000
"2020-06-06 22:30:00","2020-06-06",0.168,1591482600000
"2020-06-06 22:45:00","2020-06-06",0.168,1591483500000
"2020-06-06 23:00:00","2020-06-06",0.167,1591484400000
"2020-06-06 23:15:00","2020-06-06",0.166,1591485300000
"2020-06-06 23:30:00","2020-06-06",0.166,1591486200000
"2020-06-06 23:45:00","2020-06-06",0.165,1591487100000
"2020-06-07 00:00:00","2020-06-07",0.164,1591488000000
"2020-06-07 00:15:00","2020-06-07",0.164,1591488900000
"2020-06-07 00:30:00","2020-06-07",0.164,1591489800000
"2020-06-07 00:45:00","2020-06-07",0.163,1591490700000
"2020-06-07 01:00:00","2020-06-07",0.163,1591491600000
"2020-06-07 01:15:00","2020-06-07",0.163,1591492500000
"2020-06-07 01:30:00","2020-06-07",0.163,1591493400000
"2020-06-07 01:45:00","2020-06-07",0.161,1591494300000
"2020-06-07 02:00:00","2020-06-07",0.162,1591495200000
"2020-06-07 02:15:00","2020-06-07",0.162,1591496100000
"2020-06-07 02:30:00","2020-06-07",0.162,1591497000000
"2020-06-07 02:45:00","2020-06-07",0.164,1591497900000
"2020-06-07 03:00:00","2020-06-07",0.161,1591498800000
"2020-06-07 03:15:00","2020-06-07",0.161,1591499700000
"2020-06-07 03:30:00","2020-06-07",0.164,1591500600000
"2020-06-07 03:45:00","2020-06-07",0.166,1591501500000
"2020-06-07 04:00:00","2020-06-07",0.166,1591502400000
"2020-06-07 04:15:00","2020-06-07",0.169,1591503300000
"2020-06-07 04:30:00","2020-06-07",0.169,1591504200000
"2020-06-07 04:45:00","2020-06-07",0.17,1591505100000
"2020-06-07 05:00:00","2020-06-07",0.171,1591506000000
"2020-06-07 05:15:00","2020-06-07",0.173,1591506900000
"2020-06-07 05:30:00","2020-06-07",0.173,1591507800000
"2020-06-07 05:45:00","2020-06-07",0.173,1591508700000
"2020-06-07 06:00:00","2020-06-07",0.173,1591509600000
"2020-06-07 06:15:00","2020-06-07",0.172,1591510500000
"2020-06-07 06:30:00","2020-06-07",0.173,1591511400000
"2020-06-07 06:45:00","2020-06-07",0.173,1591512300000
"2020-06-07 07:00:00","2020-06-07",0.172,1591513200000
"2020-06-07 07:15:00","2020-06-07",0.173,1591514100000
"2020-06-07 07:30:00","2020-06-07",0.168,1591515000000
"2020-06-07 07:45:00","2020-06-07",0.168,1591515900000
"2020-06-07 08:00:00","2020-06-07",0.165,1591516800000
"2020-06-07 08:15:00","2020-06-07",0.116,1591517700000
"2020-06-07 08:30:00","2020-06-07",0.182,1591518600000
"2020-06-07 08:45:00","2020-06-07",0.174,1591519500000
"2020-06-07 09:00:00","2020-06-07",0.151,1591520400000
"2020-06-07 09:15:00","2020-06-07",0.17,1591521300000
"2020-06-07 09:30:00","2020-06-07",0.171,1591522200000
"2020-06-07 09:45:00","2020-06-07",0.175,1591523100000
"2020-06-07 10:00:00","2020-06-07",0.173,1591524000000
"2020-06-07 10:15:00","2020-06-07",0.159,1591524900000
