"datetime","date","do-i-subdaily-mgL","epoch"
"2021-01-02 00:02:11","2021-01-02",12.52,1609545731000
"2021-01-02 00:17:11","2021-01-02",12.55,1609546631000
"2021-01-02 00:32:11","2021-01-02",12.55,1609547531000
"2021-01-02 00:47:11","2021-01-02",12.56,1609548431000
"2021-01-02 01:02:11","2021-01-02",12.51,1609549331000
"2021-01-02 01:17:11","2021-01-02",12.51,1609550231000
"2021-01-02 01:32:11","2021-01-02",12.51,1609551131000
"2021-01-02 01:47:11","2021-01-02",12.49,1609552031000
"2021-01-02 02:02:11","2021-01-02",12.48,1609552931000
"2021-01-02 02:17:11","2021-01-02",12.49,1609553831000
"2021-01-02 02:32:11","2021-01-02",12.49,1609554731000
"2021-01-02 02:47:10","2021-01-02",12.5,1609555630000
"2021-01-02 03:02:11","2021-01-02",12.49,1609556531000
"2021-01-02 03:17:10","2021-01-02",12.48,1609557430000
"2021-01-02 03:32:10","2021-01-02",12.48,1609558330000
"2021-01-02 03:47:11","2021-01-02",12.48,1609559231000
"2021-01-02 04:02:10","2021-01-02",12.44,1609560130000
"2021-01-02 04:17:11","2021-01-02",12.48,1609561031000
"2021-01-02 04:32:11","2021-01-02",12.48,1609561931000
"2021-01-02 04:47:10","2021-01-02",12.5,1609562830000
"2021-01-02 05:02:11","2021-01-02",12.49,1609563731000
"2021-01-02 05:17:11","2021-01-02",12.51,1609564631000
"2021-01-02 05:32:11","2021-01-02",12.51,1609565531000
"2021-01-02 05:47:11","2021-01-02",12.54,1609566431000
"2021-01-02 06:02:11","2021-01-02",12.55,1609567331000
"2021-01-02 06:17:11","2021-01-02",12.58,1609568231000
"2021-01-02 06:32:11","2021-01-02",12.57,1609569131000
"2021-01-02 06:47:11","2021-01-02",12.59,1609570031000
"2021-01-02 07:02:11","2021-01-02",12.63,1609570931000
"2021-01-02 07:17:11","2021-01-02",12.63,1609571831000
"2021-01-02 07:32:11","2021-01-02",12.63,1609572731000
"2021-01-02 07:47:11","2021-01-02",12.59,1609573631000
"2021-01-02 08:02:11","2021-01-02",12.59,1609574531000
"2021-01-02 08:17:11","2021-01-02",12.62,1609575431000
"2021-01-02 08:32:11","2021-01-02",12.65,1609576331000
"2021-01-02 08:47:14","2021-01-02",12.67,1609577234000
"2021-01-02 09:02:11","2021-01-02",12.67,1609578131000
"2021-01-02 09:17:13","2021-01-02",12.67,1609579033000
