"datetime","date","sal-i-subdaily-psu","epoch"
"2020-01-02 00:02:11","2020-01-02",0.3007,1577923331000
"2020-01-02 00:17:11","2020-01-02",0.3007,1577924231000
"2020-01-02 00:32:11","2020-01-02",0.3059,1577925131000
"2020-01-02 00:47:11","2020-01-02",0.3013,1577926031000
"2020-01-02 01:02:11","2020-01-02",0.3024,1577926931000
"2020-01-02 01:17:11","2020-01-02",0.3041,1577927831000
"2020-01-02 01:32:11","2020-01-02",0.303,1577928731000
"2020-01-02 01:47:11","2020-01-02",0.3041,1577929631000
"2020-01-02 02:02:11","2020-01-02",0.3041,1577930531000
"2020-01-02 02:17:14","2020-01-02",0.2984,1577931434000
"2020-01-02 02:32:11","2020-01-02",0.303,1577932331000
"2020-01-02 02:47:11","2020-01-02",0.3036,1577933231000
"2020-01-02 03:02:11","2020-01-02",0.3053,1577934131000
"2020-01-02 03:17:11","2020-01-02",0.3024,1577935031000
"2020-01-02 03:32:11","2020-01-02",0.303,1577935931000
"2020-01-02 03:47:11","2020-01-02",0.3036,1577936831000
"2020-01-02 04:02:11","2020-01-02",0.3041,1577937731000
"2020-01-02 04:17:11","2020-01-02",0.3047,1577938631000
"2020-01-02 04:32:11","2020-01-02",0.3053,1577939531000
"2020-01-02 04:47:11","2020-01-02",0.3053,1577940431000
"2020-01-02 05:02:11","2020-01-02",0.3041,1577941331000
"2020-01-02 05:17:11","2020-01-02",0.303,1577942231000
"2020-01-02 05:32:11","2020-01-02",0.3018,1577943131000
"2020-01-02 05:47:11","2020-01-02",0.303,1577944031000
"2020-01-02 06:02:11","2020-01-02",0.3018,1577944931000
"2020-01-02 06:17:12","2020-01-02",0.3018,1577945832000
"2020-01-02 06:32:11","2020-01-02",0.3013,1577946731000
"2020-01-02 06:47:11","2020-01-02",0.303,1577947631000
"2020-01-02 07:02:11","2020-01-02",0.3036,1577948531000
"2020-01-02 07:17:11","2020-01-02",0.3041,1577949431000
"2020-01-02 07:32:11","2020-01-02",0.3047,1577950331000
"2020-01-02 07:47:11","2020-01-02",0.3036,1577951231000
"2020-01-02 08:02:11","2020-01-02",0.3024,1577952131000
"2020-01-02 08:17:11","2020-01-02",0.3013,1577953031000
"2020-01-02 08:32:11","2020-01-02",0.3007,1577953931000
"2020-01-02 08:47:11","2020-01-02",0.3018,1577954831000
"2020-01-02 09:02:11","2020-01-02",0.3018,1577955731000
"2020-01-02 09:17:11","2020-01-02",0.3024,1577956631000
"2020-01-02 09:32:13","2020-01-02",0.3018,1577957533000
