"datetime","date","temp-i-subdaily-C","epoch"
"2019-01-02 00:02:11","2019-01-02",9.2,1546387331000
"2019-01-02 00:17:11","2019-01-02",9.15,1546388231000
"2019-01-02 00:32:11","2019-01-02",9.98,1546389131000
"2019-01-02 00:47:11","2019-01-02",10.15,1546390031000
"2019-01-02 01:02:12","2019-01-02",10.11,1546390932000
"2019-01-02 01:17:12","2019-01-02",10.23,1546391832000
"2019-01-02 01:32:12","2019-01-02",10.41,1546392732000
"2019-01-02 01:47:12","2019-01-02",10.03,1546393632000
"2019-01-02 02:02:12","2019-01-02",9.62,1546394532000
"2019-01-02 02:17:11","2019-01-02",9.44,1546395431000
"2019-01-02 02:32:11","2019-01-02",9.16,1546396331000
"2019-01-02 02:47:12","2019-01-02",9.13,1546397232000
"2019-01-02 03:02:12","2019-01-02",8.93,1546398132000
"2019-01-02 03:17:12","2019-01-02",8.88,1546399032000
"2019-01-02 03:32:11","2019-01-02",8.84,1546399931000
"2019-01-02 03:47:11","2019-01-02",9.06,1546400831000
"2019-01-02 04:02:12","2019-01-02",9.35,1546401732000
"2019-01-02 04:17:12","2019-01-02",9.5,1546402632000
"2019-01-02 04:32:12","2019-01-02",9.59,1546403532000
"2019-01-02 04:47:12","2019-01-02",9.68,1546404432000
"2019-01-02 05:02:12","2019-01-02",9.72,1546405332000
"2019-01-02 05:17:13","2019-01-02",9.64,1546406233000
"2019-01-02 05:32:12","2019-01-02",9.43,1546407132000
"2019-01-02 05:47:12","2019-01-02",9.6,1546408032000
"2019-01-02 06:02:12","2019-01-02",9.44,1546408932000
"2019-01-02 06:17:12","2019-01-02",9.38,1546409832000
"2019-01-02 06:32:12","2019-01-02",9.34,1546410732000
"2019-01-02 06:47:12","2019-01-02",9.25,1546411632000
"2019-01-02 07:02:11","2019-01-02",9.22,1546412531000
"2019-01-02 07:17:12","2019-01-02",9.37,1546413432000
"2019-01-02 07:32:12","2019-01-02",9.18,1546414332000
"2019-01-02 07:47:12","2019-01-02",9.08,1546415232000
"2019-01-02 08:02:11","2019-01-02",8.73,1546416131000
"2019-01-02 08:17:11","2019-01-02",9.0,1546417031000
"2019-01-02 08:32:11","2019-01-02",8.96,1546417931000
"2019-01-02 08:47:12","2019-01-02",8.89,1546418832000
"2019-01-02 09:02:11","2019-01-02",8.99,1546419731000
"2019-01-02 09:17:11","2019-01-02",9.07,1546420631000
"2019-01-02 09:32:11","2019-01-02",9.07,1546421531000
"2019-01-02 09:47:11","2019-01-02",9.02,1546422431000
"2019-01-02 10:02:12","2019-01-02",8.92,1546423332000
"2019-01-02 10:17:11","2019-01-02",8.88,1546424231000
"2019-01-02 10:32:12","2019-01-02",8.96,1546425132000
"2019-01-02 10:47:12","2019-01-02",8.99,1546426032000
"2019-01-02 11:02:12","2019-01-02",9.09,1546426932000
"2019-01-02 11:17:12","2019-01-02",9.12,1546427832000
"2019-01-02 11:32:12","2019-01-02",9.13,1546428732000
"2019-01-02 11:47:11","2019-01-02",9.23,1546429631000
"2019-01-02 12:02:11","2019-01-02",9.2,1546430531000
"2019-01-02 12:17:11","2019-01-02",9.12,1546431431000
"2019-01-02 12:32:11","2019-01-02",9.0,1546432331000
"2019-01-02 12:47:11","2019-01-02",8.93,1546433231000
"2019-01-02 13:02:11","2019-01-02",8.94,1546434131000
"2019-01-02 13:17:11","2019-01-02",9.9,1546435031000
"2019-01-02 13:32:11","2019-01-02",9.74,1546435931000
"2019-01-02 13:47:12","2019-01-02",9.83,1546436832000
"2019-01-02 14:02:11","2019-01-02",9.58,1546437731000
"2019-01-02 14:17:12","2019-01-02",9.15,1546438632000
"2019-01-02 14:32:11","2019-01-02",9.23,1546439531000
"2019-01-02 14:47:12","2019-01-02",9.07,1546440432000
"2019-01-02 15:02:12","2019-01-02",8.93,1546441332000
"2019-01-02 15:17:12","2019-01-02",8.8,1546442232000
