"datetime","date","do-i-subdaily-pct","epoch"
"2018-01-02 00:02:10","2018-01-02",96.8,1514851330000
"2018-01-02 00:17:10","2018-01-02",96.4,1514852230000
"2018-01-02 00:32:11","2018-01-02",96.1,1514853131000
"2018-01-02 00:47:10","2018-01-02",96.0,1514854030000
"2018-01-02 01:02:10","2018-01-02",95.8,1514854930000
"2018-01-02 01:17:10","2018-01-02",95.4,1514855830000
"2018-01-02 01:32:10","2018-01-02",95.0,1514856730000
"2018-01-02 01:47:10","2018-01-02",94.6,1514857630000
"2018-01-02 02:02:10","2018-01-02",94.3,1514858530000
"2018-01-02 02:17:11","2018-01-02",95.1,1514859431000
"2018-01-02 02:32:11","2018-01-02",95.2,1514860331000
"2018-01-02 02:47:10","2018-01-02",95.4,1514861230000
"2018-01-02 03:02:10","2018-01-02",95.7,1514862130000
"2018-01-02 03:17:11","2018-01-02",95.8,1514863031000
"2018-01-02 03:32:11","2018-01-02",96.0,1514863931000
"2018-01-02 03:47:11","2018-01-02",96.2,1514864831000
"2018-01-02 04:02:10","2018-01-02",96.3,1514865730000
"2018-01-02 04:17:11","2018-01-02",96.4,1514866631000
"2018-01-02 04:32:10","2018-01-02",96.5,1514867530000
"2018-01-02 04:47:10","2018-01-02",96.7,1514868430000
"2018-01-02 05:02:10","2018-01-02",97.0,1514869330000
"2018-01-02 05:17:11","2018-01-02",97.5,1514870231000
"2018-01-02 05:32:10","2018-01-02",97.6,1514871130000
"2018-01-02 05:47:10","2018-01-02",97.9,1514872030000
"2018-01-02 06:02:11","2018-01-02",97.8,1514872931000
"2018-01-02 06:17:11","2018-01-02",97.6,1514873831000
"2018-01-02 06:32:11","2018-01-02",97.6,1514874731000
"2018-01-02 06:47:11","2018-01-02",97.9,1514875631000
"2018-01-02 07:02:11","2018-01-02",97.9,1514876531000
"2018-01-02 07:17:10","2018-01-02",98.1,1514877430000
"2018-01-02 07:32:11","2018-01-02",98.2,1514878331000
"2018-01-02 07:47:11","2018-01-02",98.3,1514879231000
"2018-01-02 08:02:11","2018-01-02",98.3,1514880131000
"2018-01-02 08:17:11","2018-01-02",98.1,1514881031000
"2018-01-02 08:32:11","2018-01-02",98.1,1514881931000
"2018-01-02 08:47:11","2018-01-02",98.0,1514882831000
"2018-01-02 09:02:11","2018-01-02",98.0,1514883731000
"2018-01-02 09:17:10","2018-01-02",97.9,1514884630000
"2018-01-02 09:32:11","2018-01-02",98.0,1514885531000
"2018-01-02 09:47:11","2018-01-02",98.0,1514886431000
"2018-01-02 10:02:11","2018-01-02",97.9,1514887331000
"2018-01-02 10:17:11","2018-01-02",97.6,1514888231000
"2018-01-02 10:32:11","2018-01-02",97.4,1514889131000
"2018-01-02 10:47:10","2018-01-02",98.1,1514890030000
"2018-01-02 11:02:10","2018-01-02",97.8,1514890930000
"2018-01-02 11:17:10","2018-01-02",97.9,1514891830000
"2018-01-02 11:32:11","2018-01-02",97.8,1514892731000
"2018-01-02 11:47:11","2018-01-02",97.7,1514893631000
"2018-01-02 12:02:10","2018-01-02",97.6,1514894530000
"2018-01-02 12:17:11","2018-01-02",97.2,1514895431000
"2018-01-02 12:32:11","2018-01-02",96.9,1514896331000
"2018-01-02 12:47:11","2018-01-02",96.7,1514897231000
"2018-01-02 13:02:10","2018-01-02",96.5,1514898130000
"2018-01-02 13:17:11","2018-01-02",96.3,1514899031000
"2018-01-02 13:32:10","2018-01-02",96.0,1514899930000
"2018-01-02 13:47:10","2018-01-02",95.6,1514900830000
"2018-01-02 14:02:11","2018-01-02",95.2,1514901731000
"2018-01-02 14:17:10","2018-01-02",94.4,1514902630000
"2018-01-02 14:32:11","2018-01-02",95.4,1514903531000
"2018-01-02 14:47:11","2018-01-02",95.5,1514904431000
"2018-01-02 15:02:10","2018-01-02",95.9,1514905330000
"2018-01-02 15:17:10","2018-01-02",96.1,1514906230000
"2018-01-02 15:32:10","2018-01-02",96.2,1514907130000
"2018-01-02 15:47:11","2018-01-02",96.4,1514908031000
"2018-01-02 16:02:11","2018-01-02",96.6,1514908931000
"2018-01-02 16:17:11","2018-01-02",96.8,1514909831000
"2018-01-02 16:32:11","2018-01-02",97.1,1514910731000
"2018-01-02 16:47:10","2018-01-02",97.3,1514911630000
"2018-01-02 17:02:10","2018-01-02",97.3,1514912530000
"2018-01-02 17:17:10","2018-01-02",97.5,1514913430000
"2018-01-02 17:32:11","2018-01-02",97.9,1514914331000
"2018-01-02 17:47:11","2018-01-02",98.4,1514915231000
"2018-01-02 18:02:10","2018-01-02",98.8,1514916130000
"2018-01-02 18:17:10","2018-01-02",98.3,1514917030000
"2018-01-02 18:32:11","2018-01-02",98.1,1514917931000
"2018-01-02 18:47:11","2018-01-02",98.0,1514918831000
"2018-01-02 19:02:10","2018-01-02",98.2,1514919730000
"2018-01-02 19:17:10","2018-01-02",98.4,1514920630000
"2018-01-02 19:32:10","2018-01-02",98.6,1514921530000
"2018-01-02 19:47:11","2018-01-02",98.8,1514922431000
"2018-01-02 20:02:11","2018-01-02",98.9,1514923331000
"2018-01-02 20:17:11","2018-01-02",98.9,1514924231000
"2018-01-02 20:32:11","2018-01-02",98.8,1514925131000
"2018-01-02 20:47:10","2018-01-02",98.7,1514926030000
"2018-01-02 21:02:10","2018-01-02",98.6,1514926930000
"2018-01-02 21:17:11","2018-01-02",98.6,1514927831000
"2018-01-02 21:32:11","2018-01-02",98.5,1514928731000
"2018-01-02 21:47:11","2018-01-02",98.3,1514929631000
"2018-01-02 22:02:10","2018-01-02",98.2,1514930530000
"2018-01-02 22:17:11","2018-01-02",98.2,1514931431000
"2018-01-02 22:32:10","2018-01-02",98.2,1514932330000
"2018-01-02 22:47:11","2018-01-02",98.2,1514933231000
"2018-01-02 23:02:10","2018-01-02",98.3,1514934130000
"2018-01-02 23:17:11","2018-01-02",98.0,1514935031000
"2018-01-02 23:32:11","2018-01-02",97.9,1514935931000
"2018-01-02 23:47:11","2018-01-02",98.1,1514936831000
"2018-01-03 00:02:11","2018-01-03",98.0,1514937731000
"2018-01-03 00:17:10","2018-01-03",98.0,1514938630000
"2018-01-03 00:32:10","2018-01-03",98.1,1514939530000
"2018-01-03 00:47:10","2018-01-03",98.1,1514940430000
"2018-01-03 01:02:10","2018-01-03",98.0,1514941330000
"2018-01-03 01:17:11","2018-01-03",97.9,1514942231000
"2018-01-03 01:32:11","2018-01-03",97.5,1514943131000
"2018-01-03 01:47:11","2018-01-03",97.1,1514944031000
"2018-01-03 02:02:11","2018-01-03",96.8,1514944931000
"2018-01-03 02:17:11","2018-01-03",96.4,1514945831000
"2018-01-03 02:32:11","2018-01-03",95.9,1514946731000
"2018-01-03 02:47:11","2018-01-03",95.7,1514947631000
"2018-01-03 03:02:11","2018-01-03",95.8,1514948531000
"2018-01-03 03:17:11","2018-01-03",95.9,1514949431000
"2018-01-03 03:32:11","2018-01-03",96.1,1514950331000
"2018-01-03 03:47:10","2018-01-03",96.4,1514951230000
"2018-01-03 04:02:11","2018-01-03",96.5,1514952131000
"2018-01-03 04:17:10","2018-01-03",96.7,1514953030000
"2018-01-03 04:32:10","2018-01-03",97.0,1514953930000
"2018-01-03 04:47:10","2018-01-03",97.1,1514954830000
"2018-01-03 05:02:11","2018-01-03",97.0,1514955731000
"2018-01-03 05:17:11","2018-01-03",97.0,1514956631000
"2018-01-03 05:32:11","2018-01-03",97.2,1514957531000
"2018-01-03 05:47:11","2018-01-03",97.6,1514958431000
"2018-01-03 06:02:11","2018-01-03",97.9,1514959331000
"2018-01-03 06:17:11","2018-01-03",98.1,1514960231000
"2018-01-03 06:32:11","2018-01-03",98.2,1514961131000
"2018-01-03 06:47:11","2018-01-03",97.8,1514962031000
"2018-01-03 07:02:11","2018-01-03",96.7,1514962931000
"2018-01-03 07:17:11","2018-01-03",96.0,1514963831000
"2018-01-03 07:32:11","2018-01-03",95.7,1514964731000
"2018-01-03 07:47:10","2018-01-03",95.6,1514965630000
"2018-01-03 08:02:10","2018-01-03",95.7,1514966530000
"2018-01-03 08:17:11","2018-01-03",95.9,1514967431000
"2018-01-03 08:32:10","2018-01-03",96.1,1514968330000
"2018-01-03 08:47:10","2018-01-03",96.1,1514969230000
"2018-01-03 09:02:10","2018-01-03",96.2,1514970130000
"2018-01-03 09:17:10","2018-01-03",96.1,1514971030000
"2018-01-03 09:32:11","2018-01-03",96.0,1514971931000
"2018-01-03 09:47:11","2018-01-03",95.8,1514972831000
"2018-01-03 10:02:10","2018-01-03",95.5,1514973730000
"2018-01-03 10:17:10","2018-01-03",95.6,1514974630000
"2018-01-03 10:32:11","2018-01-03",95.6,1514975531000
"2018-01-03 10:47:11","2018-01-03",95.5,1514976431000
"2018-01-03 11:02:10","2018-01-03",95.6,1514977330000
"2018-01-03 11:17:11","2018-01-03",95.7,1514978231000
"2018-01-03 11:32:11","2018-01-03",95.8,1514979131000
"2018-01-03 11:47:11","2018-01-03",95.3,1514980031000
"2018-01-03 12:02:11","2018-01-03",95.6,1514980931000
"2018-01-03 12:17:11","2018-01-03",95.7,1514981831000
"2018-01-03 12:32:10","2018-01-03",95.7,1514982730000
"2018-01-03 12:47:11","2018-01-03",95.5,1514983631000
"2018-01-03 13:02:11","2018-01-03",95.5,1514984531000
"2018-01-03 13:17:11","2018-01-03",95.5,1514985431000
"2018-01-03 13:32:12","2018-01-03",95.2,1514986332000
"2018-01-03 13:47:11","2018-01-03",95.3,1514987231000
"2018-01-03 14:02:11","2018-01-03",95.3,1514988131000
"2018-01-03 14:17:10","2018-01-03",95.4,1514989030000
"2018-01-03 14:32:10","2018-01-03",95.3,1514989930000
"2018-01-03 14:47:10","2018-01-03",95.1,1514990830000
"2018-01-03 15:02:11","2018-01-03",95.2,1514991731000
"2018-01-03 15:17:11","2018-01-03",94.9,1514992631000
"2018-01-03 15:32:11","2018-01-03",95.0,1514993531000
"2018-01-03 15:47:11","2018-01-03",94.8,1514994431000
"2018-01-03 16:02:11","2018-01-03",94.8,1514995331000
"2018-01-03 16:17:11","2018-01-03",94.5,1514996231000
"2018-01-03 16:32:11","2018-01-03",94.8,1514997131000
"2018-01-03 16:47:11","2018-01-03",94.8,1514998031000
"2018-01-03 17:02:10","2018-01-03",94.8,1514998930000
"2018-01-03 17:17:11","2018-01-03",94.5,1514999831000
"2018-01-03 17:32:11","2018-01-03",94.7,1515000731000
"2018-01-03 17:47:11","2018-01-03",95.1,1515001631000
"2018-01-03 18:02:11","2018-01-03",95.4,1515002531000
"2018-01-03 18:17:10","2018-01-03",96.2,1515003430000
"2018-01-03 18:32:10","2018-01-03",96.8,1515004330000
"2018-01-03 18:47:11","2018-01-03",97.0,1515005231000
"2018-01-03 19:02:11","2018-01-03",97.1,1515006131000
"2018-01-03 19:17:11","2018-01-03",97.3,1515007031000
"2018-01-03 19:32:11","2018-01-03",97.2,1515007931000
"2018-01-03 19:47:10","2018-01-03",97.0,1515008830000
"2018-01-03 20:02:10","2018-01-03",96.8,1515009730000
"2018-01-03 20:17:10","2018-01-03",96.6,1515010630000
"2018-01-03 20:32:11","2018-01-03",96.7,1515011531000
"2018-01-03 20:47:11","2018-01-03",96.8,1515012431000
"2018-01-03 21:02:11","2018-01-03",97.0,1515013331000
"2018-01-03 21:17:11","2018-01-03",97.3,1515014231000
"2018-01-03 21:32:11","2018-01-03",97.4,1515015131000
"2018-01-03 21:47:11","2018-01-03",97.5,1515016031000
"2018-01-03 22:02:10","2018-01-03",97.5,1515016930000
"2018-01-03 22:17:10","2018-01-03",97.4,1515017830000
"2018-01-03 22:32:10","2018-01-03",97.5,1515018730000
"2018-01-03 22:47:11","2018-01-03",97.3,1515019631000
"2018-01-03 23:02:11","2018-01-03",97.3,1515020531000
"2018-01-03 23:17:11","2018-01-03",97.4,1515021431000
"2018-01-03 23:32:11","2018-01-03",96.9,1515022331000
"2018-01-03 23:47:10","2018-01-03",97.0,1515023230000
"2018-01-04 00:02:10","2018-01-04",97.4,1515024130000
"2018-01-04 00:17:10","2018-01-04",97.1,1515025030000
"2018-01-04 00:32:10","2018-01-04",97.0,1515025930000
"2018-01-04 00:47:10","2018-01-04",96.6,1515026830000
"2018-01-04 01:02:10","2018-01-04",96.0,1515027730000
"2018-01-04 01:17:11","2018-01-04",95.5,1515028631000
"2018-01-04 01:32:11","2018-01-04",95.2,1515029531000
"2018-01-04 01:47:11","2018-01-04",95.2,1515030431000
"2018-01-04 02:02:11","2018-01-04",94.4,1515031331000
"2018-01-04 02:17:11","2018-01-04",94.2,1515032231000
"2018-01-04 02:32:11","2018-01-04",93.5,1515033131000
"2018-01-04 02:47:11","2018-01-04",93.3,1515034031000
"2018-01-04 03:02:11","2018-01-04",93.0,1515034931000
"2018-01-04 03:17:11","2018-01-04",92.4,1515035831000
"2018-01-04 03:32:10","2018-01-04",92.9,1515036730000
"2018-01-04 03:47:11","2018-01-04",93.1,1515037631000
"2018-01-04 04:02:10","2018-01-04",93.2,1515038530000
"2018-01-04 04:17:10","2018-01-04",93.4,1515039430000
"2018-01-04 04:32:11","2018-01-04",93.5,1515040331000
"2018-01-04 04:47:10","2018-01-04",94.0,1515041230000
"2018-01-04 05:02:11","2018-01-04",94.4,1515042131000
"2018-01-04 05:17:10","2018-01-04",94.7,1515043030000
"2018-01-04 05:32:11","2018-01-04",95.0,1515043931000
"2018-01-04 05:47:11","2018-01-04",95.3,1515044831000
