"datetime","date","temp-i-subdaily-C","epoch"
"2022-01-02 00:02:12","2022-01-02",10.78,1641081732000
"2022-01-02 00:17:12","2022-01-02",10.76,1641082632000
"2022-01-02 00:32:12","2022-01-02",10.74,1641083532000
"2022-01-02 00:47:12","2022-01-02",10.71,1641084432000
"2022-01-02 01:02:12","2022-01-02",10.69,1641085332000
"2022-01-02 01:17:12","2022-01-02",10.72,1641086232000
"2022-01-02 01:32:12","2022-01-02",10.76,1641087132000
"2022-01-02 01:47:12","2022-01-02",10.71,1641088032000
"2022-01-02 02:02:12","2022-01-02",10.71,1641088932000
"2022-01-02 02:17:12","2022-01-02",10.72,1641089832000
"2022-01-02 02:32:12","2022-01-02",10.74,1641090732000
"2022-01-02 02:47:12","2022-01-02",10.75,1641091632000
"2022-01-02 03:02:12","2022-01-02",10.78,1641092532000
"2022-01-02 03:17:12","2022-01-02",10.8,1641093432000
"2022-01-02 03:32:12","2022-01-02",10.81,1641094332000
"2022-01-02 03:47:12","2022-01-02",10.81,1641095232000
"2022-01-02 04:02:12","2022-01-02",10.83,1641096132000
"2022-01-02 04:17:12","2022-01-02",10.86,1641097032000
"2022-01-02 04:32:12","2022-01-02",10.89,1641097932000
"2022-01-02 04:47:12","2022-01-02",10.91,1641098832000
"2022-01-02 05:02:12","2022-01-02",10.92,1641099732000
"2022-01-02 05:17:13","2022-01-02",10.93,1641100633000
"2022-01-02 05:32:12","2022-01-02",10.98,1641101532000
"2022-01-02 05:47:12","2022-01-02",11.05,1641102432000
"2022-01-02 06:02:12","2022-01-02",11.1,1641103332000
"2022-01-02 06:17:12","2022-01-02",11.09,1641104232000
"2022-01-02 06:32:12","2022-01-02",11.05,1641105132000
"2022-01-02 06:47:12","2022-01-02",11.01,1641106032000
"2022-01-02 07:02:12","2022-01-02",10.97,1641106932000
"2022-01-02 07:17:12","2022-01-02",10.94,1641107832000
"2022-01-02 07:32:12","2022-01-02",10.91,1641108732000
"2022-01-02 07:47:12","2022-01-02",10.9,1641109632000
"2022-01-02 08:02:12","2022-01-02",10.88,1641110532000
"2022-01-02 08:17:12","2022-01-02",10.87,1641111432000
