"datetime","date","temp-i-subdaily-C","epoch"
"2019-01-02 00:02:12","2019-01-02",8.5,1546387332000
"2019-01-02 00:17:12","2019-01-02",8.51,1546388232000
"2019-01-02 00:32:12","2019-01-02",8.56,1546389132000
"2019-01-02 00:47:12","2019-01-02",8.59,1546390032000
"2019-01-02 01:02:12","2019-01-02",8.63,1546390932000
"2019-01-02 01:17:12","2019-01-02",8.66,1546391832000
"2019-01-02 01:32:12","2019-01-02",8.69,1546392732000
"2019-01-02 01:47:12","2019-01-02",8.73,1546393632000
"2019-01-02 02:02:12","2019-01-02",8.77,1546394532000
"2019-01-02 02:17:12","2019-01-02",8.82,1546395432000
"2019-01-02 02:32:13","2019-01-02",8.86,1546396333000
"2019-01-02 02:47:12","2019-01-02",8.89,1546397232000
"2019-01-02 03:02:12","2019-01-02",8.92,1546398132000
"2019-01-02 03:17:12","2019-01-02",8.94,1546399032000
"2019-01-02 03:32:12","2019-01-02",8.94,1546399932000
"2019-01-02 03:47:12","2019-01-02",8.93,1546400832000
"2019-01-02 04:02:12","2019-01-02",8.91,1546401732000
"2019-01-02 04:17:12","2019-01-02",8.88,1546402632000
"2019-01-02 04:32:12","2019-01-02",8.86,1546403532000
"2019-01-02 04:47:12","2019-01-02",8.91,1546404432000
"2019-01-02 05:02:13","2019-01-02",9.0,1546405333000
"2019-01-02 05:17:12","2019-01-02",9.08,1546406232000
"2019-01-02 05:32:12","2019-01-02",9.14,1546407132000
"2019-01-02 05:47:12","2019-01-02",9.2,1546408032000
"2019-01-02 06:02:12","2019-01-02",9.25,1546408932000
"2019-01-02 06:17:15","2019-01-02",9.14,1546409835000
"2019-01-02 06:32:13","2019-01-02",9.1,1546410733000
"2019-01-02 06:47:12","2019-01-02",9.08,1546411632000
"2019-01-02 07:02:12","2019-01-02",9.1,1546412532000
"2019-01-02 07:17:12","2019-01-02",9.08,1546413432000
"2019-01-02 07:32:12","2019-01-02",8.96,1546414332000
"2019-01-02 07:47:13","2019-01-02",8.84,1546415233000
"2019-01-02 08:02:12","2019-01-02",8.82,1546416132000
