"datetime","date","temp-i-subdaily-C","epoch"
"2021-01-02 00:02:11","2021-01-02",3.98,1609545731000
"2021-01-02 00:17:11","2021-01-02",4.0,1609546631000
"2021-01-02 00:32:11","2021-01-02",4.01,1609547531000
"2021-01-02 00:47:11","2021-01-02",4.0,1609548431000
"2021-01-02 01:02:11","2021-01-02",4.13,1609549331000
"2021-01-02 01:17:11","2021-01-02",4.15,1609550231000
"2021-01-02 01:32:11","2021-01-02",4.08,1609551131000
"2021-01-02 01:47:11","2021-01-02",4.12,1609552031000
"2021-01-02 02:02:11","2021-01-02",4.09,1609552931000
"2021-01-02 02:17:11","2021-01-02",4.1,1609553831000
"2021-01-02 02:32:11","2021-01-02",4.09,1609554731000
"2021-01-02 02:47:10","2021-01-02",4.1,1609555630000
"2021-01-02 03:02:11","2021-01-02",4.11,1609556531000
"2021-01-02 03:17:10","2021-01-02",4.13,1609557430000
"2021-01-02 03:32:10","2021-01-02",4.13,1609558330000
"2021-01-02 03:47:11","2021-01-02",4.14,1609559231000
"2021-01-02 04:02:10","2021-01-02",4.14,1609560130000
"2021-01-02 04:17:11","2021-01-02",4.13,1609561031000
"2021-01-02 04:32:11","2021-01-02",4.12,1609561931000
"2021-01-02 04:47:10","2021-01-02",4.1,1609562830000
"2021-01-02 05:02:11","2021-01-02",4.08,1609563731000
"2021-01-02 05:17:11","2021-01-02",4.06,1609564631000
"2021-01-02 05:32:11","2021-01-02",4.04,1609565531000
"2021-01-02 05:47:11","2021-01-02",4.02,1609566431000
"2021-01-02 06:02:11","2021-01-02",4.0,1609567331000
"2021-01-02 06:17:11","2021-01-02",4.0,1609568231000
"2021-01-02 06:32:11","2021-01-02",4.01,1609569131000
"2021-01-02 06:47:11","2021-01-02",4.03,1609570031000
"2021-01-02 07:02:11","2021-01-02",4.02,1609570931000
"2021-01-02 07:17:11","2021-01-02",4.04,1609571831000
"2021-01-02 07:32:11","2021-01-02",4.06,1609572731000
"2021-01-02 07:47:11","2021-01-02",4.14,1609573631000
"2021-01-02 08:02:11","2021-01-02",4.1,1609574531000
"2021-01-02 08:17:11","2021-01-02",4.05,1609575431000
"2021-01-02 08:32:11","2021-01-02",3.98,1609576331000
